lfd. Nr.,Posteingang,Veranstalter/Vertreter,Thema,Versammlungsort,Datum der Versammlung,Zeit
255,2014-11-21,Deutscher Falun Dafa Verein e.V.,"Menschenrechte in China, Verfolgung von Falun Dafa in China","Fischmarkt am Denkmal, gegenüber dem Rathaus",2014-11-29 00:00:00,10.00 – 18.00
256,2014-11-21,Deutscher Falun Dafa Verein e.V.,"Menschenrechte in China, Verfolgung von Falun Dafa in China","Fischmarkt am Denkmal, gegenüber dem Rathaus",2014-12-22 00:00:00,14.00 – 20.00
257,2014-11-20,Bürger der Stadt Erfurt,"Frieden, Freiheit, Gerechtigkeit","Anger, Lutherdenkmal",2014-12-08 00:00:00,18.00 – 21.00
,,,,,2014-12-15 00:00:00,
,,,,,2014-12-22 00:00:00,
,,,,,2014-12-29 00:00:00,
258,2014-11-25,Grüne Jugend Erfurt,Tag der Menschenrechte,"Anger, Lutherdenkmal",2014-12-10 00:00:00,16.00 – 17.00
259,2014-11-28,DIE LINKE.,Kammwegklause dicht machen – Nazis wegdemonstrieren,"Lucas-Cranach-Platz (Auftaktkundgebung) à Scharnhorststraße à Dornheimstraße à Kammweg à rückseitig der Kammwegklause (Zwischenkundgebung à Abschlusskundgebung (befestigte Fläche am Kammweg, Kundgebungsort vom 01.11.14)",2014-12-20 00:00:00,16.00 – 24.00
260,2014-12-02,Junge Union Thüringen,Gegen rot-rot-grüne Landespolitik,Jürgen-Fuchs-Straße 1,2014-12-05 00:00:00,09.00 - 13.00
261,2014-12-04,Junge Nationaldemokraten,In Erfurt sicher leben,Färberwaidweg Ecke wachholderweg,2014-12-09 00:00:00,18:00 -20:00
262,2014-12-04,Junge Nationaldemokraten,In Erfurt sicher leben,Moskauer Straße Bereich hinter Edeka,2014-12-10 00:00:00,18:00 -20:00
263,2014-12-04,Junge Nationaldemokraten,In Erfurt sicher leben,Julius Leber Ring 5 a (dahinter Bereich Haltestelle Straßenbahn,2014-12-11 00:00:00,18:00 -20:00
264,2014-12-10,Einzelperson,Protest gegen ehemalige Stasi Mitarbeiter im Landtag !,vor dem Thüringer Landtag in Erfurt,2014-12-12 00:00:00,08.00 – 12.00
265,2014-12-10,Bund für vegane Lebensweise e.V.,Zirkus Ja! Aber bitte ohne Tiere!,"bei Vilnius-Center (Vilniuspassage), Platz vor dem Eingangsbereich des Zirkus",2014-12-28 00:00:00,14.30 – 15.45
,,,,,,18.00 – 19.45
266,2014-12-18,Einzelperson,"Gegen den Krieg, gegen den Putin","Anger, Lutherdenkmal",2014-12-28 00:00:00,12.00 – 15.00
