lfd. Nr.,Posteingang,Veranstalter/Vertreter,Thema,Versammlungsort,Datum der Versammlung,Zeit
10,2013-12-23,Naturfreundejugend Erfurt,Antifaschistischer Stadtrundgang am Herrenberg,Haltestelle Abzweig Wiesenhügel-Kranichfelder Straße- Herrmann - Brill - Straße - Tungerstraße - Stieler Straße Haltestelle Abzweig Wiesenhügel ,2014-01-25 00:00:00,13:00-15:00
,,,,,,
,,,,,verschoben auf 08.02.14,
11,2013-12-16,Die Tierbefreier_innen Thüringen Mitte-Süd,"Boykott: Reiten, Jagen, Fischen, denn Tiere sind keine Sportgeräte oder Trophäen - Veganismus statt Freiwild",Bahnhofsvorplatz (Anfangskundgebung) à Bahnhofstraße (Zwischenkundgebung) à Schlösserstraße à Fischmarkt (Zwischenkundgebung) à Marktstraße à Domplatz (Zwischenkundgebung) à Domstraße à Mainzerhofstraße à Brühler Straße à Gothaer Platz à Gothaer Straße à Messegelände (Abschlusskundgebung),2014-03-22 00:00:00,13.45 - 19.00
12,2014-01-07,LeonidasNet Stiftung,Für bessere Lernbedingungen in der Schule und gegen Unterrichtsausfall,Platz vor dem Rathaus,2014-04-02 00:00:00,17.00 - 19.00
13,2014-01-13,Bündnis für soziale Gerechtigkeit,Donnerstagskundgebungen ,Angerkreuz,2014-01-23 00:00:00,jeweils 17.00 - 18.00
,,,,,2014-01-30 00:00:00,
,,,,,2014-02-06 00:00:00,
,,,,,2014-02-13 00:00:00,
,,,,,2014-02-20 00:00:00,
,,,,,2014-02-27 00:00:00,
,,,,,2014-03-06 00:00:00,
,,,,,2014-03-13 00:00:00,
,,,,,2014-03-20 00:00:00,
,,,,,2014-03-27 00:00:00,
,,,,,2014-04-03 00:00:00,
,,,,,2014-04-10 00:00:00,
,,,,,2014-04-17 00:00:00,
,,,,,2014-04-24 00:00:00,
,,,,,2014-05-08 00:00:00,
,,,,,2014-05-15 00:00:00,
,,,,,2014-05-22 00:00:00,
,,,,,2014-06-05 00:00:00,
,,,,,2014-06-12 00:00:00,
,,,,,2014-06-19 00:00:00,
,,,,,2014-06-26 00:00:00,
,,,,,2014-07-03 00:00:00,
,,,,,2014-07-10 00:00:00,
14,2014-01-16,Schulförderverein der Regelschule Steigerblick Erfurt,Schulnetzplanung der Stadt Erfurt,Fischmarkt,2014-01-29 00:00:00,16:00 -17:00
15,2014-01-16,ver.di,Aktion im Rahmen der Tarifverhandlung,Augustinerstraße 38,2014-01-27 00:00:00,11:30-13:30
16,2014-01-20,"Die Linke, Stadtverband Erfurt",Wahlkampfveranstaltung zur Europawahl,vor Anger 1,2014-04-30 00:00:00,08.00 - 20.30
,,,,,,
,,,,,,ohne Aufbau
,,,,,,15.00 - 18.00
17,2014-01-21,Einzelperson,Für einen sofortigen Abschiebestopp ! Bleiberecht für alle !,Bahnhofsvorplatz à Kurt-Schuhmacher-Straße à Trommsdorffstraße à Anger à Schlösserstraße à Fischmarkt à Marktstraße à Domplatz,2014-01-25 00:00:00,13.00 - 16.00
18,2014-01-21,Einzelperson,Gegen die Diktatur in der Ukraine,Willy-Brandt-Platz,2014-01-26 00:00:00,12.00 - 14.00
19,2014-01-23,Die Linke Erfurt,rassistische und demokratiefeindliche Bestrebungen der NPD,"Kammweg, Herrenberg, vor der Kammwegklause",2014-01-25 00:00:00,14:00 -17:30
20,2014-01-23,SPD-Landesverband Thüringen,Landtagswahl 2014,"Hirschgarten, Erfurt",2014-07-19 00:00:00,08.00 - 21.00
21,2014-01-26,Einzelperson,Kundgebung gegen Hundemassaker in der EU. Erfurt ist an diesem Tag eine von über 20 Städten Europaweit.,Kundgebung: Angerdreieck,2014-03-08 00:00:00,14.00 - 18.00
,,,,,,
,,,,Aufzug: Bahnhofstraße à Juri-Gagarin-Ring à Angerbrunnen à Anger,,15.00 - 16.00
22,2014-01-29,DGB Thüringen,1. Mai 2014 - Gute Arbeit. Soziales Europa,Kundgebung: Angerdreieck,2014-05-01 00:00:00,07.00 - 16.00
,,,,,,
,,,,Aufzug: Staatskanzlei à Regierungsstraße à Lutherstraße à Karl-Marx-Platz à Juri-Gagarin-Ring à Bahnhofstraße à Anger,,09.30 - 11.00
23,2014-01-30,Piraten Erfurt,Mahnwache zum International Day of Privacv 2014,Angerdreieck,2014-02-01 00:00:00,14.00 - 16.00
24,2014-01-30,Einzelperson,Gegen die Diktatur in der Ukraine,Willy-Brandt-Platz,2014-02-02 00:00:00,12.00 - 14.00
25,2014-02-04,DGB Region Thüringen,Equal-Pay-Day,"Fischmarkt, vor dem Rathaus",2014-03-21 00:00:00,12.30 - 15.30
26,2014-02-07,Spontanversammlung,Ereignisse mit dem Asylbewerberheim in Hamburg,Willy-Brandt-Platz,2014-02-06 00:00:00,20.55 - 21.10
27,2014-02-03,"Thüringer Friedenskoordination, Aktionskreis für den Frieden e.V.",Informationskundgebung zum Ostermarsch 2014,Angerdreieck,2014-04-17 00:00:00,17.00 - 18.00
28,2014-02-03,"Thüringer Friedenskoordination, Aktionskreis für den Frieden e.V.",Weltfriedenstag 2014,Angerdreieck,2014-08-28 00:00:00,17.00 - 18.00
29,2014-02-03,"Thüringer Friedenskoordination, Aktionskreis für den Frieden e.V.",Gedenken an Hiroshima /n Nagasaki,Angerdreieck,2014-08-14 00:00:00,17.00 - 18.00
30,2014-02-07,Vereinte Dienstleistungsgewerkschaft,Aktion im Rahmen der Tarifrunde Entgelt mit TGAOK,Augustinerstraße 38,2014-02-12 00:00:00,11.15 - 13.45
31,2014-02-10,Kulturverein Mesopotamien e.V.,Newroz-Feier,Willy-Brandt-Platz (Auftaktkundgebung) à Schmidtstedter Straße à Trommsdorffstraße à Juri-Gagarin-Ring à Krämpferstraße à Meienbergstraße à Wenigemarkt à Rathausbrücke à Fischmarkt à Schlösserstraße à Angerdreieck à Anger 1 (Abschlusskundgebung),2014-03-21 00:00:00,16.30 - 20.00
32,2014-02-10,"Bündnis 90 / Die Grünen, Landtagsfraktion Thüringen",Equal Pay Day 2014,"Jürgen-Fuchs-Straße 1, vor Landtag",2014-03-21 00:00:00,08.00 - 09.15
33,2014-02-13,FDP Landesverband Thüringen,Wahlkundgebung,vor Anger 1,2014-09-11 00:00:00,11.00 - 19.00
34,2014-02-17,"Deutscher Journalisten-Verband, Landesverband Thüringen e.V.",Tarife,"Anger, Angerbrunnen, Nähe Anger 1",2014-02-24 00:00:00,18.00 - 19.00
35,2014-02-25,Bürgerallianz gegen überhöhte Kommunalabgaben,Mahnwache gegen die geplante rückwirkende Erhebung von Straßenausbau- und Abwasserbeiträgen,Erfurt Thüringer Landtag,2014-02-27 00:00:00,08.30 - 09.30
36,2014-02-26,Elterninitative Hebammenunterstützung,"Hebammenunterstützung , Rettet unsere Hebammen","Anger, Schlösserstraße, Fischmarkt, Marktstraße, Domplatz",2014-04-05 00:00:00,14.00 - 17.00
37,2014-02-27,Einzelperson,Gegenveranstaltung zum NPD -Stand,vor Kastanienstraße 11,2014-03-01 00:00:00,09.30 - 12.00
38,2014-02-27,Deutsch-Russische Frendgesellschaft in Thüringen e.V.,Ehrung Juri-Gagarin aus Anlass seines 80. Geburtstag,Juri-Gagarin -Ring vor Juri-Gagarin-Denkmal,2014-03-08 00:00:00,15.00 - 16.00
39,2014-03-03,Vereinte Dienstleistungsgewerkschaft,Frauentag - Wir machen frischen Wind ,"Anger, neuer Angerbrunnen",2014-03-08 00:00:00,11.00 - 13.00
40,2014-02-26,Ortsteilrat Stotternheim,Nazifreie Zone - Stotterheim gegen rechts,Karlsplatz,2014-03-01 00:00:00,12.00 - 13.30
41,2014-03-03,Animal Rights Watch,Jagd - das unmoralische Hobby und der prekäre Eingriff in unser Ökosystem,Platz vor Anger 1,2014-03-22 00:00:00,12.45 - 15.30
42,2014-02-28,Bund - Landesverband Thüringen e.V.,Bundesweite Fukushima-Mahnwachen,"vor Anger 1, Erfurt",2014-03-10 00:00:00,17.30 - 18.30
43,2014-02-28,Bund - Landesverband Thüringen e.V.,"Bundesweite Aktionen ""Energiewende retten""","vor Anger 1, Erfurt",2014-03-22 00:00:00,11.00 - 12.30
44,2014-02-28,Bund - Landesverband Thüringen e.V.,Bundesweite Tschernobyl-Mahnwachen,"vor Anger 1, Erfurt",2014-04-25 00:00:00,18.00 - 19.30
45,2014-03-06,Einzelperson,"Gegen den Krieg, gegen den Putin","Anger, Lutherdenkmal",2014-03-09 00:00:00,12.00 - 15.00
46,2014-03-09,"Grüne Jugend Erfurt, ADFC Erfurt","Critical Mass - Wir behindern nicht den Verkehr, wir sind der Verkehr",Willy-Brand-Platz à Bürgermeister-Wagner-Straße à Juri-Gagarin-Ring à Lutherstraße à Wilhelm-Külz-Straße à Kartäserstraße à Puschkinstraße à Goethestraße à Arnstädter Straße à Schillerstraße à Stauffenbergallee à Thälmannstraße à Liebknechtstraße à Eugen-Richter-Straße à Friedrich-Engels-Straße àStollbergstraße à Magdeburger-Allee à Johannesstraße à Futterstraße à Benediktsplatz,2014-03-20 00:00:00,17.00 - 18.30
47,2014-03-10,Linksjugend Thüringen,Ostermarsch Erfurt / Gegen jeden Krieg und Militär,Fischmarkt à Anger à Bahnhofsvorplatz à Windthorststraße à Friedrich-Ebert-Straße à Käthe-Kollwitz-Straße à Christian-Kittel-Straße à Löberfeld-Kaserne,2014-04-19 00:00:00,14.00 - 18.00
48,2014-02-24,Verband der Köche Erfurt e.V.,Was wäre Deutschland ohne Köche und welche Zukunft bietet die Zunft der Köche dem Nachwuchs ?,Busparkplatz Öhlmühle à Juri-Gagarin-Ring à Frankestraße à Johannesstraße à Anger à Schlösserstraße à Fischmarkt à Marktstraße à Domplatz à Domstufen,2014-08-09 00:00:00,09.00 - 10.30
49,2014-03-12,DGB Jugend Erfurt,Rechtspopulismus stoppen ! Für ein soziales Europa für uns alle!,"Messe Erfurt, Vorplatz, am Brunnen",2014-03-22 00:00:00,08.30 - 14.00
50,2014-03-12,Verdi - Bezirk Thüringen,Tarifrunde öffentlicher Dienst,"Anger, Vorplatz Kaufmannskirche",2014-03-27 00:00:00,06.00 - 12.00
,,,,Autoaufzug,,06.00 - 08.30
51,2014-03-14,Ausländerbeirat der Stadt Erfurt,"Kundgebung zum ""Tag gegen Rassismus""",Angerkreuz,2014-03-21 00:00:00,13.30 - 16.00
52,2014-03-17,Junge Europäische Föderalisten Landesverband Thüringen e.V.,So rettet ihr Europa nicht!,Vorplatz der Messe Erfurt,2014-03-22 00:00:00,08.00 - 12.00
53,2014-03-18,"Die Linke, Stadtverband Erfurt",Abschlussveranstaltung zur Landtagswahl,vor Anger 1,2014-09-12 00:00:00,12.00 - 21.00
54,2014-03-24,Verdi - Ortsverein Mittelthüringen,Streikversammlung im Rahmen der Tarifrunde 2014 im Telekom-Konzern,"Andreasstraße 38a, vor bzw. neben dem Telekomgebäude",2014-03-28 00:00:00,11.00 - 13.00
55,2014-03-28,Verdi Jugend,Kein Tarifvertrag führt zu Ausbildungsstau,Kreuzung Löberwallgraben / Löberstraße,2014-03-28 00:00:00,10.30 - 11.00
56,2014-03-25,Einzelperson,Mahnwache / Protestmarsch für die Sensibilisierung der Öffentlichkeit zur Problematik Töten von wehrlosen Hunden in der EU,Mahnwache auf dem Anger vor der Hauptpost,2014-05-17 00:00:00,14.00 - 18.00
,,,,Angerkreuz à Meienbergstraße à Rathausbrücke à Benediktplatz à Fischmarkt à Schlösserstraße à Angerkreuz,,
57,2014-03-31,"Linksjugend, Dien Linke, SDS Erfurt",Solidaritätskundgebung für die Betroffenen von neonazistischen Übergriffen,Domplatz vorm Landgericht (Busparkplatz),2014-04-03 00:00:00,08.30 - 14.00
58,2014-04-02,verdi - Landesfachbereich 9 Südost,Streikversammlung im Rahmen der Tarifrunde 2014 im Telekomkonzern,"Andreasstraße 38a, neben Telekomgebäude",2014-04-02 00:00:00,09.00 - 12.00
59,2014-04-03,OTB Salomonsborn,Beratung zur NPD-Kundgebung,"Am Kreisverkehr Salomonsborn, Bushaltestelle",2014-04-26 00:00:00,11.00 - 13.00
60,2014-04-04,"Verdi, Landesfachbereich 9 Südost",Streikversammlung im Rahmen der Tarifrunde 2014 im Telekom-Konzern,"99091 Erfurt, Mühlweg 16, vor der Grundstückseinfahrt zu den Telekomgebäuden",2014-04-08 00:00:00,06.00 - 13.00
61,2014-04-04,"Verdi, Landesfachbereich 9 Südost",Streikversammlung im Rahmen der Tarifrunde 2014 im Telekom-Konzern,"99084, Andreasstraße 38a, neben Telekomgebäude",2014-04-10 00:00:00,07.00 - 11.00
62,2014-04-03,Bürgerinitiative zur Rettung Kita Villa 3-Käse-Hoch,Beabsichtigte Kita-Schließung,Fischmarkt,2014-04-16 00:00:00,16.30 - 17.30
63,2014-04-07,"Grüne Jugend Erfurt, ADFC Erfurt",Critical Mass -  wir behindern nicht den Verkehr wir sind der Verkehr,Willy-Brandt-Platz à Kurt-Schuhmacher-Straße à Trommsdorffstraße à Stauffenbergallee à Clara-Zetkin-Straße à Häßlerstraße à Johann-Sebastian-Bach-Straße à Arnstädter Straße à Löberstraße à Juri-Gagarin-Ring à Lutherstraße à Holzeienstraße à Maximilian-Welsch-Straße à Cusanusstraße à Lauentor à Biereyestraße à Schlüterstraße à Talknoten à Liebknechtstraße à Schlachthofstraße à Greifswalder Straße à Leipziger Straße à Johannesstraße à Futterstraße à Wenigemarkt,2014-04-23 00:00:00,18.00 - 19.15
64,2014-04-04,Grüne Jugend Erfurt,Ausbau des Radwegenetzes,Willy-Brandt-Platz à Bürgermeister-Wagner-Straße àJuri-Gagarin-Ring à Krämpfertor à Anger - Schlösserstraße à Fischmarkt,2014-05-16 00:00:00,15.00 - 16.00
65,2014-04-03,"Alternative für Deutschland, Landesverband Thüringen",Europawahlkampf,vor Anger 1,2014-05-10 00:00:00,12.00 - 16.00
66,2014-03-27,Aktionskreis für Frieden e.V. Thüringer Friedenskoordination,"100 Jahre 1. Weltkrieg, 100 Jahre Friedensbewegung, 100. Todestag Bertha von Suttner, 25 Jahre Donnerstagsdemo für den Frieden, Hiroshima-Nagasaki-Gedenken",Angerkreuz,2014-07-31 00:00:00,17.00 - 18.00
066 (A),2014-04-09,Spontanversammlung / Aufzug,"„Elvira, Riana und Almedina sind nicht mehr hier“",Angherkreuz à Bahnhofstraße à Bürgermeister-Wagner-Straße (ZK Bürgeramt) à Trommsdorffstraße à Anger,2014-04-08 00:00:00,18.30 – 19.00
67,2014-04-10,Bürger der Stadt Erfurt,Kundgebung für Frieden und Freiheit,Lutherdenkmal,2014-04-14 00:00:00,19.00 - 21.00
68,2014-04-14,"Konzil-Deutschland, Initiative für Demokratie, Bildung und Recht","Mahnwache Menschenrechte, Protest gegen Menschenrechtsverletzungen in Thüringen",Lutherdenkmal,2014-04-19 00:00:00,10.00 - 18.00
69,2014-04-11,CSD in der Mitte Deutschland - Erfurt e.V.,"Menschlichkeit an allen Ufern"" CSD Erfurt 2014",Angerdreieck,2014-06-07 00:00:00,11.00 - 18.00
,,,,,,
,,,,Willy-Brandt-Platz à Bahnhofstraße à Anger à Regierungsstraße à Staatskanzlei à Lange Brücke à Kettenstraße à Domplatz à Marktstraße à Fischmarkt à Schlösserstraße à Angerdreieck,,
70,2014-04-15,Bürger der Stadt Erfurt,Kundgebung für Frieden und Freiheit,Lutherdenkmal,2014-04-21 00:00:00,18.00 - 20.00
71,2014-04-14,Einzelperson,"Männersolidarisierungsdemo gegen das Lied ""Der Mann ist das Problem""","Messehalle Erfurt, Standplatz auf öffentlichem Gelände",2014-11-14 00:00:00,18.45 - 20.00
72,2014-04-09,"IDAHOT - Aktionsbündnis Erfurt ""Kunterbuntes Erfurt""",Kundgebung zum Internationalen Tag gegen Homophobie,Angerkreuz,2014-05-15 00:00:00,16.00 - 16.45
73,2014-04-22,Bürger der Stadt Erfurt,Kundgebung für Frieden und Freiheit,Lutherdenkmal,2014-04-28 00:00:00,18.00 - 20.00
74,2014-04-22,"Konzil-Deutschland, Initiative für Demokratie, Bildung und Recht","Mahnwache Menschenrechte, Protest gegen Menschenrechtsverletzungen in Thüringen",Lutherdenkmal,2014-04-23 00:00:00,12.00 - 18.00
75,2014-04-22,"B90/Die Grünen, Kreisverband Erfurt","Migration, EU-Flüchtlingspolitik",Wenigemarkt,2014-04-30 00:00:00,13.30 - 16.30
76,2014-04-22,Bund der Heimatvertriebenen e.V. Landesverband Thüringen,Zur Erinnerung an die Opfer von Flucht und Vertreibung,"Hauptfriedhof Erfurt, Gedenkstein am Ende des Hauptweges",2014-05-05 00:00:00,09.45 - 10.45
77,2014-04-23,"DGB, Stadtverband Erfurt",Kommunalwahl,Angerkreuz,2014-05-21 00:00:00,16.00 - 18.00
78,2014-04-25,"Deutsch-Russische Freundschaftsgesellschaft in Thüringen, Ortsgruppe Erfurt",Gedenkveranstaltung aus Anlass des 69. Jahrestages der Befreiung vom Hitlerfaschismus,"Hauptfriedhof, sowjetisches Ehrenmal",2014-05-08 00:00:00,10.00 -11.00
79,2014-04-28,B90/Die Grünen Kreisverband Erfurt,"Demonstration für die Errichtung eines Bürgerhauses am Johannesplatzes, Pflanzaktion in mitgebrachten Kübeln und Pflanzen, Aufhängen eines Transparentes und verteilen von Broschüren zur Stadtnatur ",Eislebener Straße 3-5 Parkplatz hier am Zaun des ehemaligen Postsportplatzes Johannesplatz,2014-05-18 00:00:00,13.00 -14.00
80,2014-04-28,Bündnis 90/Die Grünen KV Erfurt,Grillen mit Cem ein sommerliches Grillfest für den grünen KV Erfurt mit Gastredner Cem Özdemir,Hirschgarten,2014-05-23 00:00:00,15.00 -20.00
81,2014-04-29,Erfurter Rollrunde e.V.,"""Spaß am Rollen - Bahn frei für alternative Fortbewegungsmittel und Rollsportarten","Willy-Brandt-Platz, Bahnhofstraße, Anger, Juri-Gagarin-Ring, Am Hügel, Augustinerstraße, Moritzstraße, Auenstraße, Bergstraße od. Mittelstraße, Biereyestraße, Hugo-Preuß-Platz, Lauentor",2014-06-21 00:00:00,11.00 -12.00
82,2014-04-29,SPD - Kreisverband Erfurt,Wahlkampfabschlusskundgebung der SPD,Angerdreieck,2014-05-23 00:00:00,08.00 -20.00
83,2014-05-02,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Lutherdenkmal am Anger,2014-05-05 00:00:00,18.00 -21.00
84,2014-05-02,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Lutherdenkmal am Anger,2014-05-12 00:00:00,18.00 -21.00
85,2014-05-02,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Lutherdenkmal am Anger,2014-05-19 00:00:00,18.00 -21.00
86,2014-05-02,Bündnis90/Die Grünen Landtagsfraktion Thüringen,Tag der Befreiung Kranzniederlegung,Deserteurdenkmal auf Petersberg,2014-05-08 00:00:00,17.00 -17.30
87,2014-04-30,Bündnis 90/Die Grünen ,Nicht nur über Klimaschutz reden sondern handeln,Zugang Messe Erfurt,2014-05-12 00:00:00,8.30-10.30
88,2014-05-05,Einzelperson,Gegendemonstration Montagsdemo,Brunnen vor Anger 1,2014-05-05 00:00:00,18.30 - 21.00
89,2014-05-05,Grüne Jugend Erfurt,Aktion zum Internationalen Tag gegen Homo- und Transphobie,Angerdreieck,2014-05-17 00:00:00,18.30 - 19.30
90,2014-05-07,NPD Kreisverband Erfurt,Asylflut stoppen - gemeinsam gegen Problemimporte aus aller Welt,"Moskauer Platz, vor der Kaufhalle",2014-05-10 00:00:00,10.00 - 11.00
,,,,,,
,,,,"Ulan-Bator-Straße, Parkplatz vor Hausnummer 16,17",,11.30 - 12.30
91,2014-05-07,SPD Kreisverband Erfurt,Kundgebung der SPD Erfurt,Ulan-Bator-Straße 76/77,2014-05-10 00:00:00,08.00 -1800
92,2014-05-07,SPD Kreisverband Erfurt,Kundgebung der SPD Erfurt,Moskauer Platz 21,2014-05-10 00:00:00,10.00 -11.00
93,2014-05-07,Campact e.V. - Kampagnen für eine lebendige Demokratie,Energiewende,"Congresszentrum der Messe Erfurt, Gothaer Straße 34",2014-05-12 00:00:00,08.30 - 10.30
94,2014-05-08,Einzelperson,"Gegen den Krieg, gegen Putin","Anger, Lutherdenkmal",2014-05-11 00:00:00,12:00 -15:00
95,2014-05-09,Diakonisches Werk Evangel. Kirchen in Mitteldeutschland e.V. ,Forderungen der Diakonie öffentlich machen,Angerkreuz,2014-05-12 00:00:00,10:30-12:30
96,2014-05-09,Einzelperson,Grundlegende Informationen zu zentralen Inhalten der Montagsdemonstration verteilen und Protest zeigen,Brunnen vor Anger 1,2014-05-12 00:00:00,18.30 - 21.00
97,2014-05-08,CDU Erfurt Kreisgeschäftsstelle,Kommunal- und Europawahl,Angerdreieck,2014-05-23 00:00:00,19.30 - 21.30
98,2014-05-08,CDU Erfurt Kreisgeschäftsstelle,Kommunal- und Europawahl,Angerdreieck,2014-05-24 00:00:00,10.00 - 18.00
99,2014-05-12,NPD Thüringen,Islamisierung verhindern - keine Moschee in Erfurt,"Erfurt, Leipziger Straße 38, vor Moschee",2014-05-15 00:00:00,15.30 - 18.30
100,2014-05-13,s.P.u.K. e.V.,Gegen Rechtspopulismus und AfD,Angerdreieck,2014-05-16 00:00:00,16.00 - 18.00
,,,,,,
101,2014-05-15,"Martin Niemöller Stiftung, Förderkreis Topf  Söhne, Erfurter Gedenken 1933-45",Die Würde des Menschen ist unantastbar! ,Leipziger Straße Nähe Moschee,2014-05-15 00:00:00,15.00 -19.00
102,2014-05-14,Die Linke,"""Stadtentwicklung in Erfurt""", im Bereich Hirschgarten,2014-05-17 00:00:00,14.00 - 1700
103,2014-05-14,Die Linke,"""Quo vadis Kultur?""", Altes Schauspielhaus Klostergang,2014-05-17 00:00:00,14.00 - 17.00
104,2014-05-14,Die Linke,"""Freizeit sinnvoll gestalten""", Espachpark,2014-05-17 00:00:00,14.00 - 17.00
105,2014-05-14,Die Linke,"""Ortsteile ausfinanzieren""", tegut Berliner Platz,2014-05-17 00:00:00,14.00 - 17.00
106,2014-05-14,Die Linke,"""Faschismus und Antisemitismus in Erfurt""", Ententeich Juri-Gagarin Ring Synagoge,2014-05-17 00:00:00,14.00 - 17.00
107,2014-05-15,Die Linke,"""Erfurt sozial gestalten""", Anger,2014-05-17 00:00:00,17.00 - 18.00
108,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-05-26 00:00:00,18.00 - 21.00
109,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,20614,18.00 - 21.00
110,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-06-09 00:00:00,18.00 - 21.00
111,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-06-16 00:00:00,18.00 - 21.00
112,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-06-23 00:00:00,18.00 - 21.00
113,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-06-30 00:00:00,18.00 - 21.00
114,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-07-07 00:00:00,18.00 - 21.00
115,2014-05-13,Einzelperson,Frieden,Anger Lutherdenkmal,2014-07-14 00:00:00,18.00 - 21.00
116,2014-05-15,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Anger Lutherdenkmal,2014-05-26 00:00:00,18.00 - 21.00
,,abgesagt,,,,
117,2014-05-15,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Anger Lutherdenkmal,2014-06-02 00:00:00,18.00 - 21.00
,,abgesagt,,,,
118,2014-05-15,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Anger Lutherdenkmal,2014-06-09 00:00:00,18.00 - 21.00
,,abgesagt,,,,
119,2014-05-15,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Anger Lutherdenkmal,2014-06-16 00:00:00,18.00 - 21.00
,,abgesagt,,,,
120,2014-05-15,Bürger der Stadt Erfurt,Mahnwache für den Frieden,Anger Lutherdenkmal,2014-06-23 00:00:00,18.00 - 21.00
,,abgesagt,,,,
121,2014-05-16,Deutschen Falun Dafa e.V.,"Menschenrechte in China , Verfolgung von Falun Dafa",Fischmarkt,2014-06-21 00:00:00,10:00 -18:00
122,2014-05-19,Einzelperson,Gegen Rassismus und für ein Bleiberecht für alle!,"W-B-Platz, Kurt-Schumacher Straße, Trommsdorfstraße, Juri-Gagarin-Ring (ZK Bürgeramt), Bahnhofstraße, Anger (ZK) Schlösserstraße, Junkersand, Kürschnergasse, Wenigemarkt, Fischmarkt (Abschlusskundgebung)",2014-05-20 00:00:00,13:00 -18:00
123,2014-05-19,NPD Kreisverband Erfurt,Gemeinsam für ein besseres Erfurt,Fischmarkt,2014-05-24 00:00:00,10:00-12:00
124,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-29 00:00:00,18:00-21:00
125,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-22 00:00:00,18:00-21:00
126,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-21 00:00:00,18:00-21:00
