"Datum
",Ort/e der Kundgebung,"erwartete TN-Zahl
",Thema
2022-06-02 00:00:00,Bahnhofsvorplatz,10,Aufhebung des PKK-Verbots
2022-06-03 00:00:00,Luxembuger Straße,30,Sicheres Radfahren auf der Luxemburger Straße  (erneuter Raddooring-Unfall am 18.05.2022)
2022-06-03 00:00:00,Kalk Kapelle/Bürgeramt,50,Info über Videoüberwachung und Datenschutz
2022-06-03 00:00:00,Lenauplatz,10,Freiheit für Julian Assange
2022-06-03 00:00:00,Christine-Teusch-Platz bis Christine-Teusch-Platz,150,"Kidical Mass Köln Fahrradbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
2022-06-03 00:00:00,Kalk Post,15,Keine Kameras in Kalk Post
2022-06-04 00:00:00,Roncalliplatz,800,Meinungsfreiheit
2022-06-04 00:00:00,Roncalliplatz,100,"InternationalerTag für unschludige Kinder, die Opfer von Aggression wurden"
2022-06-04 00:00:00,Domplatte (Römerbogen),12,Mahnwache über Tierversuche stoppen
2022-06-04 00:00:00,Bahnhofsvorplatz,20,Mahnwache zum Tiananmen-Massaker am 04. Juni
2022-06-04 00:00:00,Freidrich-Engel-Straße/Berrenrather Straße,18,Wohnungen für Obdachlose und Geflüchtete
2022-06-05 00:00:00,Liebigstraße bis Rochusstraße,100,"Gentrifizierung Stoppen, Sanierung statt Abriss"
2022-06-05 00:00:00,Kalscheurer Weiher,300,Was können wir für den Frieden tun?
2022-06-05 00:00:00,Domplatte,10,Verkündigung des Evangeliums
2022-06-06 00:00:00,Alter Markt/Unter Käster             Hohenzollering/Ehrenstraße,30,Corona-Maßnahmen kritisieren JA --- Mit Nazis spazieren NEIN
2022-06-09 00:00:00,Keupstraße/Schanzenstraße,400,Gedenken an die Opfer des NSU
2022-06-09 00:00:00,Melchiorstraße,100,Temporäre Spielstraße: Anmahnen von mehr Freiräumen und Sicherheit für Kinder und Jugendliche im öffentlichen Raum
2022-06-09 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-06-10 00:00:00,Ebertplatz,100,Aktionstag Menschenrechte
2022-06-10 00:00:00,Roncalliplatz,500,Rwanda Is Killing! Gegen einen möglichen Kireg in der Demokratischen Republik Kongo
2022-06-10 00:00:00,Kalk Post,50,Kundgebung gegen die Angriffe auf Südkurdistan
2022-06-11 00:00:00,Grüngürtel (Kita Venloer Wall/Vogelsangerstr.),150,Rettet die Bäume
2022-06-11 00:00:00,???,80,Demonstration für christliche Werte
2022-06-11 00:00:00,"Kalk Post, Eythstr., Markt, Bürgerpark, Kalk Post",30,Krieg dem Krieg. Entwaffnet die Kapitalisten
2022-06-11 00:00:00,Bahnhofsvorplatz,50,Nicht auf unserem Rücken- Gegen Krieg und Militarismus
2022-06-11 00:00:00,Neumarkt,1000,Solidarität mit der Ukraine
2022-06-11 00:00:00,Berrenrather Straße/Friedrich-Engels-Straße,18,Wohnungen für Obdachlose und Geflüchtete
2022-06-12 00:00:00,Spielplatz Markt,50,Temporäre Spielstraße
2022-06-13 00:00:00,"Alter Markt
Friesenplatz",30,"Demokraten sehen wir gern, Schwurbler und Nazis halten wir fern"
2022-06-14 00:00:00,"Bürgerhaus Stollwerck, Dreikönigenstraße",12,Schafft die Obdachlosigkeit ab
2022-06-14 00:00:00,Albertus-Magnus-Platz,15,"Klimagerechtigkeit, Braunkohleabbau, Lützerath"
2022-06-16 00:00:00,Roncalliplatz,200,Vergesst unsere Väter nicht - Kinderdemo für Frieden
2022-06-17 00:00:00,Ebertplatz,10,Freiheit für Julian Assange
2022-06-17 00:00:00,Wallrafplatz,10,Tierrechte
2022-06-18 00:00:00,Roncalliplatz,80,Freiheit für den Iran
2022-06-18 00:00:00,"Leverkusen, Rheindorfer Platz",30,Klimaschutz. Ökologische und sozial gerechte Mobilitätswende. 
2022-06-18 00:00:00,Rudolfplatz,40,Sondervermögen Bundeswehr und 2% Wehretat - Nein zur Aufrüstung
2022-06-18 00:00:00,Domplatte,50,"Afrin, Kobane, Serekani und Kamichli"
2022-06-18 00:00:00,Rheingarten,20,Stoppt Putin! Frieden und Freiheit für die Ukraine!
2022-06-18 00:00:00,Ecke Berrenrather Str./Friedrich-Engels-Str.,12,Wohnungen für Obdachlose und Geflüchtete
2022-06-18 00:00:00,Schildergasse (Antoniterkirche),7,Tierethik und Tierleid
2022-06-19 00:00:00,"Deutzer Werft, Rudolfplatz und Neumarkt",3000,Kölner Sternfahrt 2022 - Vorfahrt für gutes Leben
2022-06-19 00:00:00,Chlodwigplatz,10,Mahnwache zum Weltgeflüchtetentag
2022-06-20 00:00:00,Theo-Burauen-Platz,10,Verkehrswende
2022-06-20 00:00:00,Theo-Burauen-Platz,40,Erhalt des Krankenhauses Holweide
2022-06-20 00:00:00,"Alter Markt
Friesenplatz",30,"Demokraten sehen wir gern, Schwurbler und Nazis halten wir fern"
2022-06-20 00:00:00,Martinstraße/Bolzengasse,20,Schafft die Obdachlosigkeit ab
2022-06-20 00:00:00,Alter Markt,100,Entlastung
2022-06-21 00:00:00,Gerhard-Wilczek-Platz            Schönsteinstraße,40,Edelweisspiraten
2022-06-21 00:00:00,Schildergasse (P&C),50,Linksjugend Köln macht auf den Streik an den Uniklinken aufmerksam
2022-06-21 00:00:00,Albertus-Magnus-Platz,15,"Klimagerechtigkeit, Braunkohleabbau, Lützerath"
2022-06-23 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-06-24 00:00:00,Heinrich-Böll-Platz,50,Dieser Schmerz betrifft uns alle
2022-06-24 00:00:00,Mörsergasse (1 live-Haus),250,Gute Arbeit - Gutes Leben
2022-06-24 00:00:00,Ottoplatz,100,"Einfluss rechtsextremer Influencer:Innen verhindern! Hass, Hetze und Sozialdarwinismus entgegentreten!"
2022-06-25 00:00:00,Neumarkt,150,Gott hat dich gesehen
2022-06-25 00:00:00,Hans-Böckler-Platz                       Neptunplatz,200,Nein zur Pflegekammer NRW
2022-06-25 00:00:00,Domplatte (Römerbogen),50,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
2022-06-25 00:00:00,Roncalliplatz,50,Open discussion with the ukrainian vibes project
2022-06-25 00:00:00,"Flughafen Köln/Bonn, Eingang Abflugbereich",15,Nein zur Pflegekammer NRW
2022-06-25 00:00:00,"Bezirksrathaus Kalk
Kalker Hauptstraße 247-273",3,Energiebreisstopp DKP
2022-06-25 00:00:00,Ecke Berrenrather Str./Friedrich-Engels-Str.,12,Wohnungen für Obdachlose und Geflüchtete
2022-06-25 00:00:00,Poller Wiesen,5,Smartmob zu #IchBinArmutsbetroffen
2022-06-27 00:00:00,Frankfurter Straße (Bus- und Bahnstation Ostheim),20,Evangelium verbreiten
2022-06-27 00:00:00,"Alter Markt
Hohenzollernring/Ehrenstr.",15,Spaziergänger und Querdenker nicht unkommentiert lassen
2022-06-28 00:00:00,Ottmar-Pohl-Platz,50,Gleiche Rechte für Drittstaatler aus der Ukraine die einen ukrainischen Aufenthaltstitel haben wie die ukrainischen Staatsbürger
2022-06-28 00:00:00,Albertus-Magnus-Platz,15,Klimagerechtigkeit: Braunkohlestopp für Lützerath
2022-06-30 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-07-01 00:00:00,Kalk Post,100,Gedenken an Erol Ispir
2022-07-02 00:00:00,Roncalliplatz,1500,Dyke*March - Sichtbarkeit queerer Menschen
2022-07-02 00:00:00,Neumarkt,250,Gedenken an Sivaspogrom
2022-07-02 00:00:00,Apostelnkloster,15,Geschlechtsbasierte Rechte von Frauen und Mädchen schützen!
2022-07-02 00:00:00,Schildergasse (Antoniterkirche),20,Glaubensfreiheit für Christen mit einem bibeltreuen Werteverständnis 
2022-07-02 00:00:00,Chlodwigplatz,40,Lützerath bleibt
2022-07-02 00:00:00,Bahnhofsvorplatz,20,9 Jahre nach dem Militärputsch herrscht keine Demokratie in Ägypten
2022-07-02 00:00:00,Friedrich-Engels-Straße/Berrenrather Straße,12,Wohnungen für Obdachlose und Geflüchtete
2022-07-03 00:00:00,Heumarkt,30000,CSD 2022
2022-07-03 00:00:00,Deutzer Werft bis Poller Kirchweg,13,"FÜR eine Freie Impfentscheidung und GEGEN Regierungsfaschismus, mediale Nato-Kriegshetze, künstlich steigende Energie- u. Lebensmittelpreise und die neue Impf-Propaganda zur politischen P(L)andemie der Affenpocken"
2022-07-03 00:00:00,Ebertplatz,10,Freiheit für Julian Assange
2022-07-03 00:00:00,Domplatte (Blau-Gold-Haus),10,Verkündigung des Evangeliums
2022-07-04 00:00:00,"Kalk Post
Markt",40,LGBTI+ Befreiung
2022-07-04 00:00:00,Bahnhofsvorplatz,20,Don't forget Afghanistan
2022-07-04 00:00:00,"Alter Markt
Hohenzollernring/Ehrenstr.",15,Spaziergänger und Querdenker nicht unkommentiert lassen
2022-07-04 00:00:00,Marktplatz Neubrück,20,Evangelium verbreiten
2022-07-05 00:00:00,Alfons-Silbermann-Weg (Unimensa)                                           Albertus-Magnus-Platz,15,"Klimagerechtigkeit, Braunkohleabbau, Lützerath"
2022-07-05 00:00:00,"Butzweilerhofallee 1, Agentur für Arbeit",10,Bundeswehr - keine Zuunft für die Jugend
2022-07-06 00:00:00,Bahnhofsvorplatz,25,Politische Haft in der Türkei
2022-07-06 00:00:00,Chlodwigplatz,20,CETA-Ratifizierung
2022-07-07 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-07-08 00:00:00,Zülpicher Straße/Unimensa,12,Mahnwache zu Tierversuche stoppen
2022-07-09 00:00:00,"Heumarkt, Alter Markt, Olivandenhof",300,Globaler Weltfrieden - wie Innen so Außen
2022-07-09 00:00:00,Ottoplatz,150,Gegen die Staatsgewalt im Iran
2022-07-09 00:00:00,Wilhelmplatz                          Mauenheimer Straße 135,40,Demonstration gegen Femizide
2022-07-09 00:00:00,Kalk Post,5,Soziale Teilhabe
2022-07-09 00:00:00,Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
2022-07-10 00:00:00,Aachener Weiher                        Alter Markt,50,"Gegen Repressionen und Unterdrückung, politische Haft und für einen Regierungswechsel in Kuba"
2022-07-10 00:00:00,Domplatte (Blau-Gold-Haus),30,"Tierrechte, Veganismus"
2022-07-11 00:00:00,"Alter Markt
Hohenzollernring/Ehrenstr.",15,Spaziergänger und Querdenker nicht unkommentiert lassen
2022-07-11 00:00:00,Autbahnbrücken in Köln-Roggendorf,25,Solidarität zur landwitschaft in den Niederlanden
2022-07-13 00:00:00,Aachener Weiher         ,20,Notruf NRW
2022-07-13 00:00:00,Wiener Platz,50,Kundgebung für die Situation des politischen Gefangenen Ecevit Piroglu
2022-07-14 00:00:00,Appellhofplatz 1,50,"Wir wollen unsere Medien zurück, denn wir bezahlen die Medien! Wir wollen staatsfernen, Parteien unabhängigen Journalismus ohne Gleichschaltung, mit Multipolarität und Ausgewogenheit!"
2022-07-14 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-07-15 00:00:00,Eberplatz,10,Freiheit für Julian Assange
2022-07-15 00:00:00,Domplatte (Römerbogen),20,Justice for Kurds
2022-07-16 00:00:00,Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
2022-07-18 00:00:00,Alter Markt                                   Hohenzollernring/Ehrenstraße                                 ,15,Spaziergänger und Querdenker nicht unkommentiert lassen
2022-07-18 00:00:00,Wiener Platz,20,"Verschärfung der sozialen Lage angesichts Inflation, Krieg und Preistreiberei"
2022-07-19 00:00:00,Appellhofplatz,50,Aufenthaltsrecht Faruk Ereren
2022-07-20 00:00:00,Wiener Platz,100,Gedenken an die Opfer des Suruc-Attentats
2022-07-20 00:00:00,Volksgartenstraße 10,250,Gedenkkundgebung anlässlich des 80. Jahrestages der Deporation von 1164 Menschen von Köln nach Minsk am 20. Juli 1942
2022-07-21 00:00:00,Domplatte (Römerbogen),15,Justice for kurds
2022-07-21 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-07-21 00:00:00,Appellhofplatz,20,"Pro Oeffentlich Rechtlicher Rundfunk, Pro 
Meinungsvielfalt! Pro freie Medien! Gegen Fake-News und Propaganda von Schwurblern, Populisten und Rechten!"
2022-07-22 00:00:00,Schildergasse (U-Bahn),20,"Tierrechte, Ernährung & Veganismus"
2022-07-22 00:00:00,"Hiroshima-Nagasaki-Park, Universitätsstr. 81",200,Italy stop supporting the Genocide of Ethiopia
2022-07-22 00:00:00,Appellhofplatz 1,100,"Wir wollen den ""Runden Tisch"" mit dem ÖfR!"
2022-07-22 00:00:00,Wallrafplatz,5,Tierrechte
2022-07-23 00:00:00,Kalk Post,25,Kundgebung gegen Teuerungen & Preiserhöhung
2022-07-23 00:00:00,Leverkusen Rathausplatz,7,Freiheit-Religion 
2022-07-23 00:00:00,Berrenrather Straße/Friedrich-Engels-Straße,8,Wohnungen für Obdachlose und Geflüchtete
2022-07-23 00:00:00,Heumarkt,10,Mehr Demokratie in Algerien
2022-07-23 00:00:00,Kuthstraße-Haltestelle Vingst,10,#Ichbinarmutsbetroffen
2022-07-26 00:00:00,Zülpicher Straße (Unimensa),3,Menschenrechtsverletzungen bei der Fußballweltmeisterschaft in Quatar 2022
2022-07-27 00:00:00,Universitätsstraße 81,50,Kundgebung für Solidarität mit den Hafenarbeiterin in Italien
2022-07-28 00:00:00,Appellhofplatz,50,"Wir wollen den ""Runden Tisch"" mit dem ÖfR!"
2022-07-28 00:00:00,Appellhofplatz,15,"Öffent. Rechtl. Rundfunk & freie Presse stärken 
& erhalten! Kein Platz für Fake News & Manipulation!"
2022-07-29 00:00:00,Ebertplatz,10,Freiheit für Julian Assange
2022-07-30 00:00:00,Domplatte (Blau-Gold-Haus),70,Tierschutz/Gegen Massentierhaltung
2022-07-30 00:00:00,Rudolfplatz,100,Tag gegen Menschenhandel
2022-07-30 00:00:00,Breslauer Platz,20,Die drei Prioritäten des Lebens
2022-07-30 00:00:00,Heumarkt,5000,Frieden für Europa! Solidarität mit der Ukraine.
2022-07-30 00:00:00,Blücherpark                                Odonien,500,Kölner Ordnungsamt verhindert Kultur
2022-07-30 00:00:00,Kalker Hauptstraße/Steprathstraße,15,Enegierpreis stopp!
2022-08-03 00:00:00,Neumarkt,600,Jahrestag des jesidischen Genozids am 03.08
2022-08-03 00:00:00,Domplatte (Römerbogen),75,Gedenken an die Opfer des Genozids an den Eziden im Senegal
2022-08-03 00:00:00,Bahnhofsvorplatz,30,Politische Haft in der Türkei
2022-08-04 00:00:00,Appellhofplatz 1,50,"Wir wollen den ""Runden Tisch"" mit dem ÖfR!"
2022-08-04 00:00:00,Appellhofplatz,20,"Pro Öffentlich Rechtlicher Rundfunk, Pro Meinungsvielfalt! Pro freie Medien!
Gegen Fake-News und Propaganda von Schwurblern, Populisten und Rechten!"
2022-08-04 00:00:00,Frankfurter Straße 705,50,Wohnen ist ein Menschenrecht! - Zwangsräumungen stoppen!
2022-08-05 00:00:00,Edith-Stein-Straße 12,20,Frauen für Weltfrieden und eine lebenswerte Zukunft
2022-08-05 00:00:00,Domplatte (Römerbogen),15,Freiheit für Julian Assange
2022-08-06 00:00:00,Neumarkt,1500,Konstitutionelle Revolution im Iran wurde am 05. August 1906 offiziell bewilligt und angekündigt.
2022-08-06 00:00:00,Aachener Weiher,30,Gedenken 77 Jahre Atombombenangriff auf Hiroshima und Nagasaki
2022-08-06 00:00:00,Wiener Platz,10,"#IchBinArmutsbetroffen #Smartmob Thema
 Ernährung mit wenig Geld "
2022-08-06 00:00:00,P&C Fußgängerzone Leverkusen,5,6. August - Hiroshima-Gedenktag
2022-08-06 00:00:00,Bahnhofsvorplatz,30,Glaubensfreiheit für Christen mit einem bibelbezogenen Werteverständnis
2022-08-06 00:00:00,Gernsheimer Straße 17,20,Zwangsräumungen zerstören leben!
2022-08-06 00:00:00,"Werkstattstraße 37 und 102                    Am Ausbesserungswerk 32, 34, 36",100,Öffentliche Begehung der geplanten südlichen Zuführung in Köln Nippes von der Anwohnergemeinschaft Nippeser Westen e.V.
2022-08-07 00:00:00,Schildergasse (Antoniterkirche),30,Mayors for Peace
2022-08-08 00:00:00,Alter Markt,15, Corona Maßnahmen kritisieren: Ja! Mit Nazis marschieren: Nein! 
2022-08-09 00:00:00,Domplatte (Blau-Gold-Haus),12,"Stoppt den Verkauf von Exotenleder, Louis Vuitton!"
2022-08-09 00:00:00,Alter Markt,50,Solidarität mit Belarus: Keine Diktatur!
2022-08-10 00:00:00,Alter Markt,50,9€-Ticket
2022-08-10 00:00:00,Breslauer Straße/Fauststraße,50,Chancengleichheit in der Bildung von Kindern und Jugendlichen
2022-08-11 00:00:00,Mörsergassse,50,"Wir wollen den ""Runden Tisch"" mit dem ÖfR!"
2022-08-11 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-08-12 00:00:00,Kalk Post,50,Der Ukrainekrieg und die offene Krise des kapitalistischen Weltsystems
2022-08-12 00:00:00,Domplatte (Römerbogen),15,Freiheit für Julian Assange
2022-08-13 00:00:00,Genovevastraße (Ecke Keupstr. Bis Heidkampstr.),100,"Straße für alle! - Mehr Platz für nachbarschaftliche Kommunikation und Spiel, weniger Autos, mehr Fahrräder!"
2022-08-13 00:00:00,Bahnhofsvorplatz,20,Aufklärung über den politischen Islam
2022-08-13 00:00:00,Domplatte,20,Die friedliche Botschaft des Islam
2022-08-13 00:00:00,Roncalliplatz,70,Menschenrechtsverletzungen im Iran
2022-08-13 00:00:00,Kurt-Hackenberg-Platz,30,Politische Stimme für eine nue Verfassung in Chile
2022-08-13 00:00:00,Ebertplatz                                 Alter Markt,150,Gedenken an den Opfer durch den Terrorstaat und Nato-Bündnispartner Türkei
2022-08-13 00:00:00,Bahnhofsvorplatz,15,Islamophobie hat keinen Platz in Köln
2022-08-14 00:00:00,Blücherpark,90,Bilderstöckchen spricht - Frieden schaffen mit mehr Waffen!?
2022-08-14 00:00:00,Wiese am Stadtgarten Mülheim,12,Ponykarussel stoppen
2022-08-17 00:00:00,Rudolfplatz,1000,Danke Demo - satirische Demonstration zur Corona-Politik
2022-08-17 00:00:00,Eigelsteintorburg,50,"Kein Fußbreit für rechte & antisemitische Schwurbler! Für Wissenschaft, Impfung und Solidarität mit Schwachen!"
2022-08-17 00:00:00,Weltjugendtagsweg,50,Frieden in der Ukraine und in der Welt durch inneren Frieden
2022-08-17 00:00:00,Theo-Burauen-Platz,10,Verkehrswende
2022-08-18 00:00:00,Appellhofplatz,15,Öffentlich rechtlichen Rundfunk erhalten
2022-08-18 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-08-19 00:00:00,Ottoplatz,20,Mobilitätswende MIT Barrierefreiheit
2022-08-20 00:00:00,Merkenicher Hauptstraße 248 ,70,"Keine Klärschlammverbrennung, keine Phoshorrückgewinnungsanlage im Kölner Norden "
2022-08-20 00:00:00,"Wiener Platz 
Kalk Post",50,Kostenloser ÖPNV
2022-08-20 00:00:00,Alter Markt,20,#ichbinarmutsbetroffen
2022-08-20 00:00:00,Domplatte (Blau-Gold-Haus),15,"Tierrechte, Veganismus"
2022-08-20 00:00:00,Alter Markt ,30,Solidarität mit Salmon Rushdie
2022-08-21 00:00:00,Boisseréestraße,12,Mehr Grün im Stadtteil und Freiräume für Kinder
2022-08-21 00:00:00,Neumarkt,500,Polizei Gewalt
2022-08-22 00:00:00,Bahnhofsvorplatz,30,Mahnwache der Verbrechen der Islamischen Faschistischen Republik im Iran
2022-08-22 00:00:00,"Heumarkt
Kurt-Hackenberg-Platz",15,Spaziergänger und Querdenker nicht unkommentiert lassen
2022-08-23 00:00:00,Domplatte (Blau-Gold-Haus),30,Wo sind die Wurzeln unserer christlichen Grundwerte
2022-08-24 00:00:00,Pariser Platz,300,"Keine Klärschlammverbrennung, keine Phoshorrückgewinnungsanlage im Kölner Norden "
2022-08-24 00:00:00,Heinrich-Böll-Platz (Kaiser-Wilhelm II. Reiterstandbild),50,Dieser Schmerz betrifft uns alle
2022-08-24 00:00:00,Schildergasse (P&C),50,Die Waffen nieder! Frieden in der Ukraine und weltweit!
2022-08-24 00:00:00,Heumarkt,1000,Unabhängigkeitstag der Ukraine und Solidarität mit der Ukraine
2022-08-25 00:00:00,Bahnhofsvorplatz,15,Gegen Tierversuche
2022-08-25 00:00:00,Appellhofplatz,15,Öffentlich rechtlichen Rundfunk erhalten
2022-08-25 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-08-26 00:00:00,Roncalliplatz,50,Protest zur Weiterführung des 9-Euro-Tickets in NRW und bundesweit
2022-08-26 00:00:00,Alter Markt,1000,Demonstration der Eltern des Gymnasiums Kreuzgasse für die baldige Renovierung der Schule
2022-08-26 00:00:00,Deutz-Mülheimer-Str./Barmer Str.,8,Keine Bundeswehr auf der Gamescom
2022-08-26 00:00:00,Domplatte (Römerbogen),15,Freiheit für Julian Assange
2022-08-27 00:00:00,Rudolfplatz bis Friesenplatz,1000,Enteigenen statt Krise - die klimagerechte Zukunft aufbauen
2022-08-27 00:00:00,Bahnhofsvorplatz,20,Welttag zur Abschaffung des Spezieismus
2022-08-27 00:00:00,Roncalliplatz,1000,Solidarität mit der Ukraine
2022-08-27 00:00:00,Kennedy-Ufer (RTL-Wiese),100,9 Euro-Ticket weiterfahren
2022-08-27 00:00:00,Domplatte,25,"Greenpeace Jugend Köln - Exit Fossils, Enter Peace: Energiewende für Frieden 
Straßenbild als Denkmal an den Frieden, sowie Aufforderung für eine erneuerbare Zukunft "
2022-08-27 00:00:00,Roncalliplatz,50,Protest gegen die Staatsgewalt im Iran
2022-08-27 00:00:00,Heumarkt,10,Mehr Demokratie in Algerien
2022-08-28 00:00:00,Aachener Weiher bis Stadtgarten,1200,Kidical Mass: Anmahnen von sicheren Radinfrastruktur und freiräume für Kinder und Jugendliche
2022-08-28 00:00:00,Stadtgarten Kalk bis Filzengraben,300,Kidical Mass - Anmahnen von sicheren Radwegen für Kinder und Jugendliche
2022-08-28 00:00:00,Wiese am Kalscheurer Weiher,300,Was können wir für den Frieden tun?
2022-08-29 00:00:00,Alter Markt und Kurt-Hackenberg-Platz,20,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
2022-08-29 00:00:00,Bahnhofsvorplatz,20,Don't forget Afghanistan
2022-08-29 00:00:00,Kurt-Hackenberg-Platz,50,"Protest gegen das Konzert der ""putin-nahen"" Opernsängerin Anna Netreblo in der Philharmonie"
2022-09-01 00:00:00,Neumarkt                                   Heumarkt,200,"Ob Kudistan, ob Ukraine. Krieg dem Krieg. Für Klassenkampf und internationale Solidarität"
2022-09-01 00:00:00,Rudolfplatz,100,"Für den Frieden - Gegen einen neuen Rüstungswettlauf. Für eine zivile, demokratische und soziale Zukunft"
2022-09-01 00:00:00,Appellhofplatz,10,Öffentlich rechtlichen Rundfunk erhalten
2022-09-01 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-09-03 00:00:00,An den Gelenkbogenhallen 2-6,50,50 jahre Totengräber(Contergan-)Stiftung
2022-09-03 00:00:00,Roncalliplatz,100,Tierrechtsaktivismus
2022-09-03 00:00:00,Chlodwigplatz,10,#ichbinarmutsbetroffen
2022-09-03 00:00:00,Domplatte (Blau-Gold-Haus),50,Unterstützung der politischen Gefangenen im Iran
2022-09-03 00:00:00,Rudolfplatz (Westseite),120,Menschenrechtsverletzung im Iran
2022-09-03 00:00:00,Domplatte (Blau-Gold-Haus),20,Solidarität mit den palästinensischen Gefangenen
2022-09-04 00:00:00,Roncalliplatz bis Roncalliplatz,2000,Internationale Demo gegen Krieg und Waffenlieferung in die Ukraine
2022-09-04 00:00:00,Breslauer Platz,250,31. Jahre Unabhängigkeit der baltischen! Unabhängigkeit auch für die Ukraine!
2022-09-04 00:00:00,Roncalliplatz                        Alter Markt                   Heumarkt           ,600,1. Kölner Armutsmarsch - Armut in den Blick nehmen
2022-09-04 00:00:00,"Apostelnkirchplatz
Rudolfplatz",300,Aufnahme und Bleiberecht der ehemaligen Ortskräfte und gefährdeten Personen aus Afghanistan!
2022-09-04 00:00:00,Ottoplatz,350,Für Frieden in der Ukraine
2022-09-04 00:00:00,Kurt-Hackenberg-Platz,100,"Für Frieden und Solidarität - Gegen Krieg, Nationalismus und völkisches Denken
"
2022-09-04 00:00:00,Quatermarkt,100,In Köln ist kein Platz für Verschwörungsideologien und rechte Propaganda!
2022-09-04 00:00:00,Neusser Straße,150,Freiraumdemo: Der öff. Raum als Ort der Gemeinschaft und Begegnun
2022-09-04 00:00:00,Aposelnkirchplatz,20,"Den Rechten und Querdenkern den 
Sonntagsspaziergang vermiesen. Keinen Raum für ihre Ideologien."
2022-09-04 00:00:00,Weltjugendtagsweg,20,"Tierrechte, Veganismus"
2022-09-04 00:00:00,"Wißmannstraße, Ehrenfeld",25,Umbenennung Wißmannstraße in Köln-Ehrenfeld
2022-09-04 00:00:00,Wiener Platz,130,Menschenrechte im Iran
2022-09-04 00:00:00,Domplatte (BGH),10,Verkündigung des Evangeliums
2022-09-04 00:00:00,Ebertplatz,80,Mahnwache für Marcel C. und gegen Trans*-Feindlichkeit
2022-09-06 00:00:00,Alter Markt,40,Stärken statt streichen! - Gegen finanzielle Kürzung beim LSBTIQ*-Jugendzentrum anyway
2022-09-06 00:00:00,Domplatte BGH,20,Gedenken an verstorbenen Transmann Malte
2022-09-06 00:00:00,Bahnhofsvorplatz,50,Stoppt den Terrorstaat und Natobündnispartner Türkei
2022-09-07 00:00:00,Bahnhofsvorplatz,50,Politische Haft in der Türkei
2022-09-07 00:00:00,Domplatte BGH,12,Evangelisation
2022-09-08 00:00:00,Theo-Burauen-Platz,10,Verkehrswende
2022-09-08 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-09-09 00:00:00,Domplatte (Römerbogen),15,Freiheit für Julian Assange
2022-09-10 00:00:00,Bahnhofsvorplatz,30,Jahrestag Navid Afkari
2022-09-10 00:00:00,Ecke Weidenweg/Westhovener Weg Poll,90,Bürgerinformation zum Ausbau der A4/Verkehrswende
2022-09-10 00:00:00,Neumarkt (Ampelbereiche)          Schildergasse (P&C),10,Suizidprävention/Wertschätzung des Lebens
2022-09-10 00:00:00,Domplatte (BGH),40,Unterstützung der politischen Gefangenen im Iran
2022-09-10 00:00:00,Wiener Platz,15,Klimaschutz sozial gestalten
2022-09-10 00:00:00,"Sternplatz, Remigiusstraße, Arnulfstraße",50,Pflanzen statt Pflaster! Neuer Raum für Kultur im Veedel
2022-09-10 00:00:00,Liverpooler Platz,10,Wir sagen JA zur Kernenergie und Co. Für eine andere Energiepolitik
2022-09-11 00:00:00,"Schaafenstraße
Ottoplatz
Ebertplatz",200,4. Cologne naked bike ride
2022-09-11 00:00:00,Zehntstraße 21-45,80,Für mehr Platz auf der Straße - Kinder statt Autos!
2022-09-11 00:00:00,Merianstraße/Fühlinger Weg,40,Stoppt die Repressionen gegen Antifaschisten
2022-09-12 00:00:00,Alter Markt,150,Kinderrechte stärken
2022-09-12 00:00:00,Wiener Platz,30,Aktuelle Situation des politischen Gefangenen Ecevit Piroglu
2022-09-13 00:00:00,"Kupfergasse 1A, Appellhofplatz WDR",600,Gute Arbeit - Gutes Geld
2022-09-15 00:00:00,Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
2022-09-15 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-09-15 00:00:00,Roncalliplatz,30,Christliche Werte im Alltag leben
2022-09-16 00:00:00,"Mittelstraße 14-26, 7-17",100,PARKing Day
