Datum;Thema;Teilnehmende (Angemeldet);Teilnehmende (tatsächlich);Kategorie;Stichwörter
10.08.2019;Wohnungsnot: Dagegen An Campen (vom 10.08. bis 11.08.2019,Sa.,So.);150;35;Stadtpolitik;Mieten
10.08.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;0;Tiere;
10.08.2019;Wir möchten auf die inakzeptable Verkehrssituation entlang der Sonnenallee für Fahrradfahrer und Fußgänger aufmerksam machen;500;500;Verkehr;
11.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;0;Ausland;
11.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden.;300;250;Ausland;
11.08.2019;Meditation für den inneren und äußeren Frieden … (vom 04.08. bis 25.08.2019 ? jeweils So.);20;20;Frieden;
11.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
11.08.2019;Gottesdienst anlässlich des Opferfestes;500;3000;Sonstige;Kultur
11.08.2019;Aktuellen Wohnlage in der Taborstraße;70;50;Stadtpolitik;Mieten
11.08.2019;Wohnungsnot: Dagegen An Campen (vom 10.08. bis 11.08.2019,Sa.,So.);25;50;Stadtpolitik;Mieten
11.08.2019;Wir kämpfen für Tierrechte, Du auch?;10;10;Tiere;
11.08.2019;Klima Mahnwache (vom 11.08. bis 27.10.2019 ? jeweils So.);10;0;Umwelt;
12.08.2019;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.);70;0;Arbeit und Sozialpolitik;
12.08.2019;Wir wollen auf die schlechten Arbeits? und Ausbildungsbedingungen aufmerksam machen.;200;0;Arbeit und Sozialpolitik;
12.08.2019;Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.);50;0;Asyl;
12.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
12.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;3;Ausland;
12.08.2019;Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.);20;3;Ausland;
12.08.2019;Protest gegen die Verhaftung von Mahmut Canbay, Intendant des MUT! …;30;0;Ausland;
12.08.2019;Anti?Cybermobbing;20;3;Bürgerrechte;
12.08.2019;Mahnwache für Frieden und Menschenrechte (vom 01.07. bis 30.09.2019 ? jeweils Mo.);12;5;Bürgerrechte;
12.08.2019;Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.);100;35;Frieden;
12.08.2019;30. Jahrestag ‚Lebendige Brücke‘ vom 13.08.1989 – WIR statt IHR!;10;120;Gedenken;
12.08.2019;In Gedenken an Heather Heyer ? Gegen eine Faschisierung der US?amerikanischen Gesellschaft;50;50;Gedenken;
12.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;5;rechts;Reichsbürger
12.08.2019;Nein! Zur Ausschreibung der Werkstatt der Kulturen, Wissmannstraße 32;200;0;Stadtpolitik;
12.08.2019;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.07. bis 30.09.2019 ? jeweils Mo.);70;10;Verkehr;
13.08.2019;Die Pflegerebellen ? Wir lassen es nicht mehr zu!;500;30;Arbeit und Sozialpolitik;
13.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
13.08.2019;cyber?mobbing und wie Google helfen kann;10;3;Bürgerrechte;
13.08.2019;Mauerbau, das war schlau!;10;8;Bürgerrechte;
13.08.2019;Demonstration für die Solidarität mit der indigenen Frauen Brasiliens, für den Schutz des Amazonas?Urwaldes.;30;60;Bürgerrechte;
13.08.2019;Kranzniederlegung anlässlich des 58. Jahrestages des Mauerbaus;30;35;Gedenken;
13.08.2019;Gedenken Mauerbau am 13.08.1961 und Frieden und Gedenken der Toten der Berliner Mauer DDR;10;8;Gedenken;
13.08.2019;Gedenkveranstaltung zum 58. Jahrestag des Mauerbaus;60;50;Gedenken;
13.08.2019;Lichterkette zum Gedenken an den Mauerbau;50;60;Gedenken;
13.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
13.08.2019;Kinderdemonstration für freien Zugang zum Heiligensee;50;54;Stadtpolitik;
13.08.2019;Wir pfeifen auf Stuttgart 21 (vom 02.07. bis 24.09.2019 ? jeweils Di.);10;0;Umwelt;
14.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
14.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;5;Ausland;
14.08.2019;Kerzen für Assange (vom 07.08. bis 25.12.2019 ? jeweils Mi.);30;3;Ausland;
14.08.2019;Antikriegsmahnwache – Kein Krieg und keine Hetze gegen Russland! ... (vom 03.07. bis 28.08.2019 ? jeweils Mi.);15;10;Ausland;
14.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
14.08.2019;An den Opfer des ´Comfort Women´Systems zu gedenken und sich mit der Aktion in Asien zu solidarisieren.;60;100;Gedenken;
14.08.2019;Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.);50;8;rechts;
14.08.2019;Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.);50;25;rechts;
14.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;0;rechts;Reichsbürger
14.08.2019;keine Räumung von Beamtenwohnungsvereinmitglied Cora durch dessen Vorstand;15;10;Stadtpolitik;Mieten
14.08.2019;Mietvertrag für Zekiye – Oranienspäti bleibt – Wir bleiben alle! #Ora35;100;60;Stadtpolitik;Mieten
14.08.2019;differenzierte Solidarität bei Zwangsräumung verhindern am Beispiel des Späti in der Oranienstr.;25;0;Stadtpolitik;
14.08.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;15;Tiere;
14.08.2019;Schützt unsere Meere!;6;0;Umwelt;
14.08.2019;Scientists for Future;20;10;Umwelt;
15.08.2019;Tarifauseinandersetzung Gebäudereinigung;150;70;Arbeit und Sozialpolitik;
15.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
15.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;6;Ausland;
15.08.2019;Für die Menschenrechte in Nordkorea (vom 15.08. bis 14.11.2019 ? jeweils Do.);15;0;Ausland;
15.08.2019;Hände weg von Korea;10;6;Ausland;
15.08.2019;Protest gegen die russische Okkupation in Georgien;30;15;Ausland;
15.08.2019;Gegen Gewalt in Berlin;20;10;Bürgerrechte;
15.08.2019;Polizeigewalt;20;30;Bürgerrechte;
15.08.2019;Demonstration über die Menschenrechte in Kashmir;150;120;Bürgerrechte;
15.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;10;Frieden;
15.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
15.08.2019;Kundgebung um für Unterstützung der Idee der DIESE eG …;100;0;Stadtpolitik;Mieten
15.08.2019;Tierschutz: Gegen Massentierhaltung;10;0;Tiere;
15.08.2019;Platzdebatte auf der Straße: Die Versammlung soll zeigen, wie Straßenräume/Parkplätze anders genutzt werden können.;50;20;Verkehr;
16.08.2019;Schon am Vorabend gegen den Heß?Kult;150;30;Antifa und Antira;
16.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
16.08.2019;Keine Geschäfte mit Iran. Stop mit Staatsterrorismus;50;16;Ausland;
16.08.2019;Gegen Gewalt in Berlin;20;0;Bürgerrechte;
16.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
16.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
16.08.2019;Umgang mit Müll auf den Straßen, in den Meeren und in unserem Essen;30;30;Stadtpolitik;
16.08.2019;#Rückt den Bunker raus (vom 16.08. bis 18.08.2019,Fr.,Sa.,So.);300;70;Stadtpolitik;Kultur
16.08.2019;Fridays For Future ? Klimastreik;500;550;Umwelt;
16.08.2019;Klimaschutz, Mahnwache, FridaysForFuture (vom 05.07. bis 27.09.2019 ? jeweils Fr.);12;4;Umwelt;
16.08.2019;Massensterben ? Klimanotstand;55;0;Umwelt;
17.08.2019;Bunt statt Braun;20;0;Antifa und Antira;
17.08.2019;Demokratie satt rechter Terror;200;0;Antifa und Antira;
17.08.2019;Für ein weltoffenes und tolerantes Berlin Gegen den Heßmarsch;300;200;Antifa und Antira;
17.08.2019;Gegen jede NS?Verherrlichung in Pankow;700;0;Antifa und Antira;
17.08.2019;Gegen jede Verherrlichung des Nationalsozialismus;800;0;Antifa und Antira;
17.08.2019;Kein Heß?Marsch im Gesundbrunnen;50;0;Antifa und Antira;
17.08.2019;Keine NS?Verherrlichung in Pankow;700;0;Antifa und Antira;
17.08.2019;Keine Verehrung von Nazikriegsverbrechern in Spandau und anderswo;500;0;Antifa und Antira;
17.08.2019;Kundgebung gegen Rechts;50;0;Antifa und Antira;
17.08.2019;Kundgebung gegen Rechts;50;70;Antifa und Antira;
17.08.2019;Staat und Nazis Hand in Hand ? Unsere Antwort Widerstand! ? Gegen den Hess?Marsch und alle Neonazi?Aktivitäten;500;0;Antifa und Antira;
17.08.2019;Nie wieder Faschismus! Nie wieder Krieg!;200;0;Antifa und Antira;
17.08.2019;Gemeinsam für Würde und Solidarität: auf Arbeit und im Kiez!;70;70;Arbeit und Sozialpolitik;
17.08.2019;Befreie Hong Kong;110;100;Ausland;
17.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
17.08.2019;Kein US?Krieg gegen Venezuela Trump Unblock Venezuela (vom 01.06. bis 24.08.2019 ? jeweils Sa.);50;40;Ausland;
17.08.2019;Pro China ? Keiner hat ein Recht auf Gewalt;100;50;Ausland;
17.08.2019;Stoppt endlich den Massenmord in Idlib (Syrien)!;50;30;Ausland;
17.08.2019;Unterstützung Hong Kong (Support Hong Kong);50;0;Ausland;
17.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.);15;10;Ausland;
17.08.2019;Es gibt kein Recht auf Alltagsrassismus;250;0;Bürgerrechte;
17.08.2019;Fest der Demokratie;100;60;Bürgerrechte;
17.08.2019;Für Demokratie und Vielfalt;100;0;Bürgerrechte;
17.08.2019;Gemeinsam gegen Rechts ? Bunt statt Braun!;100;0;Bürgerrechte;
17.08.2019;Tefhid Freiheit Gerechtigkeit;200;120;Bürgerrechte;
17.08.2019;Vielfalt statt Einfalt ? eine bunte Welt ist möglich!;35;20;Bürgerrechte;
17.08.2019;Zusammenleben ? Für Vielfalt und Wertschätzung;50;0;Bürgerrechte;
17.08.2019;Mahnwache für Toleranz und ein friedliches Miteinander (vom 17.08. bis 18.08.2019,Sa.,So.);50;0;Frieden;
17.08.2019;You can´t stop the peace;35;30;Frieden;
17.08.2019;Zusammenleben Kundgebung und Demonstration (vom 17.08. bis 18.08.2019 ? täglich);50;0;Frieden;
17.08.2019;Gegen Krieg und Verherrlichung des Nationalsozialismus;800;0;Frieden;
17.08.2019;Kein Nazi?Kult um den Kriegsverbrecher Heß in Neukölln;150;0;Frieden;
17.08.2019;Gegen Geschichtsreviosinismus und Neonazismus ? nein zum Rudolph?Heß?Marsch!;100;0;Gedenken;
17.08.2019;Hass ist Hesslich ? Kundgebung und Gedenken an die Opfer des verbrecherischen NS?Regimes;200;0;Gedenken;
17.08.2019;Heimat und Weltfrieden;50;62;rechts;
17.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;40;rechts;Reichsbürger
17.08.2019;Es ist nicht Deine Schuld, dass die Welt ist, wie sie ist. Es wär nur Deine Schuld, wenn sie so bleibt.;100;0;Sonstige;
17.08.2019;Kreuzberg bleibt bunt ? Keine Chance dem Rassismus;100;0;Stadtpolitik;
17.08.2019;NS?Verherrlichung stoppen ? auch in Lichtenberg;200;0;Stadtpolitik;
17.08.2019;NS?Verherrlichung stoppen ? Nie wieder Faschismus;1000;0;Stadtpolitik;
17.08.2019;Demonstration für den schnelleren Rückbau der B96a;200;150;Stadtpolitik;
17.08.2019;Tabortasting / Vorkaufsrecht;75;30;Stadtpolitik;
17.08.2019;#Rückt den Bunker raus (vom 16.08. bis 18.08.2019,Fr.,Sa.,So.);300;80;Stadtpolitik;Kultur
17.08.2019;Für ein weltoffenes Friedrichshain;250;0;Stadtpolitik;
17.08.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;0;Tiere;
18.08.2019;Berlin besser ohne Nazis. Keine NS Verherrlichung;1000;0;Antifa und Antira;
18.08.2019;Für ein weltoffenes und tolerantes Berlin Gegen den Heßmarsch;300;0;Antifa und Antira;
18.08.2019;Gegen jede NS?Verherrlichung in Pankow;700;0;Antifa und Antira;
18.08.2019;Gegen jede Verherrlichung des Nationalsozialismus;800;0;Antifa und Antira;
18.08.2019;Keine NS?Verherrlichung in Pankow;700;0;Antifa und Antira;
18.08.2019;Keine Verehrung von Nazikriegsverbrechern in Spandau und anderswo;500;0;Antifa und Antira;
18.08.2019;Kundgebung gegen Rechts;50;0;Antifa und Antira;
18.08.2019;Kundgebung gegen Rechts;50;0;Antifa und Antira;
18.08.2019;Staat und Nazis Hand in Hand ? Unsere Antwort Widerstand! ? Gegen den Hess?Marsch und alle Neonazi?Aktivitäten;500;0;Antifa und Antira;
18.08.2019;Nie wieder Faschismus! Nie wieder Krieg!;700;0;Antifa und Antira;
18.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
18.08.2019;Freiheit des ehemaligen brasillianischen Präsidenten Luiz Inácio Lula da Silva;150;80;Ausland;
18.08.2019;Wegen China verletztoften die Hoheitsgewässer von Vietnam;500;350;Ausland;
18.08.2019;Es gibt kein Recht auf Alltagsrassismus;250;0;Bürgerrechte;
18.08.2019;Fest der Demokratie;1000;0;Bürgerrechte;
18.08.2019;FRE?HE?T?GLE?CHHE?T BÜRGERLICHKEIT gegen RASSISMUS;1000;250;Bürgerrechte;
18.08.2019;Demokratie, Freiheit, Menschenrechte, Toleranz ? abgesagt ?;2500;0;Bürgerrechte;
18.08.2019;Mahnwache für Toleranz und ein friedliches Miteinander (vom 17.08. bis 18.08.2019,Sa.,So.);50;0;Frieden;
18.08.2019;Meditation für den inneren und äußeren Frieden … (vom 04.08. bis 25.08.2019 ? jeweils So.);20;10;Frieden;
18.08.2019;Zusammenleben Kundgebung und Demonstration (vom 17.08. bis 18.08.2019 ? täglich);50;0;Frieden;
18.08.2019;Gegen Krieg und Verherrlichung des Nationalsozialismus;800;0;Frieden;
18.08.2019;Keine NS?Verherrlichung in Berlin ? Nie wieder Krieg;600;0;Frieden;
18.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;0;rechts;Reichsbürger
18.08.2019;Kreuzberg bleibt bunt ? Keine Chance dem Rassismus;100;0;Stadtpolitik;
18.08.2019;NS?Verherrlichung stoppen ? auch in Lichtenberg;200;0;Stadtpolitik;
18.08.2019;Forderung an den Bezirk Tempelhof?Schöneberg, das kommunale Vorkaufsrecht auszuüben.;100;20;Stadtpolitik;
18.08.2019;#Rückt den Bunker raus (vom 16.08. bis 18.08.2019,Fr.,Sa.,So.);300;25;Stadtpolitik;Kultur
18.08.2019;Air France fliegt Affen in den Tod;10;3;Tiere;
18.08.2019;Tierrechte in die Parlamente;5;0;Tiere;
18.08.2019;Klima Mahnwache (vom 11.08. bis 27.10.2019 ? jeweils So.);10;0;Umwelt;
18.08.2019;Klimanotstand?Wir ruinieren ihre Zukunft?Greenpeace;5;5;Umwelt;
18.08.2019;Klimanotstand?Wir ruinieren ihre Zukunft?Greenpeace;14;14;Umwelt;
18.08.2019;Klimanotstand?Wir ruinieren ihre Zukunft?Greenpeace;16;16;Umwelt;
18.08.2019;Klimanotstand?Wir ruinieren ihre Zukunft?Greenpeace;16;16;Umwelt;
18.08.2019;Klimaschutz;20;25;Umwelt;
18.08.2019;Schluss mit den Fossilen. Wasser, Städte, Dörfer, Klima retten! Radeln zur Coal & Boat;150;60;Umwelt;
18.08.2019;Verkehrsberuhigter Wrangelkiez;50;0;Verkehr;
19.08.2019;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.);70;40;Arbeit und Sozialpolitik;
19.08.2019;Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.);50;20;Asyl;
19.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
19.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;2;Ausland;
19.08.2019;Das Rechtsregime des Kaspischen Meeres;10;10;Ausland;
19.08.2019;Es geht darum in der turkei wurden Heute Morgen 3 Ko Bürgermeister/in Abgesetzt dagegen möchten wir protestieren.;100;250;Ausland;
19.08.2019;Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.);20;5;Ausland;
19.08.2019;Solidarität mit Isa und allen von staatlicher Repression Betroffenen. Für ein Ende aller Gefahrengebiete;20;10;Ausland;
19.08.2019;Mahnwache für Frieden und Menschenrechte (vom 01.07. bis 30.09.2019 ? jeweils Mo.);12;5;Bürgerrechte;
19.08.2019;Antikriegsmahnwache (vom 01.07. bis 30.09.2019 ? jeweils M .);15;10;Frieden;
19.08.2019;Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.);100;10;Frieden;
19.08.2019;236. BÄRGIDA ? Berliner Patrioten gegen die Islamisierung des Abendlandes ? Merkel muss weg!!;35;30;rechts;
19.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;0;rechts;Reichsbürger
19.08.2019;Mietenwahnsinn durch Gesobau? Prozesstermin 10:00 Uhr Raum 350;20;1;Stadtpolitik;
19.08.2019;Solidarität mit den Betroffenen von Staatlicher Repression;15;20;Stadtpolitik;
19.08.2019;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.07. bis 30.09.2019 ? jeweils Mo.);70;0;Verkehr;
20.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
20.08.2019;Unterstützung der zivilen Gesellschaft in Italien;20;0;Ausland;
20.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
20.08.2019;Solidarität mit den Betroffenen von Repression in der Skalitzer Str. bei der Kundgebung Herbst 2018;15;0;Stadtpolitik;
20.08.2019;Hundeverbot im Leisepark ? Mehr Freiraum für Vierbeiner und Ihre Halter/innen;50;30;Tiere;
20.08.2019;Wir pfeifen auf Stuttgart 21 (vom 02.07. bis 24.09.2019 ? jeweils Di.);10;0;Umwelt;
20.08.2019;Tuesdays for Taxes...;300;0;Umwelt;
20.08.2019;Klimanotstand Berlin, Übergabe des Antrags der Volksinitiative an das Abgeordnetenhaus;50;0;Umwelt;
20.08.2019;Mahnwache für mehr Klimaschutz und einen schnellen Kohleausstieg;55;0;Umwelt;
21.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
21.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;3;Ausland;
21.08.2019;Kerzen für Assange (vom 07.08. bis 25.12.2019 ? jeweils Mi.);30;45;Ausland;
21.08.2019;No?Brexit;21;21;Ausland;
21.08.2019;Protest Kundgebung Bürgermeisterinnen in Amed, Mardin und Van sowie gegen die Zwangsverwlatung von Seiten der AKP?Diktatur zu protestieren. Für Freiheit ? Gegen AKP Regime Solidarität mit Bürgermeistern in Amed?Wan?Mardin;200;60;Ausland;
21.08.2019;Antikriegsmahnwache – Kein Krieg und keine Hetze gegen Russland! ... (vom 03.07. bis 28.08.2019 ? jeweils Mi.);15;15;Ausland;
21.08.2019;Mahnwache zum Jahrestag des Giftangriffs am 21. August 2013 in Syrien;25;0;Ausland;
21.08.2019;UN?geführter Friedensprozess für den Jemen mit legitimer Beteiligung des Südjemen;100;0;Ausland;
21.08.2019;Gemeinsam gegen Staat und Nazis;15;15;Bürgerrechte;
21.08.2019;Gegen Repression ? Gegen Platzverweisungen;14;14;Bürgerrechte;
21.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
21.08.2019;Mahnwache zum 6. Jahrestag der Giftgasangriffe auf al?Ghouta (Syrien);30;6;Gedenken;
21.08.2019;Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.);50;8;rechts;
21.08.2019;Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.);50;8;rechts;
21.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
21.08.2019;Gegen Mieterverdrängung durch sogenannte energetische Sanierung…. (vom 20.06. bis 19.09.2019 ? täglich);6;0;Stadtpolitik;
21.08.2019;Scientists for Future ? Mahnwache für das Klima;15;10;Umwelt;
21.08.2019;Sicherer Schulweg – Eltern gegen verkehrswidriges Verhalten vor der Carl?Orff?Grundschule;50;30;Verkehr;
22.08.2019;Für mehr Mitbestimmung bei Lieferando;100;50;Arbeit und Sozialpolitik;
