Datum;Thema;Teilnehmende (Angemeldet);Teilnehmende (tatsächlich);Kategorie;Stichwörter
22.07.2019;Übergabe Informationstafel zur Dibobe?Petition.;100;60;Gedenken;
22.07.2019;Gedenken der Opfer des faschistischen Attentates des 22. Juli 2011 in Oslo und auf Utoya;20;92;Gedenken;
22.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;1;rechts;Reichsbürger
22.07.2019;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.07. bis 30.09.2019 ? jeweils Mo.);70;20;Verkehr;
23.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
23.07.2019;Werte unserer Verfassung, wo sind sie geblieben?;70;40;Bürgerrechte;
23.07.2019;Mahnwache für den Frieden;5;0;Frieden;
23.07.2019;Black July 1983 gedenken an die Opfer in Srilanka;20;15;Gedenken;
23.07.2019;30 Jahre Mahnmal Rosa Winkel;100;35;Gedenken;
23.07.2019;In Gedenken an Beate Fischer, die vor 25 Jahren von Neonazis ermordet wurde;20;60;Gedenken;
23.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
23.07.2019;Wir pfeifen auf Stuttgart 21 (vom 02.07. bis 24.09.2019 ? jeweils Di.);10;6;Umwelt;
24.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
24.07.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;4;Ausland;
24.07.2019;Kerzen für Assange;12;6;Ausland;
24.07.2019;Antikriegsmahnwache – Kein Krieg und keine Hetze gegen Russland! ... (vom 03.07. bis 28.08.2019 ? jeweils Mi.);15;5;Ausland;
24.07.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
24.07.2019;Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.);50;7;rechts;
24.07.2019;Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.);50;30;rechts;
24.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
24.07.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;0;Tiere;
25.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
25.07.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;0;Ausland;
25.07.2019;Für die Menschenrechte in Nordkorea (vom 09.05. bis 08.08.2019 ? jeweils Do.);15;5;Ausland;
25.07.2019;Solidarität mit Erdal Gokoglu und Musa Asoglu;15;30;Ausland;
25.07.2019;DEMO/Protestaktion gegen Raubkopien, Designklau, Technologieklau seitens Shenzhen China Pirate City und dem Longgang Distrikt gegenüber Deutschen und Europäischen Firmen;35;38;Ausland;
25.07.2019;CSD auf der Spree;15;0;Bürgerrechte;
25.07.2019;Werte unserer Verfassung, wo sind sie geblieben?;50;0;Bürgerrechte;
25.07.2019;Werte unserer Verfassung, wo sind sie geblieben?;70;0;Bürgerrechte;
25.07.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
25.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
25.07.2019;Keine Räumung des Späti ORA35;50;15;Stadtpolitik;
26.07.2019;Building Bridges Mahnwache (vom 26.07. bis 29.07.2019 ? täglich);100;120;Asyl;
26.07.2019;Demonstration gegen die Ermordungen von Aktivisten in Kolumbien und gegen die Indifferenz der Regierung;100;0;Ausland;
26.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
26.07.2019;Anti Diktator;2;2;Ausland;
26.07.2019;Für die Wiedervereinigung Koreas im Jubiläumsjahr 30 Jahre Mauerfall;150;0;Ausland;
26.07.2019;Palästinenser in Berlin wollen mit der Versammlung ihre Solidarität mit den Palästinensern im Libanon zum Ausdruck bringen.;100;450;Ausland;
26.07.2019;Solidarität mit Bahrainische Volke;10;5;Ausland;
26.07.2019;Solidarität mit den Zivilisten Idleb Gegen das syrische Regime, den Iran und Russland;50;40;Ausland;
26.07.2019;Dyke March Berlin;4000;3500;Bürgerrechte;
26.07.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
26.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
26.07.2019;Fridays For Future ? Klimastreik;100;0;Umwelt;
26.07.2019;Klimaschutz, Mahnwache, FridaysForFuture (vom 05.07. bis 27.09.2019 ? jeweils Fr.);12;12;Umwelt;
26.07.2019;Elsenbrücke für Alle/Nicht nur für Autos über die Spree;50;40;Verkehr;
27.07.2019;Building Bridges Mahnwache (vom 26.07. bis 29.07.2019 ? täglich);200;120;Asyl;
27.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
27.07.2019;Kein US?Krieg gegen Venezuela Trump Unblock Venezuela (vom 01.06. bis 24.08.2019 ? jeweils Sa.);50;0;Ausland;
27.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.);15;0;Ausland;
27.07.2019;41. Christopher Street Day Berlin;500000;0;Bürgerrechte;
27.07.2019;Demonstration für christliche Werte in unserer Gesellschaft (vom 27.07. bis 28.07.2019,Sa.,So.);25;7;Bürgerrechte;
27.07.2019;Kleiner CSD;300;2000;Bürgerrechte;
27.07.2019;Gedenkfeier für die homosexuellen Opfer des Nationalsozialismus;100;0;Gedenken;
27.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;15;rechts;Reichsbürger
27.07.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;0;Tiere;
28.07.2019;Building Bridges Mahnwache (vom 26.07. bis 29.07.2019 ? täglich);200;0;Asyl;
28.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
28.07.2019;Proteste gegen Auslieferungsgesetz nach China und über die Situation des Menschenrechts in Hong Kong berichten;20;0;Ausland;
28.07.2019;Demonstration für christliche Werte in unserer Gesellschaft (vom 27.07. bis 28.07.2019,Sa.,So.);25;25;Bürgerrechte;
28.07.2019;Meditation für den inneren und äußeren Frieden …;20;12;Frieden;
28.07.2019;Gesundheit Mutter Erde, Frieden auf der Welt;100;0;Frieden;
28.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
28.07.2019;Das Leid in der Tierindustrie sichtbar machen;5;2;Tiere;
29.07.2019;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.);70;0;Arbeit und Sozialpolitik;
29.07.2019;Building Bridges Mahnwache (vom 26.07. bis 29.07.2019 ? täglich);200;5;Asyl;
29.07.2019;Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.);50;0;Asyl;
29.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
29.07.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;4;Ausland;
29.07.2019;Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.);20;5;Ausland;
29.07.2019;Mahnwache für Frieden und Menschenrechte (vom 01.07. bis 30.09.2019 ? jeweils Mo.);12;5;Bürgerrechte;
29.07.2019;Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.);100;10;Frieden;
29.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
29.07.2019;Earth Overshoot Day 2019;100;60;Umwelt;
29.07.2019;Globaler Erdüberlastungstag/Earth overshoot day;20;25;Umwelt;
29.07.2019;Earthovershootday ? Protest gegen die Umweltverschmutzung;25;10;Umwelt;
29.07.2019;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.07. bis 30.09.2019 ? jeweils Mo.);70;0;Verkehr;
30.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
30.07.2019;Völkerrechtswidrige Abrisse von Häusern in Ostjerusalem;100;80;Ausland;
30.07.2019;Proteste gegen die Unterdrückung der freien Meinungsäußerung in Russland;2;0;Ausland;
30.07.2019;Religionsfreiheit im Iran;30;60;Ausland;
30.07.2019;Demonstration für christliche Werte in unserer Gesellschaft;25;15;Bürgerrechte;
30.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
30.07.2019;Wir pfeifen auf Stuttgart 21 (vom 02.07. bis 24.09.2019 ? jeweils Di.);10;4;Umwelt;
31.07.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
31.07.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;0;Ausland;
31.07.2019;Kerzen für Assange;30;13;Ausland;
31.07.2019;Antikriegsmahnwache – Kein Krieg und keine Hetze gegen Russland! ... (vom 03.07. bis 28.08.2019 ? jeweils Mi.);15;6;Ausland;
31.07.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
31.07.2019;Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.);50;15;rechts;
31.07.2019;Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.);50;14;rechts;
31.07.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
31.07.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;12;Tiere;
01.08.2019;Familienleben für Alle! Familiennachzug rettet Leben!;50;25;Asyl;
01.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
01.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;5;Ausland;
01.08.2019;Für die Menschenrechte in Nordkorea (vom 09.05. bis 08.08.2019 ? jeweils Do.);15;15;Ausland;
01.08.2019;Mahnwache Gegen Besetzung durch türkische Staat in Kurdistan Gegen Besetzung Afrin und Rojava. Gegen Angriffe der türkische Staat in Rojava ( Nord?Syrien) Gegen Kriegstreiberei der türkischer Staat. Gegen die Politik von AKP?Erdogan Für Frieden und Freiheit! (vom 01.08. bis 05.08.2019 ? täglich);70;8;Ausland;
01.08.2019;Freier Zugang zu Informationen über Schwangerschaftsabbrüche statt Propaganda von Abtreibungsgegnern.;50;100;Bürgerrechte;Gesundheit,Bürgerrechte
01.08.2019;Demonstration für christliche Werte in unserer Gesellschaft;30;40;Bürgerrechte;
01.08.2019;Ende des INF?Abrüstungsvertrags. Für eine atomwaffenfreie Welt.;20;20;Frieden;
01.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;2;Frieden;
01.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
01.08.2019;Zwangsräumung Späti #ORA35 verhindern;100;150;Stadtpolitik;
01.08.2019;Mahnwache für die getötete Fußgängerin;70;50;Verkehr;
02.08.2019;Protestmarsch gegen die Beschlüsse des Libanesischen Arbeitsministers;500;0;Arbeit und Sozialpolitik;
02.08.2019;Sofortige Freilassung aller Inhaftierten der Zuckerrohrfabrik und weiterer Arbeiteraktivisten, Frauenrechtsaktivisten und studentischen Aktivisten der Zeitschrift GAM.;25;25;Arbeit und Sozialpolitik;
02.08.2019;… gegen die Beschlagnahmung der IUVENTA im Hafen von Trapani auf Sizilien von den italienischen Behörden (Seenotrettung);20;15;Asyl;
02.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;4;Ausland;
02.08.2019;Freiheit für Eren Erdem Info: Herr Erdem, ehem. Abgeordneter der CHP sitzt seit genau 400 Tagen hinter Gittern ohne jeglichen Beweis. Wir werden seine Freilassung fordern.;50;40;Ausland;
02.08.2019;Mahnwache gegen rechtsextreme Tendenzen in Politik und Gesellschaft;12;14;Bürgerrechte;
02.08.2019;Demonstration für christliche Werte in unserer Gesellschaft (vom 02.08. bis 05.08.2019,Mo.,Fr.);40;40;Bürgerrechte;
02.08.2019;Kundgebung zum Start der Unterschriftensammlung für den Volksentscheid...;25;40;Bürgerrechte;
02.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
02.08.2019;Erinnerungstag an die Tragödie von Shingal;50;120;Gedenken;
02.08.2019;Gedenkveranstaltung für die ermordeten Sinti und Roma;150;80;Gedenken;
02.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
02.08.2019;Solidaritätsveranstaltung mit den Betroffenen rassistischer Aktivitäten im Ortsteil Berlin?Adlershof;20;0;Stadtpolitik;
02.08.2019;Fridays For Future ? Klimastreik;100;0;Umwelt;
02.08.2019;Klimaschutz, Mahnwache, FridaysForFuture (vom 05.07. bis 27.09.2019 ? jeweils Fr.);12;3;Umwelt;
03.08.2019;Gegenkundgebung zur Kundgebung der Patrioten für Deutschland;5;5;Antifa und Antira;
03.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
03.08.2019;5. Gedenktag der Yeziden an an den Genozid;1000;0;Ausland;
03.08.2019;Das Massaker am 3. August 2014 in Shengal jährt sich 5. Mal;300;0;Ausland;
03.08.2019;Faire Wahlen in Moskau;200;0;Ausland;
03.08.2019;Kein US?Krieg gegen Venezuela Trump Unblock Venezuela (vom 01.06. bis 24.08.2019 ? jeweils Sa.);50;0;Ausland;
03.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.);15;9;Ausland;
03.08.2019;Demonstration für christliche Werte in unserer Gesellschaft;40;0;Bürgerrechte;
03.08.2019;Meckerday ?> B?Day von Dave Möbius;150;3;Bürgerrechte;
03.08.2019;Antikriegsmahnwache: NATO abschaffen! Völkerrecht einhalten!;15;0;Frieden;
03.08.2019;Mahnwache für Toleranz und ein friedliches Miteinander;20;6;Frieden;
03.08.2019;Gedenkfeier an das ezidische Volk ? Völkermord am 03.08.2014;2000;0;Gedenken;
03.08.2019;Frieden und Gedenken der Toten der Berliner Mauer DDR;10;8;Gedenken;
03.08.2019;Heimat und Weltfrieden;50;0;rechts;
03.08.2019;Trauerkundegbung für FRANKFURT/MAIN (Wie viele Opfer noch Frau Merkel?);50;36;rechts;
03.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;80;rechts;Reichsbürger
03.08.2019;Für den Erhalt unseres Deutschen Vaterlandes;200;0;rechts;
03.08.2019;Massentierhaltung / Umweltzerstörung / Tierqual;40;0;Tiere;
03.08.2019;Animal Rights Parade Join the Move;300;0;Tiere;
03.08.2019;Keine Tierversuche für Haushaltsprodukte – Europa, wasche Deine Wäsche Tierversuchsfrei;8;0;Tiere;
04.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
04.08.2019;Stille Mahnwache für den nigerianischen Gelehrten Zakzaky;80;0;Ausland;
04.08.2019;Europa;2000;0;Europa;
04.08.2019;Interreligiöses Friedensgebet;10;0;Frieden;
04.08.2019;Meditation für den inneren und äußeren Frieden … (vom 04.08. bis 25.08.2019 ? jeweils So.);20;14;Frieden;
04.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;5;rechts;Reichsbürger
04.08.2019;Protest gegen den Verkauf der Häuser an einen Investor und Werbung für die Ausübung des Vorkaufrechts durch den Bezirk Schöneberg;150;0;Stadtpolitik;
04.08.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;6;Tiere;
05.08.2019;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 07.01. bis 30.12.2019 ? jeweils Mo.);70;0;Arbeit und Sozialpolitik;
05.08.2019;Refugees welcome Nazis Network.com (vom 14.01. bis 17.12.2019 ? jeweils Mo.);50;0;Asyl;
05.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
05.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;6;Ausland;
05.08.2019;Mahnwache zur Erinnerung an die Opfer des atomaren Super?Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 25.03. bis 16.09.2019 ? jeweils Mo.);20;3;Ausland;
05.08.2019;Teilung Koreas;20;20;Ausland;
05.08.2019;Demonstration für christliche Werte in unserer Gesellschaft (vom 02.08. bis 05.08.2019,Mo.,Fr.);35;15;Bürgerrechte;
05.08.2019;Stoppt die Kriminalisierung von Abiodun Bamigboye!;8;12;Bürgerrechte;
05.08.2019;5 vor 12 – Erhalt und Ausbau der Frauenprojekteinfrastruktur;30;0;Bürgerrechte;
05.08.2019;Mahnwache für Frieden und Menschenrechte (vom 01.07. bis 30.09.2019 ? jeweils Mo.);12;5;Bürgerrechte;
05.08.2019;Frieden, Freiheit & Gerechtigkeit (vom 07.01. bis 30.12.2019 ? jeweils Mo.);100;10;Frieden;
05.08.2019;Verlesung der Namen der Opfer des Stalinismus;15;4;Gedenken;
05.08.2019;Gedenkveranstaltung;30;0;Gedenken;
05.08.2019;Gedenkveranstaltung (Nacht der Kerzen ? Vorabend des Atombombenabwurfes vor 74 Jahren);30;30;Gedenken;
05.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;4;rechts;Reichsbürger
05.08.2019;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt? und gesundheitsverträgliche Verkehrspolitik in Deutschland... (vom 01.07. bis 30.09.2019 ? jeweils Mo.);70;30;Verkehr;
06.08.2019;Warnstreik uni?assist e. V.;80;70;Arbeit und Sozialpolitik;
06.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
06.08.2019;Gedenkveranstaltung: Erinnern, Gedenken und Mahnen, 74 Jahre Atombombenabwurf auf Hiroshima;150;100;Gedenken;
06.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;0;rechts;Reichsbürger
06.08.2019;Nein zu Zwangsräumungen – keine Verdrängung im Wedding;70;150;Stadtpolitik;Mieten
06.08.2019;Wir pfeifen auf Stuttgart 21 (vom 02.07. bis 24.09.2019 ? jeweils Di.);10;0;Umwelt;
07.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;5;Ausland;
07.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;4;Ausland;
07.08.2019;… für die Wiedervereinigung und Frieden zwischen Nord? und Südkorea;25;25;Ausland;
07.08.2019;Kerzen für Assange (vom 07.08. bis 25.12.2019 ? jeweils Mi.);30;20;Ausland;
07.08.2019;Versammlung für Frieden, Verständnis und Wiedervereinigung Nord? und Südkoreas;21;25;Ausland;
07.08.2019;Antikriegsmahnwache – Kein Krieg und keine Hetze gegen Russland! ... (vom 03.07. bis 28.08.2019 ? jeweils Mi.);15;10;Ausland;
07.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
07.08.2019;Merkel muss weg (vom 22.11.2018 bis 21.11.2019 ? jeweils Mi.);50;10;rechts;
07.08.2019;Merkel muss weg Mittwoch (vom 09.01. bis 31.12.2019 ? jeweils Mi.);50;25;rechts;
07.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;3;rechts;Reichsbürger
07.08.2019;Video Aktion zur Aufklärung über die Tierindustrie;15;0;Tiere;
07.08.2019;Scientists for Future;10;5;Umwelt;
08.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;1;Ausland;
08.08.2019;Verfolgung von Falun Gong?Praktizierenden in China sofort beenden (vom 15.07. bis 31.10.2019 ? jeweils Mo.,Mi.,Do.);5;3;Ausland;
08.08.2019;Für die Menschenrechte in Nordkorea (vom 09.05. bis 08.08.2019 ? jeweils Do.);15;10;Ausland;
08.08.2019;Geburtstagsfeier ? 30 Jahre Tibet Initiative Deutschland e.V. Wir wollen der chinesischen Regierung und Xi Jinping für unser Geburtstagsgeschenk, ein freies Tibet, danken.;10;14;Ausland;
08.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;2;Frieden;
08.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
08.08.2019;Rote Karte für Scheuer und sein BMVI;300;30;Verkehr;
09.08.2019;Protest gegen die Einschränkung der Arbeitsrechte der Palästinenser seitens der libanesischen Regierung;200;0;Arbeit und Sozialpolitik;
09.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;7;Ausland;
09.08.2019;Stoppen Sie die Naturkatastrophe in Canakkale ? auf Ida?Gebirgen!;40;40;Ausland;
09.08.2019;Indigene Sprachen schützen! (Aktion zum internationalen Tag der indigenen Völker);25;10;Bürgerrechte;
09.08.2019;Tag der Indigenen Sprache – Indigenen eine Stimme geben in Anlehnung an ILO 169i;50;26;Bürgerrechte;
09.08.2019;Schluss mit der aggressiven Politik der NATO... (vom 10.07. bis 26.09.2019 ? jeweils Mi.,Do.,Fr.);20;0;Frieden;
09.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;2;rechts;Reichsbürger
09.08.2019;Der Zeitgenössische Tanz Berlin e. V. als Interessenvertretung der freien Tanzszene Berlins erhebt Widerspruch gegen die für spezifische Tanz?Projekte im Haushalt 2020/21 eingestellten Gelder;100;120;Stadtpolitik;Kultur
09.08.2019;Fridays For Future ? Klimastreik;500;370;Umwelt;
09.08.2019;Klimaschutz, Mahnwache, FridaysForFuture (vom 05.07. bis 27.09.2019 ? jeweils Fr.);12;6;Umwelt;
10.08.2019;Einmarsch der indische Miliz in Kaschmir und die Menschenrechtsverletzung in Kaschmir;200;170;Ausland;
10.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 11.07. bis 31.10.2019 ? jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;0;Ausland;
10.08.2019;Kein US?Krieg gegen Venezuela Trump Unblock Venezuela (vom 01.06. bis 24.08.2019 ? jeweils Sa.);50;20;Ausland;
10.08.2019;solidarität mit den zivilisten in idleb;100;15;Ausland;
10.08.2019;Aktion der Solidarität mit den unabhängigen Kandidaten und mit der Zivilgesellschaft in Russland.;100;15;Ausland;
10.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden.;500;400;Ausland;
10.08.2019;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden. (vom 30.03. bis 30.11.2019 ? jeweils Sa.);150;15;Ausland;
10.08.2019;Hanfparade 2019 ? Legalisierung nur mit dir;8000;7000;Bürgerrechte;
10.08.2019;Gegen. Besatzung der türkische Staat in Kurdistan. Gegen die Kriegs Treiberei von Erdo?an in Nahen?Osten. Gegen Vernichtungs Krieg gegen Kurdischen Volk. Türkische Staat raus aus Rojava und süd?Kürdistan. Für Frieden und Freiheit.;200;120;Frieden;
10.08.2019;Gedenkkundgebung zum 85. Todestag von Erich Mühsam;100;100;Gedenken;
10.08.2019;staatenlos.info?Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2019 ? täglich);10;5;rechts;Reichsbürger
