Lfd. Nr. ,Datum der Vers,Uhrzeit der Vers,Ort der Vers,Thema der Versammlung,Datum der Anmeldung,Unnamed: 6,Unnamed: 7
377.0,2022-10-17 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,4
378.0,2022-10-24 00:00:00,17.00-18.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,10
379.0,2022-10-31 00:00:00,17.00-18.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,8
380.0,2022-10-29 00:00:00,14.00-15.00,Domportal,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,k.A.
381.0,2022-10-10 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-10-05 00:00:00,1000,250
382.0,2022-10-15 00:00:00,15.00-17.00,Alter Markt,Stop Hazara Genozide,2022-10-08 00:00:00,300,180
383.0,2022-10-15 00:00:00,15.00-16.30 ,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-10-08 00:00:00,40,6
384.0,2022-10-24 00:00:00,18.00-20.00,Breiter Weg am MVB-Häuschen,Montagskundgebung,2022-10-04 00:00:00,100,23
385.0,2022-10-11 00:00:00,17.30-19-00,Willy-Brandt-Platz,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-10-09 00:00:00,6,5
386.0,2022-10-11 00:00:00,17.00-19.00,Aufzug,Wir stehen zur Ukraine (We staand with Ukraine),2022-10-11 00:00:00,200,500
387.0,2022-10-17 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-10-11 00:00:00,1000,250
388.0,2022-10-14 00:00:00,09.00-19.00,Leiterstraße,Mahnwache gegen das Impfen,2022-10-12 00:00:00,4,3
389.0,2022-10-17 00:00:00,17.30-20.00,Alter Markt,Kunstprojekt für unsere Demokratie ,2022-10-12 00:00:00,15,8
390.0,2022-10-19 00:00:00,09.00-15.00,Domplatz,Sprach-Kitas retten,2022-10-13 00:00:00,150,60
391.0,2022-10-17 00:00:00,17.30-20.00,Ulichplatz,Es Reicht. Protestieren statt frieren,2022-10-14 00:00:00,50,20
392.0,2022-10-20 00:00:00,17.00-19.30,Aufzug,"Helfen Sie mit, ukrainische Kinder zu schützen",2022-10-16 00:00:00,300,360
393.0,2022-10-25 00:00:00,17.00-21.00,Autokorso,Schluss mit der Politik gegen das eigene Volk,2022-10-14 00:00:00,300,85
394.0,2022-10-30 00:00:00,09.00-15.00,O.v.G. gegenüber dem Maritim,Protest gegen die Verleihung des Deutschen Umweltpreises an zwei Teilnehmerinnen der Zukunftskommission Landwirtschaft,2022-10-13 00:00:00,30,30
395.0,2022-10-29 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-10-18 00:00:00,40,40
396.0,2022-10-24 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-10-18 00:00:00,1000,220
397.0,2022-10-24 00:00:00,17.30-20.00,Lothar-Kressig-Straße,Kunstprojekt für unsere Demokratie ,2022-10-19 00:00:00,15,10
398.0,2022-10-26 00:00:00,18.30-19.30, Erich-Weinert-Straße27,Protestkundgebung gegen den Auftritt von Uwe Steimle im AMO,2022-10-20 00:00:00,15,6
399.0,2022-10-31 00:00:00,17.50-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-10-25 00:00:00,1000,200
400.0,2022-10-31 00:00:00,17.30-18.00,Alter Markt,Kunstprojekt für Demokratie,2022-10-27 00:00:00,15,
401.0,2022-11-07 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-10-29 00:00:00,6,9
402.0,2022-11-14 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-10-29 00:00:00,6,10
403.0,2022-11-21 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-10-29 00:00:00,6,10
404.0,2022-11-28 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-10-29 00:00:00,6,9
405.0,2022-11-05 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-10-30 00:00:00,40,
406.0,2022-11-12 00:00:00,12.00-14.00,"Breiter Weg Haltestelle ""Alter Markt""",Keine Unterordnung des Umweltschutzes unter die Kriegspolitik! ,2022-10-31 00:00:00,15,15
407.0,2022-11-07 00:00:00,17.50-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-11-02 00:00:00,500,120
408.0,2022-11-07 00:00:00,17.30-18-00,Ulrichplatz,Kunstprojekt für unsere Demokratie,2022-11-03 00:00:00,15,7
409.0,2022-11-19 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-11-06 00:00:00,40,10
410.0,2022-11-09 00:00:00,17.00-18.30,Aufzug,Pogromgedenken,2022-11-04 00:00:00,200,120
411.0,2022-11-07 00:00:00,16.00-18.00,Willy-Brandt-Platz,Protest gegen die türkische Diktatur/Erdogan,2022-11-07 00:00:00,20,11
412.0,2022-11-14 00:00:00,17.30-18.00,Ulrichplatz,Kunstprojekt für unsre Demokratie,2022-11-09 00:00:00,15,10
413.0,2022-11-14 00:00:00,17.50-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-11-09 00:00:00,500,150
414.0,2022-11-29 00:00:00,17.30-21.00,Aufzug,Jenuch is Jenuch - Preise runter! Rauf auf die Straße,2022-11-08 00:00:00,400,126
415.0,2022-11-21 00:00:00,17.50-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-11-15 00:00:00,500,180
416.0,2022-11-26 00:00:00,12.00-17.00,Aufzug,Energiepreisstopp jetzt,2022-11-15 00:00:00,60,40
417.0,2022-12-06 00:00:00,14.00-15.00,Brenneckestraße 6,Gegen Tierversuche,2022-11-21 00:00:00,10,K.A.
418.0,2022-11-21 00:00:00,7.00-14.00,Gustav-Adolf-Straße/Walther-Rathenau-Straße,-,-,6,
419.0,2022-12-03 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-11-21 00:00:00,40,9
420.0,2022-11-28 00:00:00,17.50-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-11-22 00:00:00,500,120
421.0,2022-11-25 00:00:00,10.30-12.00,Domplaatz,Gemeinwohlorientierte Verpachtung öffentlicher Flächen,2022-11-23 00:00:00,10,k.A.
422.0,2022-12-16 00:00:00,10.45-13.30,Am Krökentor 1-3,Arbeitsbedingungen Lehrkräfte,2022-12-24 00:00:00,5,k.A.
423.0,2022-11-25 00:00:00,17.00-18.30,Aufzug,Kiez-Spaziergang,-,,40
424.0,2022-12-09 00:00:00,14.00-18.00,Breiter Weg 128,Sozialfonds für Magdeburg jetzt,2022-11-29 00:00:00,50,15
425.0,2022-12-03 00:00:00,09.00-10.00,Moritzplatz,gemeinsames Handeln für Frieden,2022-11-30 00:00:00,4,K.A.
426.0,2022-12-05 00:00:00,18.00-19.00,Breiter Weg /Ernst-Reuter-Allee,"Protest gegen Sozialabbau, aktuelle Energiepolitik, Kriegspolitik der aktuellen Bundesregierung",2022-11-30 00:00:00,6,11
427.0,2022-12-12 00:00:00,18.00-19.00,Breiter Weg /Ernst-Reuter-Allee,"Protest gegen Sozialabbau, aktuelle Energiepolitik, Kriegspolitik der aktuellen Bundesregierung",2022-11-30 00:00:00,6,8
428.0,2022-12-19 00:00:00,18.00-19.00,Breiter Weg /Ernst-Reuter-Allee,"Protest gegen Sozialabbau, aktuelle Energiepolitik, Kriegspolitik der aktuellen Bundesregierung",2022-11-30 00:00:00,6,
429.0,2022-12-14 00:00:00,08.30-10.00,Vor dem Landtag,A13/E13 für Grundschullehrkräfte,2022-12-01 00:00:00,15,k.A.
430.0,2022-12-05 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-12-02 00:00:00,500,185
431.0,2022-12-12 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-12-05 00:00:00,500,110
432.0,2022-12-17 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-12-06 00:00:00,40,18
433.0,2022-11-29 00:00:00,18.00-19.00,Willy-Brandt-Platz,-,-,,8
434.0,2022-12-17 00:00:00,13.00-14.30,vor Karstadt,Unterstützung der iranischnen Bevölkerung,2022-12-12 00:00:00,150,45
435.0,2022-12-19 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-12-14 00:00:00,500,
