Datum,Ort,Art,ang. TN-Zahl
2022-12-12 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-12-12 00:00:00,Willy-Brandt-Platz (Lünen) (Rundweg),Aufzug,50 - 60
2022-12-13 00:00:00,Freiherr-vom-Stein-Platz,Stationär,15 - 30
2022-12-13 00:00:00,Platz der Deutschen Einheit,Stationär,30
2022-12-14 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-12-14 00:00:00,Rundgang Huckarde,Aufzug,50
2022-12-15 00:00:00,Nordmarkt,Stationär,30
2022-12-16 00:00:00,Lünen-Niederaden - Dortmund-Lanstrop,Aufzug,100
2022-12-16 00:00:00,Landgericht Kaiserstraße 34,Stationär,5 - 20
2022-12-17 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-12-17 00:00:00,Westfalenhalle 1/ Strobelallee 45,Stationär,30 - 50
2022-12-17 00:00:00,Reinoldikirche,Stationär,20
2022-12-17 00:00:00,Platz der Deutschen Einheit (Rundweg),Aufzug,100
2022-12-17 00:00:00,Schlanke Mathilde,Stationär,5 - 12
2022-12-17 00:00:00,Haupteingang Westfalenhalle,Stationär,10
2022-12-17 00:00:00,Platz der Deutschen Einheit,Stationär,100
2022-12-19 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-12-19 00:00:00,Baroper Bahnhofstraße (Rundweg),Aufzug,30
2022-12-19 00:00:00,Willy-Brandt-Platz (Lünen) (Rundweg),Aufzug,50 - 60
2022-12-21 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-12-22 00:00:00,Hansaplatz,Stationär,100
2022-12-23 00:00:00,Kaiserstraße 34,Stationär,5 - 20
2022-12-23 00:00:00,Hauptbahnhof Dortmund,Stationär,40
2022-12-23 00:00:00,Westenhellweg 86-88,Stationär,40
2022-12-23 00:00:00,Platz der Deutschen Einheit,Stationär,100
2022-12-27 00:00:00,Platz der Deutschen Einheit - Platz von Xí'an,Aufzug,100 - 150
2022-12-28 00:00:00,Huckarder Marktplatz (Rundweg),Aufzug,50
2022-12-29 00:00:00,Platz von Buffalo,Stationär,40
2022-12-31 00:00:00,Gerichtsstraße 21 - Lübecker Straße 24b ,Aufzug,5 - 10
2022-12-31 00:00:00,DSW21-Vorplatz,Stationär,70 - 80
