Datum,Ort,Art,ang. TN-Zahl
2021-03-08 00:00:00,Lünen Brambauer,Stationär,15
2021-03-08 00:00:00,Innenstadt,Aufzug,25-30
2021-03-08 00:00:00,Stefan-Engel-Platz,Stationär,20
2021-03-09 00:00:00,Emil-Figge-Straße - Westfalenhallen,Aufzug,200
2021-03-09 00:00:00,Park der Partnerstädte,Stationär,50
2021-03-09 00:00:00,Semerteichstr./Willem van Vloten Str.,Stationär,2
2021-03-10 00:00:00,Dietrich Keuning Haus,Stationär,15
2021-03-10 00:00:00,Semerteichstr./Willem van Vloten Str.,Stationär,2
2021-03-12 00:00:00,Semerteichstr./Willem van Vloten Str.,Stationär,2
2021-03-12 00:00:00,Friedensplatz,Stationär,30
2021-03-13 00:00:00,Platz von Hiroshima,Stationär,5
2021-03-13 00:00:00,Katharinenstraße,Stationär,10 - 25
2021-03-13 00:00:00,Platz von Netanya,Stationär,3-8
2021-03-13 00:00:00,Möllerbrücke,Stationär,3 - 6
2021-03-13 00:00:00,Reinoldikirchplatz,Stationär,3 - 5
2021-03-13 00:00:00,Friedhof bis Markgrafnestraße,Aufzug,150
2021-03-14 00:00:00,Nordmarkt,Stationär,/
2021-03-14 00:00:00,Platz der Deutschen Einheit,Stationär,25
2021-03-15 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-03-15 00:00:00,Platz der Deutschen Einheit,Stationär,30
2021-03-15 00:00:00,RKP,Stationär,80-100
2021-03-16 00:00:00,Nordstadt und Wall,Aufzug,50
2021-03-16 00:00:00,Innenstadt,Stationär,10-12
2021-03-16 00:00:00,Katharinenstraße,Stationär,100
2021-03-18 00:00:00,Münsterstr. 54,Stationär,15
2021-03-19 00:00:00,Reinoldikirche,Stationär,5
2021-03-19 00:00:00,Friedhof,Stationär,100
2021-03-19 00:00:00,Lünen ,Aufzug,60
2021-03-19 00:00:00,Reinoldikirche bis Kulturzentrum,Aufzug,120
2021-03-19 00:00:00,Friedhof,Stationär,3-6
2021-03-19 00:00:00,Hansaplatz - Innenstadt - Hansaplatz,Aufzug,100
2021-03-19 00:00:00,Europabrunnen,Stationär,30-50
2021-03-19 00:00:00,Semerteichstr./Willem van Vloten Str.,Stationär,2
2021-03-20 00:00:00,Platz der Deutschen Einheit,Stationär,/
2021-03-20 00:00:00,Nordfriedhof,Stationär,20
2021-03-20 00:00:00,Friedensplatz,Stationär,30
2021-03-20 00:00:00,Hombruch Marktplatz,Stationär,5
2021-03-21 00:00:00,Nordmarkt,Stationär,/
2021-03-21 00:00:00,Friedhof,Stationär,350
2021-03-21 00:00:00,Hoeschpark,Stationär,/
2021-03-21 00:00:00,Hoeschpark,Stationär,/
2021-03-22 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-03-22 00:00:00,RKP,Stationär,30
2021-03-23 00:00:00,Innenstadt,Aufzug,150
2021-03-23 00:00:00,Westfalenhallen,Stationär,30
2021-03-23 00:00:00,Feineistenstr. 5,Stationär,40
2021-03-24 00:00:00,Kampstr./Kaharinenstraße,Stationär,5
2021-03-25 00:00:00,Münsterstraße ,Stationär,30
2021-03-27 00:00:00,Möllerbrücke,Stationär,5
2021-03-27 00:00:00,Hörde/Phoenixsee,Stationär,10
2021-03-27 00:00:00,Friedhof,Stationär,200
2021-03-28 00:00:00,Kampstraße,Stationär,150
2021-03-28 00:00:00,Phoenix-West,Stationär,10-20
2021-03-28 00:00:00,Lünen,Stationär,/
2021-03-29 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-03-29 00:00:00,Möllerbrücke,Stationär,5
2021-03-30 00:00:00,Hohensyburgstr. - Eberstraße ,Aufzug,150
2021-03-30 00:00:00,Platz der Deutschen Einheit,Stationär,30
2021-03-30 00:00:00,Hörde,Stationär,10
2021-03-30 00:00:00,Platz der Deutschen Einheit,Stationär,50
2021-03-31 00:00:00,Platz der Deutschen Einheit,Stationär,20
2021-03-31 00:00:00,Blücherpark (Feldherren/Gneisenaustraße),Stationär,10-20
2021-03-31 00:00:00,Platz der Deutschen Einheit,Stationär,20
2021-03-31 00:00:00,RKP oder Katharinenstraße,Stationär,50 - 80
2021-03-31 00:00:00,JVA Gerichtsstraße,Stationär,15-20
2021-04-02 00:00:00,Kirchhörderstr./Mahnmal Bittermark,Stationär,5
2021-04-02 00:00:00,Bittermark,Stationär,2
03.04. - 05.04.2021,"Dorstfeld + Hansaplatz (über DU, DD, E, GE, WS, HER, BO)",Aufzug,400
2021-04-03 00:00:00,Friedhof -Hansaplatz,Aufzug,200
2021-04-04 00:00:00,Quadbeckstaße/Auslandsgesellschaft,Stationär,200
2021-04-06 00:00:00,Hohensyburgstr. - Eberstraße ,Aufzug,150
2021-04-06 00:00:00,Bornstr./Missundestr.,Stationär,30
2021-04-06 00:00:00,Platz der Deutschen Einheit,Stationär,50
2021-04-06 00:00:00,Alsenstr./Heroldstr.,Stationär,25
2021-04-07 00:00:00,Möllerbrücke/Hollestraße,Stationär,3 - 6
2021-04-08 00:00:00,Platz der Alten Synagoge,Stationär,40-50
2021-04-12 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-04-12 00:00:00,Beurhausstraße U-Bahn,Stationär,15
2021-04-13 00:00:00,Friedensplatz,Stationär,15
2021-04-13 00:00:00,Alsenstr./Heroldstr.,Stationär,25
2021-04-14 00:00:00,Gerichtsstraße,Stationär,20
2021-04-14 00:00:00,Arbeitsgericht,Stationär,5 - 10
2021-04-16 00:00:00,Buddenacker,Stationär,30
2021-04-17 00:00:00,"Harkortstraße 54, Hombruch",Stationär,20
2021-04-17 00:00:00,Platz von Netanya,Stationär,8
2021-04-17 00:00:00,Platz der Deutschen Einheit,Stationär,50-100
2021-04-17 00:00:00,Beethovenstr./Schützenstr. Westpark,Stationär,15 - 19
2021-04-18 00:00:00,Fredenbaumpark,Stationär,7 - 10
2021-04-19 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-04-19 00:00:00,Hansaplatz,Stationär,30
2021-04-20 00:00:00,Friedensplatz,Stationär,15
2021-04-20 00:00:00,Borsigplaz - Nordstadt - Innenstadt - PdDE,Aufzug,80
2021-04-20 00:00:00,Sonnenplatz,Stationär,50
2021-04-22 00:00:00,Alter Markt,Stationär,250
2021-04-23 00:00:00,Reinoldikirchplatz,Stationär,50
2021-04-23 00:00:00,Möllerbrücke,Stationär,5
2021-04-23 00:00:00,Möllerbrücke,Stationär,5 - 10
2021-04-24 00:00:00,"Harkortstraße 54, Hombruch",Stationär,21
2021-04-24 00:00:00,Platz von Netanya,Stationär,20-30
2021-04-24 00:00:00,Katharinenstraße,Stationär,25
2021-04-24 00:00:00,Kaiserstraße 58,Stationär,3 - 8
2021-04-24 00:00:00,Möllerbrücke,Stationär,3 - 6
2021-04-24 00:00:00,Friedensplatz,Stationär,4
2021-04-25 00:00:00,Hansaplatz  ,Stationär,500 - 1000
2021-04-25 00:00:00,Friedensplatz,Stationär,200
2021-04-25 00:00:00,Hansaplatz,Stationär,30
2021-04-25 00:00:00,Reinoldikirchplatz,Stationär,25
2021-04-26 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-04-26 00:00:00,Friedensplatz,Stationär,4
2021-04-28 00:00:00,Katharinenstraße,Stationär,5
2021-04-28 00:00:00,Friedensplatz,Stationär,15
2021-04-28 00:00:00,Gerichtsstraße,Stationär,15
2021-04-28 00:00:00,Friedensplatz,Stationär,4
2021-04-29 00:00:00,RKP Europabrunnen,Stationär,10
2021-04-30 00:00:00,Scharnhorst EKS,Stationär,3 - 5
2021-04-30 00:00:00,Buddenacker,Stationär,20
2021-05-01 00:00:00,Friedensplatz,Stationär,500
2021-05-01 00:00:00,Reinoldikirchplatz,Stationär,20
2021-05-01 00:00:00,Nordstadt,Aufzug,150
2021-05-01 00:00:00,Wilhelmplatz,Stationär,20
2021-05-01 00:00:00,Platz der Alten Synagoge,Stationär,100
2021-05-01 00:00:00,Innenstadt,Aufzug,100
2021-05-01 00:00:00,Friedhof,Stationär,50 - 75
2021-05-01 00:00:00,Hansaplatz,Stationär,250
2021-05-01 00:00:00,Wilhelmplatz,Stationär,60
2021-05-01 00:00:00,Arminiusstraße ,Stationär,75
2021-05-01 00:00:00,Scharnhorststraße 50,Stationär,50
2021-05-01 00:00:00,Speicherstraße,Stationär,150
2021-05-01 00:00:00,Speicherstraße,Stationär,80
2021-05-01 00:00:00,Cinestar-Vorplatz ,Stationär,80
2021-05-01 00:00:00,Katharinenstraße,Stationär,300
2021-05-01 00:00:00,Emil-Moog-Platz,Stationär,100
2021-05-01 00:00:00,Im Dorf Lünen,Stationär,7
2021-05-02 00:00:00,Möllerbrücke,Stationär,10 - 20
2021-05-03 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-05-03 00:00:00,Borsigplatz Nr. 2,Stationär,2
2021-05-04 00:00:00,Prinz-Friedrich-Karl Straße 26,Stationär,10
2021-05-05 00:00:00,Aplerbecker Straße,Aufzug,150
2021-05-05 00:00:00,Münsterstraße ,Stationär,2 - 4
2021-05-07 00:00:00,Konrad-Zuse-Straße; Höhe: Spanische Treppe/Haltestelle Phoenix-Halle,Stationär,10
2021-05-08 00:00:00,Reinoldikirchplatz,Stationär,20
2021-05-08 00:00:00,Platz der Alten Synagoge,Stationär,50
2021-05-08 00:00:00,Friedensplatz,Stationär,12
2021-05-08 00:00:00,Platz der Alten Synagoge,Stationär,50
2021-05-08 00:00:00,Wilhelmplatz,Stationär,100
2021-05-08 00:00:00,Wambel,Stationär,50
2021-05-08 00:00:00,Jüdischer Friedhof Rennweg,Stationär,30-40
2021-05-08 00:00:00,Wilhelmplatz,Stationär,50
2021-05-10 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-05-11 00:00:00,Eberplatz - Eberplatz,Aufzug,150
2021-05-11 00:00:00,Platz der Deutschen Einheit,Stationär,30
2021-05-12 00:00:00,Stefan-Engel-Platz,Stationär,15-19
2021-05-12 00:00:00,Gerichtsstraße,Stationär,10-20
2021-05-12 00:00:00,Klinikum Dortmund Beurhausstraße,Stationär,20-30
2021-05-12 00:00:00,Platz der Deutschen Einheit,Stationär,10-15
2021-05-12 00:00:00,Konzerthaus Brückstraße,Stationär,20
2021-05-13 00:00:00,Hörder Burgstraße,Stationär,10
2021-05-14 00:00:00,Hansaplatz 2,Stationär,100
2021-05-14 00:00:00,Friedensplatz,Stationär,200
2021-05-14 00:00:00,Möllerbrücke,Stationär,5 - 10
2021-05-15 00:00:00,Platz von Hiroshima,Stationär,5 - 50
2021-05-15 00:00:00,Platz von Netanya,Stationär,4-8
2021-05-16 00:00:00,Hansaplatz DO - Neumarkt Datteln,Aufzug,50
2021-05-17 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-05-17 00:00:00,Borsigplatz Nr. 2,Stationär,6-7
2021-05-19 00:00:00,Reinoldikirche (Friedhof),Stationär,100
2021-05-20 00:00:00,Westfalenfallen,Stationär,10
2021-05-20 00:00:00,Westfalenhallen,Stationär,50
2021-05-21 00:00:00,Aplerbecker Marktplatz - Aplerbecker Marktplatz,Aufzug,60-80
2021-05-22 00:00:00,"Willy-Brandt-Platz, Lünen",Stationär,200
2021-05-22 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-05-22 00:00:00,Platz von Netanya,Stationär,8
2021-05-22 00:00:00,Katharinenstraße,Stationär,200
2021-05-22 00:00:00,Möllerbrücke,Stationär,5
2021-05-26 00:00:00,Gerichtsstraße,Stationär,20
2021-05-26 00:00:00,Katharinenstraße/Kampstraße,Stationär,5 - 10
2021-05-27 00:00:00,Münsterstraße,Stationär,3-10
2021-05-28 00:00:00,Münsterstraße ,Stationär,5 - 6
2021-05-28 00:00:00,Westpark,Stationär,20
2021-05-28 00:00:00,Friedhof,Stationär,40
2021-05-29 00:00:00,Friedensplatz,Stationär,15
2021-05-29 00:00:00,Katharinenstraße,Stationär,200
2021-05-29 00:00:00,Platz von Netanya,Stationär,8
2021-05-29 00:00:00,Westenhellweg,Stationär,10-19
2021-05-29 00:00:00,Sonnenplatz,Stationär,5
2021-05-30 00:00:00,Brackeler Hellweg 144 - Reinoldikirche/Petrikirche,Aufzug,10
2021-05-30 00:00:00,Evinger Straße U-Bahnstation Waldesruh,Aufzug,10
2021-05-30 00:00:00,Pauluskirche,Stationär,20
2021-05-30 00:00:00,Petrikirche,Stationär,20
2021-05-31 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-06-02 00:00:00,Platz der Deutschen Einheit,Stationär,15
2021-06-03 00:00:00,Hörder Burgstraße,Stationär,10
2021-06-03 00:00:00,Münsterstraße/Bornstraße,Aufzug,150
2021-06-03 00:00:00,Möllerbrücke,Stationär,5
2021-06-05 00:00:00,Hansaplatz - Innenstadt - Hansaplatz,Aufzug,200
2021-06-05 00:00:00,Rodenberg Aplerbeck,Stationär,45
2021-06-05 00:00:00,Platz von Netanya,Stationär,5
2021-06-05 00:00:00,RKP,Stationär,15 - 19
2021-06-07 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-06-11 00:00:00,Münsterstraße St. Josephs Kirche,Stationär,5
2021-06-12 00:00:00,Reinoldikirche,Stationär,35
2021-06-12 00:00:00,"Harkortstraße 55, Hombruch",Stationär,3-6
2021-06-12 00:00:00,Harkortstraße 35,Stationär,15
2021-06-12 00:00:00,Platz von Netanya,Stationär,8
2021-06-14 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-06-14 00:00:00,Stefan-Engel-Platz,Stationär,10
2021-06-14 00:00:00,Europabrunnen,Stationär,10-20
2021-06-15 00:00:00,Fußgängerbrücken B 1,Stationär,50
2021-06-16 00:00:00,Friedensplatz,Stationär,600
2021-06-18 00:00:00,Reinoldikirchplatz,Stationär,50
2021-06-18 00:00:00,Kampstraße/Katharinenstraße,Stationär,50
2021-06-19 00:00:00,Friedensplatz - Friedensplatz,Aufzug,/
2021-06-19 00:00:00,Westpark - Hansaplatz,Aufzug,300
2021-06-19 00:00:00,Westpark - Reinoldikirche,Aufzug,500
2021-06-19 00:00:00,Phoenixsee,Stationär,40
2021-06-19 00:00:00,Nordmarkt,Stationär,40
2021-06-19 00:00:00,Reinoldikirche,Stationär,40
2021-06-19 00:00:00,Münsterstraße 54,Stationär,20-30
2021-06-19 00:00:00,Reinoldikirchplatz,Stationär,15-19
2021-06-21 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-06-21 00:00:00,Dorstfelder Hellweg/ Arminiusstraße,Stationär,40
2021-06-21 00:00:00,Hörder Burgstraße,Stationär,15 - 20
2021-06-22 00:00:00,Westfalenhallen,Stationär,50-100
2021-06-24 00:00:00,RKP,Stationär,25
2021-06-25 00:00:00,Brackeler Hellweg/Berliner Straße,Stationär,5 - 6
2021-06-25 00:00:00,Lippebrücke- Innenstadt Lünen,Aufzug,120
2021-06-26 00:00:00,Platz der Deutschen Einheit,Stationär,20
2021-06-26 00:00:00,Platz von Netanya,Stationär,8
2021-06-26 00:00:00,Schlanke Mathilde Hörde,Stationär,10 - 19
2021-06-28 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-06-29 00:00:00,Möllerbrücke,Stationär,15-20
2021-06-30 00:00:00,Kampstraße/Katharinenstraße,Stationär,10-20
2021-06-30 00:00:00,Limbeckerstraße/ Werner Straße,Stationär,15
2021-06-30 00:00:00,Mengeder Marktplatz,Stationär,15
2021-06-30 00:00:00,Westpark,Stationär,20
2021-07-02 00:00:00,Kuckelke/ Alter Burgwall,Stationär,100
2021-07-03 00:00:00,Platz von Netanya,Stationär,8
2021-07-03 00:00:00,Schlanke Mathilde Hörde,Stationär,6
2021-07-03 00:00:00,Hörder Burgstraße,Stationär,50
2021-07-04 00:00:00,Wilhelmplatz,Stationär,250
2021-07-04 00:00:00,Nordmarkt,Stationär,30-50
2021-07-04 00:00:00,Nordmarkt,Stationär,50
2021-07-04 00:00:00,Nordmarkt,Stationär,30-40
2021-07-04 00:00:00,Wilhelmplatz - Nordmarkt,Aufzug,250
2021-07-05 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-07-07 00:00:00,Friedensplatz - Innenstadt,Aufzug,1500
2021-07-08 00:00:00,Platz der Deutschen Einheit,Stationär,4 - 15
2021-07-09 00:00:00,Mehmet-Kubasik-Platz,Stationär,70
2021-07-09 00:00:00,Kuckelke/ Alter Burgwall,Stationär,30
2021-07-09 00:00:00,Platz der Deutschen Einheit,Stationär,4 - 15
2021-07-10 00:00:00,Reinoldikirchplatz,Aufzug,200 - 300
2021-07-10 00:00:00,Kampstraße/ DSW21-Center,Stationär,50-80
2021-07-11 00:00:00,Westpark,Stationär,20-30
2021-07-12 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-07-17 00:00:00,Potgasse/ Ecke Westenhellweg,Stationär,20
2021-07-17 00:00:00,Möllerbrücke Hollestraße,Stationär,10
2021-07-17 00:00:00,RKP 1,Stationär,15
2021-07-17 00:00:00,RKP 2,Stationär,15
2021-07-17 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,50
2021-07-17 00:00:00,"Harkortstraße 55, Hombruch",Stationär, 3-6
2021-07-19 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-07-20 00:00:00,Eberstr. - Eberstr. ,Aufzug,150
2021-07-20 00:00:00,Greveler Straße 168/Schäferei Hibbeln,Stationär,4
2021-07-21 00:00:00,Stadtgarten,Stationär,50
2021-07-21 00:00:00,Platz der Deutschen Einheit,Stationär, 10-15
2021-07-22 00:00:00,Kuckelke/ Alter Burgwall,Stationär,50
2021-07-23 00:00:00,Münsterstraße,Stationär, 5-10
2021-07-24 00:00:00,Reinoldikirchplatz,Stationär,70
2021-07-24 00:00:00,Platz der Deutschen Einheit,Stationär,10
25.07.-01.08.2021,Lünen-Garzweiler,Aufzug,/
2021-07-26 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-07-27 00:00:00,Katharinenstraße,Stationär,50
2021-07-28 00:00:00,Alter Burgwall 9,Stationär,101
2021-07-29 00:00:00,Westenhellweg 40-42,Stationär,5
2021-07-30 00:00:00,Lünen Innenstadt,Aufzug,20-30
2021-07-30 00:00:00,Innenstadt,Aufzug,300
2021-07-30 00:00:00,Möllerbrücke,Stationär, 5-10
2021-07-31 00:00:00,Platz von Netanya,Stationär,5
2021-07-31 00:00:00,Friedensplatz,Stationär,50
2021-07-31 00:00:00,Platz der Deutschen Einheit,Stationär,100-150
2021-08-01 00:00:00,Westfalenhalle - Stadt -Westfalenhalle,Aufzug,3000
2021-08-01 00:00:00,Platz der Deutschen Einheit,Stationär,100
2021-08-02 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-08-02 00:00:00,Weißenburger/ Gronaustraße,Stationär,100
2021-08-03 00:00:00,Westfalenhallen - Platz von Hiroshima,Aufzug,20-40
2021-08-03 00:00:00,Platz der Deutschen Einheit,Stationär,80-100
2021-08-04 00:00:00,Westenhellweg,Stationär, 10-20
2021-08-06 00:00:00,Platz von Hiroshima,Aufzug,30 - 50
2021-08-06 00:00:00,Friedensplatz - Friedensplatz,Aufzug,200
2021-08-06 00:00:00,Nordmarkt,Stationär,5
2021-08-07 00:00:00,Platz der Deutschen Einheit,Stationär,100
2021-08-07 00:00:00,Reinoldikirchplatz,Stationär,15-19
2021-08-09 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-08-10 00:00:00,Nordmarkt,Stationär,5
2021-08-10 00:00:00,Westpark,Stationär, 5-10
2021-08-11 00:00:00,Reinoldikirchplatz,Stationär,15
2021-08-12 00:00:00,Mehmet-Kubasik-Platz,Stationär,40
2021-08-12 00:00:00,Brackeler Marktplatz,Stationär,5
2021-08-13 00:00:00,Mehmet-Kubasik-Platz - Elisabethstraße 8-10,Aufzug,300
2021-08-13 00:00:00,Unna - Bochum,Aufzug,50
2021-08-14 00:00:00,Cinestar-Vorplatz - Nordstadt - Cinestar-Vorplatz,Aufzug,40
2021-08-14 00:00:00,Katharinenstraße,Stationär,20
2021-08-14 00:00:00,Westpark,Stationär,15 - 19
2021-08-14 00:00:00,Rheinische Str./Adlerstr.,Stationär,25
2021-08-16 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-08-17 00:00:00,Innenstadt,Aufzug,150
2021-08-17 00:00:00,Katharinenstraße oder RKP,Stationär,50 - 80
2021-08-18 00:00:00,Westenhellweg/Kolpingstraße,Stationär,20
2021-08-18 00:00:00,Platz der Deutschen Einheit,Stationär,400
2021-08-20 00:00:00,Mallinckrodtbrücke/ Huckarder Straße,Stationär,300
2021-08-20 00:00:00,Innenstadt,Aufzug,150
2021-08-21 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-08-21 00:00:00,Harkortstr.; Hansastraße; Westenhellweg; Kleppingstraße,Stationär, 10-20
2021-08-21 00:00:00,Blücherpark (Feldherren/Gneisenaustraße),Stationär,150-175
2021-08-21 00:00:00,DSW21-Kundencenter,Stationär,200
2021-08-21 00:00:00,Reinoldikirchplatz ,Stationär, 5-10
2021-08-21 00:00:00,Münsterstraße,Stationär,/
2021-08-21 00:00:00,Hansastraße,Stationär,6
2021-08-22 00:00:00,Westentor - Dortmund Dorstfeld,Aufzug,500
2021-08-22 00:00:00,Schleswigerstraße/Misundestraße,Stationär,50
2021-08-22 00:00:00,Kleine Beurhausstraße,Stationär,80
2021-08-22 00:00:00,Nordmarkt,Stationär,20 - 40
2021-08-23 00:00:00,Platz der Deutschen Einheit,Stationär,100
2021-08-23 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-08-23 00:00:00,Platz der Deutschen Einheit,Stationär,20 - 30
2021-08-24 00:00:00,Friedensplatz,Stationär,10
2021-08-25 00:00:00,Kuckelke/ Alter Burgwall,Stationär,30
2021-08-25 00:00:00,Katharinenstr./Kampstr.,Stationär,10
2021-08-26 00:00:00,RKP,Stationär,20
2021-08-27 00:00:00,Mallinckrodtbrücke/ Huckarder Straße,Stationär,200
2021-08-27 00:00:00,Hombrucher Markt,Stationär,15
2021-08-28 00:00:00,Platz von Netanya,Stationär,8
2021-08-29 00:00:00,Landgrafenstraße 127-135,Stationär,80
2021-08-29 00:00:00,Friedensplatz,Stationär,50
2021-08-29 00:00:00,Westpark - betonnierte Tanzfläche,Stationär,50
2021-08-29 00:00:00,Friedensplatz - Werl,Aufzug,30
2021-08-30 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-08-31 00:00:00,"Langestraße 50-52, Lünen",Stationär,50
2021-08-31 00:00:00,Friedensplatz,Stationär,10
2021-09-01 00:00:00,Friedensplatz,Stationär,50
2021-09-01 00:00:00,Friedensplatz,Stationär,50
2021-09-01 00:00:00,Gedenkstätte Steinwache,Stationär,100
2021-09-02 00:00:00,Kuckelke/ Alter Burgwall,Stationär,20
2021-09-02 00:00:00,Westenhellweg - Hansaplatz - RKP,Aufzug,25
2021-09-03 00:00:00,Mehmet-Kubasik-Platz,Stationär,50
2021-09-03 00:00:00,Mallinckrodtbrücke/ Huckarder Straße,Stationär,300
2021-09-03 00:00:00,Mehmet-Kubasik-Platz - Reinoldikirchplatz,Aufzug,100
2021-09-04 00:00:00,Friedensplatz,Stationär,1000
2021-09-04 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-09-04 00:00:00,Katharinenstraße,Stationär,50/60
2021-09-04 00:00:00,Rahmer Straße,Stationär,50
