"Tabelle Übersicht Versammlungen 2022 (Kundgebungen und Demonstrationszüge)
Datum             KW     Beginn Uhr Ende Uh  Thema                                                                Demonstrationszug                                             Kundgebungsort                                                Min. Teilnah Max. Teilnehm Absage",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
2022-10-17 00:00:00,,,42,16:30,,,17:30 Schweigen für den Frieden,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,5,,,,,,,10,,,,,,
2022-10-17 00:00:00,,,42,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,,,,,,,,,,,,Holbeinplatz,,,,,,,,35,,,,,,,100,,,,,,
2022-10-19 00:00:00,,,42,17:00,,,"20:00 ""Cube of Truth"" - Tierrechte/-befreiung, Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,6,,,,,,,20,,,,,,
2022-10-20 00:00:00,,,42,18:00,,,20:00 Wir frieren nicht für eure Krise,,,,,,,,,,,,,,,,,,,,,,,Königsplatz (Manzu-Brunnen),,,,,,,,10,,,,,,,10,,,,,,
2022-10-21 00:00:00,,,42,11:20,,,"11:40 Hallstraße autofrei: Platz für Menschen statt für Autos, sichere autofreie Fahrradstraße statt Autoposer und Autoraser, sicherer Aufenthaltsraum für Schüler*innen statt Parkplätze und Autofahren",,,,,,,,,,,,,,,,,,,,,,,Hallstraße,,,,,,,,100,,,,,,,100,,,,,,
2022-10-22 00:00:00,,,42,10:00,,,"13:00 Gegen die Abwälzung der Krisenlasten und
gegen den Krieg in der Ukraine",,,,,,,,,,,,,,,,,,,,,,,"Augsburger Str., Gehweg Herz-Jesu-Kirche",,,,,,,,10,,,,,,,20,,,,,,
2022-10-22 00:00:00,,,42,14:00,,,"16:30 Anlässlich des Klimawandels, aber auch der aktuellen Energiekrise soll die Augsburger Fernwärmeerzeugung schnellstmöglich fossilfrei und damit klimafreundlich werden: Augsburg Erdgasfrei!",,,,,,,,,,,,,,,,,,,,,,,Annastr. - Höhe Stadtsparkasse,,,,,,,,10,,,,,,,10,,,,,,
2022-10-22 00:00:00,,,42,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,,,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,2,,,,,,,10,,,,,,
2022-10-22 00:00:00,,,42,13:30,,,"16:00 Galerie zur Aufklärung der Pandemiepolitik
der letzten 2 1/2 Jahre",,,,,,,,,,,,,,,,,,,,,,,Fuggerplatz,,,,,,,,10,,,,,,,10,,,,,,
2022-10-22 00:00:00,,,42,14:00,,,16:00 Baumfällungen am Bahnhofsvorplatz Ost,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,,,,100,,,,,,,150,,,,,,2022-10-17
2022-10-22 00:00:00,,,42,15:00,,,"16:00 Motto: ""WERTvoll arbeiten"" - prekärer Arbeit
ein Gesicht geben",,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,50,,,,,,,70,,,,,,
2022-10-22 00:00:00,,,42,,17:00,,,19:00 Aufhebung aller Missstände in unserem Land,,,,,,,,,,,"Hallstr., Maximilianstr., Karolinenstr.,                 Hallstraße                                                                      2.000                 2.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,/ Aufhebung aller Corona- und,,,,,,,,,,,"Leonhardsberg, Pilgerhausstr., Jakoberstr.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Energiemassnahmenverordnungen /,,,,,,,,,,,"Obere Jakobermauer, Vogelmauer, Am",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Aufhebung aller Impfpflichten / neutrale,",,,,,,,,,,,"Vogeltor, Forsterstr., Margaretenstr.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,vollständige und wahrheitsgemäße Medien-,,,,,,,,,,,"Milchberg, Ulrichsplatz, Maximilianstr., Hallstr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Berichterstattung / Forderung Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"aller Massnahmen der letzten 2,5 Jahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"vorzulegen / Rücktritt der Regierungen, die",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"unser Land, unsere Versorgung, unseren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mittelstand und unsere Menschen ruinieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.10.2022    42             14:00      17:00 Lützerath lebt - Die Grünen sind tot - Keine                                                                                   Königsplatz - kurze Bahnhofstraße                                    20                      20
Veränderung in diesem System! Tretet aus der Partei Bündnis90/Die Grünen aus!
Protest gegen die fortwährend versagende Klimapolitik egal welcher Regierung als Symptom unseres Systems am Beispiel der Entscheidung der Grünen, Lützerath abzubaggern. Kundgebung für Klimagerechtigkeit, soziale Gerechtigkeit, Antifaschismus und Diskriminierung,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23 00:00:00,,,42,,14:30,,,"16:00 Mahnwache gegen geplante Tierversuchslabore am Uniklinikum Augsburg, Motto ""Augsburg muss
tierversuchsfrei bleiben""",,,,,,,,,,,,,,,,,,,,,,Stenglinstraße / Virchowstraße,,,,,,,,,,2.0,,,,,,20.0,,,,,
2022-10-23 00:00:00,,,42,,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,,,10.0,,,,,,20.0,,,,,
2022-10-23 00:00:00,,,42,,15:00,,,"16:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,,,,,,,,,,,Wittelsbacher Park,,,,,,,,,,10.0,,,,,,20.0,,,,,
2022-10-24 00:00:00,,,43,,16:30,,,17:30 Schweigen für den Frieden,,,,,,,,,,,,,,,,,,,,,,Rathausplatz Ecke Philippine-Welser-Straße,,,,,,,,,,5.0,,,,,,10.0,,,,,
2022-10-24 00:00:00,,,43,,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,,,,,,,,,,,Holbeinplatz,,,,,,,,,,35.0,,,,,,100.0,,,,,
2022-10-25 00:00:00,,,43,,17:30,,,18:30 Gaspreise,,,,,,,,,,,,,,,,,,,,,,Königsplatz,,,,,,,,,,20.0,,,,,,20.0,,,,,
2022-10-27 00:00:00,,,43,,10:00,,,"11:30 Tarifrunde der Metall- und Elektroindustrie
3. Tarifauftakt",,,,,,,,,,,,,,,,,,,,,,Königsplatz - Kurze Bahnhofstraße,,,,,,,,,,1.2,,,,,,1.2,,,,,2022-10-11
2022-10-27 00:00:00,,,43,,10:00,,,"11:30 Tarifrunde der Metall- und Elektroindustrie
3. Tarifauftakt",,,,,,,,,,,"Königsplatz, Bgm.-Fischer-Straße, Moritzplatz, Maximilianstraße",,,,,,,,,,,"Königsplatz - Kurze Bahnhofstraße, Maximilianstraße",,,,,,,,,,1.2,,,,,,1.2,,,,,
2022-10-27 00:00:00,,,43,,13:30,,,15:30 Das Uni-Tierversuchslabor darf nicht,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,,,20.0,,,,,,20.0,,,,,
"kommen!
Stadtrat gegen Tierversuche in der Friedensstadt (Antrag V-Partei)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28 00:00:00,,,43,9:30,,,9:50 Hallstraße autofrei: Platz für Menschen statt,,,,,,,,,,,,Hallstraße,,,,,,,,,,,,,,,,,,,100,,,,,,,100,,,,,,
,,,,,,,"für Autos, sichere autofreie Fahrradstraße",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"statt Autoposer und Autoraser, sicherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Aufenthaltsraum für Schüler*innen statt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Parkplätze und Autofahren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29 00:00:00,,,43,13:30,,,"16:00 Galerie zur Aufklärung der Pandemiepolitik
der letzten 2 1/2 Jahre",,,,,,,,,,,,,,,,,,,,,,,Elias-Holl-Platz,,,,,,,,10,,,,,,,10,,,,,,
2022-10-29 00:00:00,,,43,16:00,,,"19:00 ""Cube of Truth"" - Tierrechte/-befreiung, Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,Königsplatz - Manzú-Brunnen,,,,,,,,6,,,,,,,20,,,,,,
2022-10-29 00:00:00,,,43,11:00,,,"17:00 Schwerpunkt:
Die Wahrheitserklärung von Falun Dafa: Wahrhaftigkeit, Barmherzigkeit und Nachsicht.
Gegen die Verfolgung von Falun Gong- Praktizierende und Organraub an Falun Gong- Praktizierende in China.
Petition mit der Unterschriftensammlung an die deutsche Bundesregierung: Gegen Organraub an den lebenden Menschen. Zur sofortigen Beendigung der erzwungenen Organentnahmen von Falun Gong- Praktizierenden in der Volksrepublik China.",,,,,,,,,,,,,,,,,,,,,,,Bgm.-Fischer-Str. 11,,,,,,,,3,,,,,,,10,,,,,,
2022-10-29 00:00:00,,,43,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,,,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,2,,,,,,,10,,,,,,
2022-10-29 00:00:00,,,43,15:30,,,17:00 Für das Grundgesetz,,,,,,,,,,,,,,,,,,,,,,,Elias-Holl-Platz,,,,,,,,500,,,,,,,500,,,,,,
2022-10-29 00:00:00,,,43,17:00,,,"19:00 Aufhebung aller Missstände in unserem Land
/ Aufhebung aller Corona- und Energiemassnahmenverordnungen / Aufhebung aller Impfpflichten / neutrale, vollständige und wahrheitsgemäße Medien- Berichterstattung / Forderung Evaluation aller Massnahmen der letzten 2,5 Jahre vorzulegen / Rücktritt der Regierungen, die unser Land, unsere Versorgung, unseren Mittelstand und unsere Menschen ruinieren
/",,,,,,,,,,,,"Elias-Holl-Platz, Eisenberg, Maximilianstraße, Hallstraße, Konrad-Adenauer-Allee, Königsplatz, Fuggerstraße, Am Alten Einlaß, Prinzregentenstraße, Viktoriastraße, Bahnhofstraße, Schaezlerstraße, Hermanstraße, Ladehofstraße",,,,,,,,,,,"Elias-Holl-Platz, Ladehofstraße",,,,,,,,2,,,,,,,2,,,,,,
2022-10-30 00:00:00,,,43,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,10,,,,,,,20,,,,,,
2022-10-30 00:00:00,,,43,15:00,,,"16:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,,,,,,,,,,,,Wittelsbacher Park,,,,,,,,10,,,,,,,20,,,,,,
2022-10-31 00:00:00,,,44,17:30,,,18:30 Schweigen für den Frieden,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,5,,,,,,,10,,,,,,
2022-10-31 00:00:00,,,44,18:00,,,19:30 Stop terroRussia - Arm Ukraine Now,,,,,,,,,,,,"Moritzplatz, Bgm.-Fischer-Str., Königsplatz, Annastr., Steingasse, Rathausplatz,
Maximilianstr., Moritzplatz",,,,,,,,,,,Moritzplatz,,,,,,,,100,,,,,,,170,,,,,,2022-10-31
2022-11-01 00:00:00,,,44,10:15,,,"12:00 Gedenkveranstaltung für die Opfer des
Faschismus",,,,,,,,,,,,,,,,,,,,,,,Westfriedhof,,,,,,,,60,,,,,,,60,,,,,,
2022-11-04 00:00:00,,,44,15:00,,,"20:00 Schlachthof-Mahnwache mit Ampelaktion an
der Kreuzung",,,,,,,,,,,,,,,,,,,,,,,"Am alten Schlachthof, Kreuzung Berliner
Allee",,,,,,,,10,,,,,,,15,,,,,,
2022-11-05 00:00:00,,,44,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,,,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,2,,,,,,,10,,,,,,
2022-11-05 00:00:00,,,44,13:00,,,"16:00 Galerie zur Aufklärung der Pandemie-Politik
der letzten 2 1/2 Jahre",,,,,,,,,,,,,,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,10,,,,,,,10,,,,,,
2022-11-05 00:00:00,,,44,15:00,,,17:00 Gaspreise,,,,,,,,,,,,"Königsplatz, Bgm.-Fischer-Str., Moritzplatz, Maximilianstraße, Rathausplatz, Steingasse, Annastraße, Königsplatz",,,,,,,,,,,Königsplatz,,,,,,,,20,,,,,,,50,,,,,,
2022-11-05 00:00:00,,,44,15:30,,,"16:30 Unabhängiger Journalismus,
dem man vertrauen kann / Ausgewogene und neutrale Berichterstattung / Unabhängige Wissenschaft im Dialog mit allen Experten",,,,,,,,,,,,,,,,,,,,,,,Maximilianstr. 3,,,,,,,,10,,,,,,,10,,,,,,
2022-11-05 00:00:00,,,44,16:30,,,"19:30 Cube of Truth - Tierrechte/-befreiung, Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,Königsplatz/Manzu-Brunnen,,,,,,,,6,,,,,,,20,,,,,,
2022-11-05 00:00:00,,,44,17:00,,,"19:30 Aufhebung aller Missstände in unserem Land
/ Aufhebung aller Corona- und Energiemassnahmenverordnungen / Aufhebung aller Impfpflichten / neutrale, vollständige und wahrheitsgemäße Medien- Berichterstattung / Forderung Evaluation aller Massnahmen der letzten 2,5 Jahre vorzulegen / Rücktritt der Regierungen, die unser Land, unsere Versorgung, unseren Mittelstand und unsere Menschen ruinieren
/",,,,,,,,,,,,"Hallstr., Maximilianstr., Karolinenstr., Leonhardsberg, Pilgerhausstr., Jakoberstr., Obere Jakobermauer, Vogelmauer, Am Vogeltor, Forsterstr., Margaretenstr., Milchberg, Ulrichsplatz, Maximilianstr., Hallstr.",,,,,,,,,,,Hallstraße,,,,,,,,5,,,,,,,5,,,,,,
2022-11-06 00:00:00,,,44,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,10,,,,,,,20,,,,,,
2022-11-06 00:00:00,,,44,15:00,,,"16:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,,,,,,,,,,,,Wittelsbacher Park,,,,,,,,10,,,,,,,20,,,,,,
2022-11-07 00:00:00,,,45,7:30,,,9:00 Mahnwache gegen geplante,,,,,,,,,,,,,,,,,,,,,,,Werner-von-Siemens-Str. Höhe Hausnr. 10,,,,,,,,2,,,,,,,10,,,,,,
"Tierversuchslabore im Sigma Technopark ab
2022 / 2023, Motto: ""Augsburg muss tierversuchsfrei bleiben""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07 00:00:00,,,45,10:00,,,"11:00 laufende Tarifrunde der Metall- und
Elektroindustrie",,,,,,,,,,,,,,,,,,,,,,,"MT Aerospace, Haupteingang Pforte, Franz-
Josef-Strauß-Str. 5",,,,,,,,180,,,,,,,180,,,,,,
2022-11-07 00:00:00,,,45,13:00,,,"13:45 Traifrunde Bayerisches Bäckerhandwerk: Mehr Geld für gute Arbeit! Öffentliche Kundgebung, warum die Beschäftigten im bayerischen Bäckerhandwerk mehr Geld brauchen. Die
Gewerkschaft NGG fordert 200 Euro mehr im Monat, die Arbeitgeber haben bei der letzten Verhandlung nur 135
Euro mehr angeboten.",,,,,,,,,,,,,,,,,,,,,,,Königsplatz Manzu-Brunnen,,,,,,,,50,,,,,,,50,,,,,,
2022-11-07 00:00:00,,,45,17:00,,,"18:00 Unabhängiger Journalismus,
dem man vertrauen kann / Ausgewogene und neutrale Berichterstattung / Unabhängige Wissenschaft im Dialog mit allen Experten",,,,,,,,,,,,,,,,,,,,,,,Maximilianstr. 3,,,,,,,,5,,,,,,,5,,,,,,
2022-11-07 00:00:00,,,45,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,,,,,,,,,,,,Holbeinplatz,,,,,,,,35,,,,,,,100,,,,,,
2022-11-07 00:00:00,,,45,17:30,,,"18:30 Stille Kundgebung, Schweigen für Frieden",,,,,,,,,,,,,,,,,,,,,,,Königsplatz - kurze Bahnhofstr.,,,,,,,,10,,,,,,,10,,,,,,
2022-11-07 00:00:00,,,45,18:00,,,"20:00 Gegen Sozialabbau, Umweltzerstörung und Kriegsgefahr, gegen Rassismus und Faschismus, für internationale Solidarität",,,,,,,,,,,,,,,,,,,,,,,Königsplatz - Manzú-Brunnen,,,,,,,,10,,,,,,,30,,,,,,
2022-11-08 00:00:00,,,45,9:30,,,"10:30 laufende Tarifrunde der Metall- und
Elektroindustrie",,,,,,,,,,,,,,,,,,,,,,,"RENK GmbH, Gögginger Str. 73, Parkplatz
Halle 118",,,,,,,,800,,,,,,,800,,,,,,
2022-11-08 00:00:00,,,45,17:30,,,18:30 Gaspreise,,,,,,,,,,,,,,,,,,,,,,,Königsplatz,,,,,,,,15,,,,,,,15,,,,,,
2022-11-09 00:00:00,,,45,9:30,,,"10:30 fortlaufende Tarifrunde der Metall- und
Elektroindustrie",,,,,,,,,,,,"Sebastianstraße, Georg-Haindl-Straße,
Stadtbachstraße",,,,,,,,,,,"Sebastianstraße (MAN Tor C),
Stadtbachstraße 1",,,,,,,,1.7,,,,,,,1.7,,,,,,
2022-11-09 00:00:00,,,45,19:00,,,"20:30 Gedenkabend, Stolpersteinrundgang mit Vorstellung der Einzelschicksale",,,,,,,,,,,,"Königsplatz, Wallstr., Katharinengasse, Wallstr., Königsplatz, Annastr., Martin-Luther- Platz, Fuggerplatz, Philippine-Welser-Str., Moritzplatz, Maximilianstr., Judenberg, Weiße Gasse, Vorderer Lech, Holbeinplatz",,,,,,,,,,,"Katharinengasse 15, Martin-Luther-Platz 5,
Maximilianstr. 17, Vorderer Lech 9, Holbeinplatz",,,,,,,,40,,,,,,,40,,,,,,
2022-11-10 00:00:00,,,45,10:30,,,"11:30 laufende Tarifrunde der Metall- und
Elektroindustrie",,,,,,,,,,,,,,,,,,,,,,,Haunstetter Str. 225,,,,,,,,1.7,,,,,,,1.7,,,,,,
2022-11-11 00:00:00,,,45,11:15,,,12:00 Hallstraße autofrei: Platz für Menschen statt,,,,,,,,,,,,,,,,,,,,,,,Hallstraße,,,,,,,,100,,,,,,,100,,,,,,
"für Autos,
sichere autofreie Fahrradstraße statt Autoposer und Autoraser, sicherer Aufenthaltsraum für Schüler*innen statt Parkplätze und Autofahren: für einen zügig umgesetzen Verkehrsversuch in der Hallstraße! Wir demonstrieren dass eine Sperrung für Autos sinnvoll und möglich ist!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.11.2022    45             11:00      17:00 Schwerpunkt:                                                                                                                                   Bgm.-Fischer-Str. 11                                                             3                      10
Die Wahrheitserklärung von Falun Dafa: Wahrhaftigkeit, Barmherzigkeit und Nachsicht.
Gegen die Verfolgung von Falun Gong- Praktizierende und Organraub an Falun Gong- Praktizierende in China.
Petition mit der Unterschriftensammlung an die deutsche Bundesregierung: Gegen Organraub an den lebenden Menschen. Zur sofortigen Beendigung der erzwungenen Organentnahmen von Falun Gong- Praktizierenden in der Volksrepublik China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12 00:00:00,,,45,,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,10.0,,,,
2022-11-12 00:00:00,,,45,,13:00,,,"16:00 Galerie zur Aufklärung der Pandemie-Politik
der letzten 2 1/2 Jahre",,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,10.0,,,,
2022-11-12 00:00:00,,,45,,15:30,,,"16:30 Eine Mahnwache der Aktion“ Leuchtturm ARD“ die bereits in mehreren Städten stattfindet.
Thema: - Unabhängiger Journalismus, dem man vertrauen kann.
- Ausgewogene und neutrale Berichterstattung
- Unabhängige Wissenschaft im Dialog mit
allen Experten",,,,,,,,,,,Maximilianstr. 3,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,10.0,,,,
"12.11.2022    45             16:00      19:00 Cube of Truth - Tierrechte/-befreiung,                                                                                           Königsplatz/Manzu-Brunnen                                               6                      20
Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12 00:00:00,,,45,,17:00,,,19:30 Aufhebung aller Missstände in unserem Land,,,,,,,,,,,"Hallstr., Maximilianstr., Karolinenstr.,",,,,,,,,,,,Hallstraße                                                                      5.000                 5.000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,/ Aufhebung aller Corona- und,,,,,,,,,,,"Leonhardsberg, Pilgerhausstr., Jakoberstr.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Energiemassnahmenverordnungen /,,,,,,,,,,,"Obere Jakobermauer, Vogelmauer, Am",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Aufhebung aller Impfpflichten / neutrale,",,,,,,,,,,,"Vogeltor, Forsterstr., Margaretenstr.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,vollständige und wahrheitsgemäße Medien-,,,,,,,,,,,"Milchberg, Ulrichsplatz, Maximilianstr., Hallstr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Berichterstattung / Forderung Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"aller Massnahmen der letzten 2,5 Jahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"vorzulegen / Rücktritt der Regierungen, die",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"unser Land, unsere Versorgung, unseren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mittelstand und unsere Menschen ruinieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13 00:00:00,,,45,,14:30,,,15:45 Bessere Unterstützung für Frauen im,,,,,,,,,,,"Rathausplatz, Maximilianstraße, Bgm.-Fischer-  Rathausplatz",,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,20.0,,,,
,,,,,,,,Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,"Straße, Königsplatz, Annastraße, Rathausplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13 00:00:00,,,45,,15:00,,,"16:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,Wittelsbacher Park,,,,,,,,,,,,,,10,,,,,,,,,,,,20,,,,,,
2022-11-14 00:00:00,,,46,,17:00,,,"18:00 Mahnwache der Aktion „ Leuchtturm ARD“
Thema: - Unabhängiger Journalismus",,,,,,,,,,,Maximilianstr. 3,,,,,,,,,,,,,,10,,,,,,,,,,,,10,,,,,,
"- Ausgewogene und neutrale Berichterstattung
- Unabhängige Wissenschaft im Dialog mit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,allen Experten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 00:00:00,,,46,,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,,,,,,,,,,,Holbeinplatz,,,,,,,,,,,35.0,,,,,,100.0,,,,
2022-11-14 00:00:00,,,46,,17:30,,,"18:30 Stille Kundgebung, Schweigen für Frieden",,,,,,,,,,,,,,,,,,,,,,"Königsplatz, kurze Bahnhofstr.",,,,,,,,,,,10.0,,,,,,10.0,,,,
2022-11-15 00:00:00,,,46,,10:00,,,10:30 fortlaufende Tarifrunde der Metall- und Elektroindustrie I Zentraler Warnstreik,,,,,,,,,,,"Sebastianstraße, Heinrich-von-Buz-Straße, Wertachbrucker-Tor-Straße, Am Katzenstadel, Heilig-Kreuz-Straße, An der Blauen Kappe, Volkhartstraße, Fuggerstraße, Königsplatz",,,,,,,,,,,Königsplatz,,,?,,,,,,,,,,,,?,,,,,,
2022-11-15 00:00:00,,,46,,10:00,,,"10:30 fortlaufende Tarifrunde der Metall- und
Elektroindustrie I Zentraler Warnstreik",,,,,,,,,,,"Ulrich-Hofmaier-Straße, Gögginger Straße,
Hermanstraße, Königsplatz",,,,,,,,,,,Königsplatz,,,?,,,,,,,,,,,,?,,,,,,
2022-11-15 00:00:00,,,46,,11:00,,,"12:00 fortlaufende Tarifrunde der Metall- und
Elektroindustrie I Zentraler Warnstreik",,,,,,,,,,,,,,,,,,,,,,Königsplatz,,,,,,,,,,,2.5,,,,,,2.5,,,,
2022-11-16 00:00:00,,,46,,17:00,,,"20:00 Cube of Truth - Tierrechte/-befreiung, Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,,,,6.0,,,,,,20.0,,,,
2022-11-16 00:00:00,,,46,,18:00,,,19:00 WeRememberTerrorFemine,,,,,,,,,,,"Königsplatz, Annastr., Steingasse, Rathausplatz, Maximilianstr., Moritzplatz, Bgm.-Fischer-Str., Königsplatz",,,,,,,,,,,Königsplatz,,,,,,,,,,,100.0,,,,,,200.0,,,,
2022-11-17 00:00:00,,,46,,19:00,,,20:00 Um die Erinnerung an die Anschläge auf,,,,,,,,,,,,,,,,,,,,,,Bahnhofstr. 2,,,,,,,,,,,40.0,,,,,,40.0,,,,
