Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
2024-02-01,0 days 18:00:00,0 days 20:00:00,"""Mahnwache für Rundfunkfreiheit"" (vom 04.01. bis 27.06.2024 - jeweils Do.)",Masurenallee,8,14057.0,,20.0,20.0
2024-02-01,0 days 18:00:00,0 days 20:00:00,"""FREIHEIT FÜR JULIAN ASSANGE! Presse-und Meinungsfreiheit als Grundlage für Demokratie und Frieden.""",,,,Pariser Platz 2 (AK vor der amerikanischen Botschaft) - Unter den Linden/ Wilhelmstr. (ZK) - Pariser Platz,35.0,
2024-02-01,0 days 20:00:00,0 days 21:30:00,"""Gedenken an Zohra und alle anderen Frauen / Femizid Gedenken""",Maximilianstr.,,13187.0,,20.0,2.0
2024-02-02,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,5.0
2024-02-02,0 days 00:00:00,0 days 23:59:00,"""Mahnwache der Landwirte, Spediteure, Handwerker und des Mittelstands gegen die Mißstande der aktuellen Regierung sowie zur Unterstützung der weiteren kommenden Demonstrationen und Proteste"" (vom 28.01. bis 12.02.2024 - täglich)",Straße des 17. Juni,,10557.0,,100.0,14.0
2024-02-02,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 31.01. bis 15.02.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,30.0
2024-02-02,0 days 07:00:00,0 days 12:00:00,"""Versammlung zur aktuellen Haushaltspolitik der Bundesregierung im Bereich Landwirtschaft""",Leipziger Str.,2024-04-03 00:00:00,10117.0,,30.0,100.0
2024-02-02,0 days 07:30:00,0 days 11:00:00,"""Sicherere Straßen um unseren Schulstandort""",Sybelstr.,20,10629.0,,100.0,7.0
2024-02-02,0 days 10:00:00,0 days 12:00:00,"""Klimamahnwache zur Einhaltung des Pariser Abkommens, Fridays for Future"" (vom 05.01. bis 28.06.2024 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,
2024-02-02,0 days 10:00:00,0 days 18:00:00,"""Hinrichtungswelle im Iran stoppen/ Anhaltende Menschenrechtsverletzungen verurteilen / Solidarität mit den Bürgerprotesten im Iran""",Paul-Löbe-Allee,,10557.0,,10.0,2.0
2024-02-02,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2024-02-02,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,40.0
2024-02-02,0 days 11:00:00,0 days 16:30:00,"""Unsere Selbstbestimmung bringt die Politik ins Schwitzen!""",Paul-Löbe-Allee,,10557.0,,30.0,15.0
2024-02-02,0 days 12:00:00,0 days 20:00:00,"""Im Sinne der Menschenrechte, Demokratie, Rechtsstaatlichkeit und Presse- und Meinungsfreiheit setzen wir ein Zeichen für die Freiheit von Julian Assange, der seit über vier Jahren ohne Urteil im Hochsicherheitsgefängnis Belmarsh sitzt und gegen seine Auslieferung an die USA wegen der Veröffentlichungen von Kriegsverbrechen, die in Zusammenarbeit mit großen Medien erfolgten. Journalismus ist kein Verbrechen. Wir laden alle Menschen herzlich ein zu uns zu kommen, um sich zu informieren, uns zu unterstützen, oder mit uns zu diskutieren."" (vom 05.01. bis 26.04.2024 - jeweils Fr.)",Pariser Platz,,10117.0,,8.0,
2024-02-02,0 days 15:00:00,0 days 16:00:00,"""Mahnwache gegen rechtsextremistische Tendenzen in Politik und Gesellschaft""",Alexanderplatz,,10178.0,,15.0,4.0
2024-02-02,0 days 15:00:00,0 days 18:00:00,"""Die einzige Partei die Gaza nicht verraten hat!""",S-Bhf. Schönhauser Allee,,10439.0,,15.0,35.0
2024-02-02,0 days 16:00:00,0 days 18:00:00,"""Israelis in Berlin fordern ein Ende des Krieges! Für sofortigen Waffenstillstand, Freilassung der Geiseln und eine diplomatische Lösung für eine nachhaltige Zukunft in Israel-Palästina""",Werderscher Markt,,10117.0,,100.0,15.0
2024-02-02,0 days 17:00:00,0 days 18:30:00,"""Kundgebung zur Urteilsverkündung für den Mord an Brianna Ghey""",Unter den Linden,71,10117.0,,30.0,10.0
2024-02-02,0 days 17:00:00,0 days 19:00:00,"""Die Linse muss bleiben! Gegen Jugendclubschließungen""",Möllendorffstr.,6,10367.0,,10.0,90.0
2024-02-02,0 days 17:15:00,0 days 23:59:00,"""Brandmauer Generalprobe- Gegen Biermänner*innen und Brandstifter*innen in Blankenburg und überall. Für Vielfalt, Menschenwürde, Solidarität, Teilhabe und Gerechtigkeit.""",Alt-Blankenburg,12A,13129.0,,100.0,
2024-02-02,0 days 17:30:00,0 days 19:00:00,"""Wir stehen an eurer Seite - Mahnwache zum Schutz jüdischen Lebens"" (vom 02.02. bis 23.02.2024 - jeweils Fr.)",Fraenkelufer,18,10999.0,,50.0,3.0
2024-02-03,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,12.0
2024-02-03,0 days 00:00:00,0 days 23:59:00,"""Mahnwache der Landwirte, Spediteure, Handwerker und des Mittelstands gegen die Mißstande der aktuellen Regierung sowie zur Unterstützung der weiteren kommenden Demonstrationen und Proteste"" (vom 28.01. bis 12.02.2024 - täglich)",Straße des 17. Juni,,10557.0,,100.0,10.0
2024-02-03,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 31.01. bis 15.02.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,50.0
2024-02-03,0 days 09:00:00,0 days 11:00:00,"""Falun Dafa / Falun Gong ist gut. Wahrhaftigkeit, Güte und Nachsicht sind wichtig für alle Menschen.""",Pariser Platz,,10117.0,,60.0,9.0
2024-02-03,0 days 10:00:00,0 days 17:00:00,"""Die einzige Partei die Gaza nicht verraten hat!""",Hermannplatz,,10967.0,,15.0,
2024-02-03,0 days 10:00:00,0 days 18:00:00,"""Gegen Mietverdrängung durch sogenannte energetische Sanierung und Luxussanierung für unverfälschte Denkmalpflege, Verstoss gegen den Kaufvertrag."" (vom 20.01. bis 20.04.2024 - jeweils Mi.,Sa.,So.)",Kehrwieder,,13509.0,An der Heide - Kehrwieder - Am Rosensteg- Am Brunnen (alle 2 Stunden im Wechsel),6.0,28.0
2024-02-03,0 days 10:45:00,0 days 11:45:00,"""Gedenken an John Schehr und andere""",Königstr.,,14109.0,,20.0,
2024-02-03,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,10.0
2024-02-03,0 days 11:00:00,0 days 12:00:00,"""Mahnwache für Toleranz und ein friedliches Miteinander""",Marktstr.,4A,13597.0,,20.0,15.0
2024-02-03,0 days 11:00:00,0 days 12:00:00,"""90. Jahrestag der Ermordung von John Schehr, Eugen Schönhaar, Rudolf Schwarz und Erich Steinfurth am 1./2. Februar 1934 durch die Nazis""",John-Schehr-Str.,,10407.0,,20.0,450.0
2024-02-03,0 days 11:00:00,0 days 13:00:00,"""Protestmarsch gegen Rechts""",,,,Potsdamer Platz - Ebertstr. - Platz des 18. März - Scheidemannstr. - Platz der Republik,1000.0,100.0
2024-02-03,0 days 11:00:00,0 days 16:00:00,"""Gegen den Faschismus und die Politik der Spaltung- Unsere Alternative heißt Solidarität""",Unter den Linden,76,10117.0,,40.0,150000.0
2024-02-03,0 days 11:00:00,0 days 18:00:00,"""Hand in Hand - #WirSindDieBrandmauer Menschenkette um den Reichstag als symbolische Brandmauer, die unsere Demokratie und ein solidarisches Miteinander vor rechter Hetze schützt.""",Platz der Republik,1,10557.0,"Menschenkette: Platz der Republik, Scheidemannstraße - Dorotheenstraße (jeweils Gehweg) bis vor Wilhelmstraße sowie Paul-Löbe-Allee - Reichstagsufer (inkl. Fahrbahnen) bis vor Wilhelmstraße",100000.0,
2024-02-03,0 days 11:00:00,0 days 18:00:00,"""Wahlkundgebung zur Wiederholungswahl""",Unter den Linden,40,10117.0,,10.0,100.0
2024-02-03,0 days 11:30:00,0 days 13:30:00,"""Schluss mit den Hinrichtungen im lran""",Pariser Platz,,10117.0,,100.0,300.0
2024-02-03,0 days 11:30:00,0 days 14:00:00,"""Für Antifaschismus und Bewegungsfreiheit - Gemeinsam zu Hand in Hand""",,,,(neu) Neptunbrunnen – Spandauer Str. - Karl-Liebknecht-Str. – Karl-Liebknecht-Brücke – Schlossplatz – Schlossbrücke - Unter den Linden (alt) Neptunbrunnen - Karl-Liebknecht-Str. - Unter den Linden - Pariser Platz,500.0,3.0
2024-02-03,0 days 12:00:00,0 days 14:30:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,9.0
2024-02-03,0 days 12:00:00,0 days 15:00:00,"""Herz statt Schmerz - Info und Aufklärung über Haltung von Tieren, wie es besser für Tiere sein kann. Statt Massentierhaltung.""",Wittenbergplatz,5,10789.0,,10.0,40.0
2024-02-03,0 days 14:00:00,0 days 16:00:00,"""Gegen die Represssionen von Bevölkerung in Bashqortostan Republic in Russland""",Unter den Linden,63,10117.0,,100.0,
2024-02-03,0 days 14:00:00,0 days 18:00:00,"""Kundgebung und Demonstration mit dem Titel: Erwachsene und Kinder gemeinsam für den Frieden in Gaza""",,,,ALT: Pariser Platz - Unter den Linden - Schloßplatz - Am Lustgarten NEU: Potsdamer Platz (Südseite) (AP) - Leipziger Platz - Leipziger Straße - Leipziger Straße/Friedrichstraße (ZK) - Jerusalemer Straße - Hausvogteiplatz - Oberwallstraße - Werderscher Markt - Schloßplatz 1 (EP),1000.0,2.0
2024-02-03,0 days 14:30:00,0 days 16:00:00,"""Unterstützung der friedlichen, algerischen Revolution hin zu einem demokratischen Staat"" (vom 06.01. bis 29.06.2024 - jeweils Sa.)",Pariser Platz,,10117.0,,10.0,
2024-02-03,0 days 14:30:00,0 days 19:00:00,"""Versammlung mit politischen und sozialen Hintergrund. Zur Erinnerung und Klarstellung der christlichen Werte. Um die Lage der christlichen Menschen in Islamischen dominierten Ländern aufmerksam zu machen.""",Hardenbergplatz,,10623.0,,7.0,11.0
2024-02-03,0 days 14:45:00,0 days 18:00:00,"""Tierrecht /Veganismus"" (vom 03.02. bis 16.03.2024 - jeweils Sa.)",Pariser Platz,,10117.0,,10.0,220.0
2024-02-03,0 days 15:00:00,0 days 18:00:00,"""Gemeinsam gegen Rechts""",,,,Lennéstr./Ebertstr. - Ebertstr. - Potsdamer Platz –Potsdamer Str. - Reichpietschufer - Von-der-Heydt-Str. - Klingelhöferstr. - Herkulesbrücke – Lützowplatz - Schillstraße – Kurfürstenstr. - Kurfürstenstr./Keithstr.,200.0,120.0
2024-02-03,0 days 15:30:00,0 days 19:00:00,"""Freiheit für Abdullah Öcalan. Gegen Isolationshaft""",,,,Oranienplatz (AP) – Oranienstr. - Moritzplatz – Prinzenstr. - Heinrich-Heine-Str. – Brückenstr. - Jannowitzbrücke – Alexanderstr. – Dircksenstr. - Alexanderplatz (Weltzeituhr) (EP/AK),100.0,3.0
2024-02-04,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,10.0
2024-02-04,0 days 00:00:00,0 days 23:59:00,"""Mahnwache der Landwirte, Spediteure, Handwerker und des Mittelstands gegen die Mißstande der aktuellen Regierung sowie zur Unterstützung der weiteren kommenden Demonstrationen und Proteste"" (vom 28.01. bis 12.02.2024 - täglich)",Straße des 17. Juni,,10557.0,,100.0,10.0
2024-02-04,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 31.01. bis 15.02.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,
2024-02-04,0 days 09:00:00,0 days 11:00:00,"""Falun Dafa / Falun Gong ist gut. Wahrhaftigkeit, Güte und Nachsicht sind wichtig für alle Menschen.""",Pariser Platz,1,10117.0,,60.0,
2024-02-04,0 days 10:10:00,0 days 18:00:00,"""Gegen Mietverdrängung durch sogenannte energetische Sanierung und Luxussanierung für unverfälschte Denkmalpflege, Verstoss gegen den Kaufvertrag."" (vom 20.01. bis 20.04.2024 - jeweils Mi.,Sa.,So.)",Kehrwieder,,13509.0,An der Heide - Kehrwieder - Am Rosensteg- Am Brunnen (alle 2 Stunden im Wechsel),6.0,
2024-02-04,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,2.0
2024-02-04,0 days 12:00:00,0 days 14:30:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,10.0
2024-02-04,0 days 12:30:00,0 days 13:10:00,"Eilversammlung ""Russland ohne Putin""",Unter den Linden,63,10117.0,"vor der Botschaft der Russischen Föderation, Unter den Linden 63-65, 10117 Berlin-Mitte",10.0,6.0
2024-02-04,0 days 13:00:00,0 days 16:00:00,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",Pariser Platz,1,10117.0,,12.0,50.0
2024-02-04,0 days 14:00:00,0 days 15:00:00,"""Venezolaner in aller Welt vereinigen sich gegen die Wahlblockade und die repressive Eskalation des Regimes""",Pariser Platz,,10117.0,,50.0,40.0
2024-02-04,0 days 14:00:00,0 days 16:00:00,"""Die Ampel muss weg. Laut ARD-Deutschland sind 82 % Menschen unzufrieden mit der Bundesregierung, stand Anfang Januar 2024. Wir sind freie Menschen, keine Sklaven und fordern den sofortigen Rücktritt der Bundesregierung.""",Platz der Republik,1,10557.0,,50.0,50.0
2024-02-04,0 days 15:00:00,0 days 16:00:00,"""Frieden und Waffenstillstand""",Platz der Republik,1,10557.0,,200.0,90.0
2024-02-04,0 days 15:30:00,0 days 17:30:00,"""Es wird eine Versammlung angezeigt, um gegen die rechtswidrige Entscheidung des Türkischen Parlaments zu protestieren, die den Abgeordneten Can Atalay seines Sitzes beraubt hat. Die Versammlung setzt sich für die Anerkennung von rechtsstaatlichen Prinzipien und die Wahrung der demokratischen Rechte ein, die durch diese Maßnahme verletzt wurden.""",Oranienplatz,,10999.0,Oranienplatz - Kottbusser Tor (an der Gedenktafel von Celalettin Kesim),40.0,
2024-02-04,0 days 15:30:00,0 days 19:00:00,"""Freiheit für Abdullah Öcalan. Gegen Isolationshaft""",,,,Alexanderplatz (Weltzeituhr) - Dircksenstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz,100.0,200.0
2024-02-04,0 days 18:00:00,0 days 18:30:00,"""Lichterkette gegen Hass und Hetze""",Florastr.,15,13187.0,"jeweils auf den Gehwegen; keine Redebeiträge, Transparente oder Musikdarbietungen; Lichterkette mit Kerzen",300.0,70.0
2024-02-04,0 days 18:00:00,0 days 19:00:00,"""Licht im Dunkeln: Unsere Straße bleibt hell!"" Eine Lichterkette unter Nachbarn des Bötzowkiezs als Zeichen für eine freie Gesellschaft. Wir wollen die schweigenden Mehrheit von Demokrat:innen sichtbar machen mit Hilfe einer Lichterkette. Wir wollen ein Zeichensetzen vor unserer Haustür, für unsere Straße, für unseren Kiez, für unsere Gesellschaft und gegen die drohende Dunkelheit. (vom 04.02. bis 28.04.2024 - jeweils So.)",Käthe-Niederkirchner-Str.,23,10407.0,,100.0,30.0
2024-02-04,0 days 18:00:00,0 days 19:30:00,"""Verhaftung und Verschleppung von Menschenrechtler in Pakistan durch das Militär und Polizei, Unterdrückung der paschtunischen Minderheit """,Alexanderplatz,2,10178.0,,30.0,3.0
2024-02-05,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,16.0
2024-02-05,0 days 00:00:00,0 days 23:59:00,"""Mahnwache der Landwirte, Spediteure, Handwerker und des Mittelstands gegen die Mißstande der aktuellen Regierung sowie zur Unterstützung der weiteren kommenden Demonstrationen und Proteste"" (vom 28.01. bis 12.02.2024 - täglich)",Straße des 17. Juni,,10557.0,,100.0,16.0
2024-02-05,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 31.01. bis 15.02.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,10.0
2024-02-05,0 days 09:30:00,0 days 20:00:00,"""Kleider machen Müll - Viele Menschen spenden ihre Kleidung – doch die Fast Fashion-Industrie macht mit minderwertigen Billigklamotten die Second Hand-Ware zu einer Umweltkatastrophe.""",Pariser Platz,,10117.0,,15.0,4.0
2024-02-05,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2024-02-05,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,4.0
2024-02-05,0 days 12:00:00,0 days 14:00:00,"""Mahnwache vor dem RKI - Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Es besteht weiterhin die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde. Ferner ist bislang keinerlei Bemühung um Aufarbeitung der begangenen Rechtsbrüche zu erkennen. Da zudem längst Vorbereitungen für die nächste Pandemiesimulation angelaufen sind, ist ein Ende der Notwendigkeit der Mahnwache nicht abzusehen."" (vom 05.02. bis 28.10.2024 - jeweils Mo.)",Nordufer,20,13353.0,,15.0,30.0
2024-02-05,0 days 13:30:00,0 days 16:00:00,"""Sri Lankas Unabhängigkeitstag- Schwarzer Tag für die Eelam Tamilen""",Unter den Linden,71,10117.0,,50.0,5.0
2024-02-05,0 days 14:00:00,0 days 18:00:00,"""Menschenrechtsaktivität zur Verhinderung der Hinrichtung junger Menschen im Iran Der Jahrestag des Aufstands des iranischen Volkes und die Ehrung derjenigen, die letztes Jahr ihr Leben für Freiheit und Menschenrechte im Iran geopfert haben""",Goethestr.,42,10625.0,,5.0,3.0
