Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
02.07.2020,00:00,24:00,"""Mahnwache zum Thema Kohleausstiegsgesetz - Gegen die Förderung der Kohleindustrie in Deutschland"" (vom 26.06. bis 03.07.2020 - täglich)",Invalidenpark,,10115.0,,100.0,20.0
02.07.2020,00:00,24:00,"#KohlegesetzFällen #KeepShitShutDown Für den sofortigen Kohleausstieg, Degrowth und die Einhaltung der Nettonull 2028. Gegen das sogenannte ""Kohleausstiegsgesetz"" der Kohlelobby und ihren staatlichen Gehilfen. (vom 02.07. bis 31.12.2020 - täglich)",Rathausstr.,15,10178.0,,10.0,3.0
02.07.2020,10:00,11:00,"""Artgerecht ist nur die Freiheit""",Friedrichstr.,96,10117.0,,8.0,4.0
02.07.2020,10:30,13:00,"„Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden“ (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,5.0,3.0
02.07.2020,11:00,12:30,"""ver.di - Ein sozialer und nachhaltiger Luftverkehr ist möglich - Ihr fliegt in den Urlaub - wir fliegen raus!""",Platz der Republik,1,10557.0,,200.0,200.0
02.07.2020,11:00,14:00,"""Berufsausübungsverbot für Schausteller""",,,,"NEU (AP) Zentraler Festplatz – Am Festplatz – Kurt-Schumacher-Damm – Kapweg – Schwarnweberstr. – Müllerstr. – Chausseestr. – Ida-von-Arnim-Str. – Scharnhorststr. (BMiWE) – Invalidenstr. – Chausseestr. – Friedrichstr. (BMiG) – Leipziger Str. – Leipziger Platz – Potsdamer Platz – Ebertstr. – Straße des 17.Juni – Wende Höhe Yitzhak-Rabin-Str. – (EP) Platz des 18. März ALT Heerstraße Höhe Olympiastadion, Kaiserdamm, Bismarckstraße, Straße des 17. Juni, Großer Stern, Spreeweg, Paulstraße, Alt-Moabit, Invalidenstraße (Budeswirtschaftsministerium), Chausseestraße, Friedrichstraße (Gesundheitsministerium), Leipziger Straße (Finanzministerium), Leipziger Platz, Ebertstraße, Brandenburger Tor",2000.0,1700.0
02.07.2020,11:00,14:00,"""Solidarirät mit der XR-Aktivistin""",Turmstr.,91,10559.0,,20.0,25.0
02.07.2020,11:45,13:00,"""Ein Regenbogen-Zebrastreifen für den Kiez""",Martin-Luther-Str.,,10777.0,,10.0,15.0
02.07.2020,12:00,14:30,"""Gegen Besuch der türkischen Außenminister Çavusoglu Gegen türkische Staat Gegen Erdogan""",Werderscher Markt,1,10117.0,,70.0,85.0
02.07.2020,13:00,15:00,"""Protest gegen das Sivas-Massaker vom 2.7.1993""",Pariser Platz,,10117.0,,100.0,100.0
02.07.2020,13:30,15:30,"""Stiller Protest für die Selbstbestimmung""",Platz der Republik,1,10557.0,,30.0,40.0
02.07.2020,14:00,15:00,"""Gegen die Christenverfolgung und schwere andere Menschenrechtsverletzungen in Nordkorea; gegen Atombomben und Raketen, für Auflösung der Konzentrationslager"" (vom 04.06. bis 03.09.2020 - jeweils Do.)",Glinkastr.,2,10117.0,,15.0,8.0
02.07.2020,14:00,17:00,"""Hilfskredite des Bundes für die Lufthansa und Streichung von 1200 Arbeitsplätzen""",,,,Bundesministerium der Finanzen - Leipziger Str. - Potsdamer Platz - Ebertstr. - Scheidemannstr. - Heinrich-v-Gagern-Str. - Bundeskanzleramt (Forum),450.0,700.0
02.07.2020,14:00,20:30,"""""Zusammenstehen - Das Colosseum muss bleiben""""",,,,Schönhauser Allee 123 - Stargarder Str. - Duncker Str. - Raumerstr. - Gneiststr. - Schönhauser Allee - Gleimstr. - Am Falkplatz - Am Falkplatz/Gaudystr.,70.0,500.0
02.07.2020,15:00,16:00,"""Für eine Aufnahme der Flüchtlinge an der griechischen Grenze ( Moria) Musik for Moria"" (vom 02.07. bis 03.07.2020,Do.,Fr.)",Pariser Platz,,10117.0,,6.0,4.0
02.07.2020,15:30,17:00,"""Protest gegen die Zerstörung der denkmalgeschützten Innengestaltung und der ungerechtfertigten Abriss der patinierten Kupferdachdeckung durch das Erzbistum Berlin"" (vom 04.06. bis 16.07.2020 - jeweils Do.)",Bebelplatz,2,10117.0,,10.0,
02.07.2020,16:00,17:00,"""Fridays For Future Fahrraddemo zum Thema Kohleindustrie""",,,,(AP) Invalidenpark - Invalidenstr. - Alt-Moabit - Paulstraße - Spreeweg - Großer Stern - Straße des 17. Juni - Yitzhak-Rabin-Str. - Scheidemannstr. - Wilhelmstr. - Marschallbrücke - Luisenstr. - Platz vor dem Neuen Tor - Invalidenstr. - (EP) Invalidenpark,100.0,800.0
02.07.2020,16:10,17:47,"""Liebig bleibt""",Weidenweg,17,10249.0,,35.0,30.0
02.07.2020,18:00,20:00,"""Freiheit für Julian Assange! Pressefreiheit, Meinungsfreiheit, Grundlage von Demokratie und Frieden.""",Pariser Platz,,10117.0,,50.0,50.0
02.07.2020,18:00,20:30,"""Für die Akzeptanz von Musik & Tanzen als demokratische Willensbildung, unter Betonung von Musik & Tanzen als stark gemeinschafts- und gemeinwohlfördernd""",Treptower Park,,12435.0,,100.0,650.0
02.07.2020,18:00,21:00,"""jahrestag der Sivas Massakar Andenken Gegen türkische Staat Gegen Mörder Für Frieden und Brüderkichkeit Für Freiheit""",,,,Hermannplatz - Kottbusserdamm - Kottbusserstr - Kottbusser Tor - Adalbertstr. - Oranienstraße - Oranienplatz,500.0,190.0
02.07.2020,18:15,19:31,"""Fridays For Future""",Invalidenpark,,10115.0,Invalidenpark - Friedrichstr. / Reinhardstr. - Friedrichstr. - Leipziger Str. - Axel-Springer Str. - Lindenstr. - Gitschiner Str. - Hallesches Ufer - Reichpietschufer - Klingelhöfer Str. - Corneliusstr. - Stülerstr. - Rauchstr. - Klingelhöferstr. - Hofjägerallee - Großer Stern - Str. des 17. Juni - Platz des 18. März,300.0,
03.07.2020,00:00,24:00,"#KohlegesetzFällen #KeepShitShutDown Für den sofortigen Kohleausstieg, Degrowth und die Einhaltung der Nettonull 2028. Gegen das sogenannte ""Kohleausstiegsgesetz"" der Kohlelobby und ihren staatlichen Gehilfen. (vom 02.07. bis 31.12.2020 - täglich)",Rathausstr.,15,10178.0,,10.0,3.0
03.07.2020,06:30,18:00,"""Tierhaltung mit Herz und Hirn - auch Hund und Katze wollen beim Menschen bleiben!""",Leipziger Straße,3,10117.0,,50.0,5.0
03.07.2020,07:30,14:00,„Kundgebung gegen Kastenstand-Haltung von Sauen“,Leipziger Platz,,10117.0,,150.0,80.0
03.07.2020,08:00,10:00,"""Corona und die Schließung der Bordelle""",Leipziger Platz,,10117.0,,15.0,30.0
03.07.2020,08:00,10:30,„Klimaschutz jetzt!“,Platz der Republik,,10557.0,,100.0,50.0
03.07.2020,08:45,14:00,"""Kohleausstiegsgesetz ist kein wirksamer Klimaschutz""",Platz der Republik,1,10557.0,,30.0,20.0
03.07.2020,09:04,09:30,"""Rettet die europäischen Urwälder / „Save the european Primary forests2""",Wilhelmstr.,54,10117.0,,20.0,20.0
03.07.2020,09:04,09:30,Robin Wood,Wilhelmstr.,54,10117.0,,9.0,9.0
03.07.2020,09:15,11:56,"""Eine Zukunft ohne Kohlekraft""",Platz der Republik,1,10557.0,,20.0,20.0
03.07.2020,09:15,11:56,Aktion Greenpeace,Platz der Republik,1,10557.0,,20.0,20.0
03.07.2020,10:00,12:00,"„Klimaschutz, Fridays for Future, Mahnwache für das Pariser Abkommen"" (vom 01.05. bis 31.07.2020 - jeweils Fr.)",Platz der Republik,1,10557.0,,5.0,2.0
03.07.2020,10:00,13:00,"""Solidarität mit politischen Gefangenen in Kamerun""",Pariser Platz,4A,10117.0,,50.0,20.0
03.07.2020,10:30,13:00,"„Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden“ (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,5.0,3.0
03.07.2020,11:45,13:00,"""Mahnwache für die Schließung aller Schlachthäuser und für eine tierleidfreie Landwirtschaft""",Wilhelmstr.,54,10117.0,,10.0,30.0
03.07.2020,11:45,13:00,"""Kundgebung zum Erhalt von Arbeitsplätzen bei GALERIA Karstadt Kaufhof mit Unterschriftensammlung""",Tempelhofer Damm,191,12099.0,,300.0,300.0
03.07.2020,12:30,15:30,"""Hinrichtungswelle im Iran.""",Werderscher Markt,1,10117.0,,30.0,35.0
03.07.2020,13:00,14:00,"""Protest gegen die geplante Asphaltierung der Straße Am Goldmannpark und Aufruf an die Bezirksverwaltung zur Zusammenarbeit - Demonstration zum Erhalt des historischen Ortsbildes in Berlin Friedrichshagen und Dialog mit Vertretern aus dem Bezirk""",Am Goldmannpark / Böischestraße,,12587.0,,90.0,50.0
03.07.2020,14:00,16:00,"""Abgef.cktes Kohlenausstieggesetz. Wir sind hier und wir sind laut, um den Klima zu retten (und nicht die Geldbörse der Politik).""",,,,Wilhelmstr. 140 (am Willy Brandt Haus) - Stresemannstr. - Potsdamer Platz - Ebertstr. - Platz der Republik (EK),150.0,5.0
03.07.2020,15:00,16:00,"""Mahnwache gegen rechtsextremistische Tendenzen in Politik und Gesellschaft""",Alexanderplatz,2,10178.0,,15.0,
03.07.2020,15:00,16:00,"""Für eine Aufnahme der Flüchtlinge an der griechischen Grenze ( Moria) Musik for Moria""",Pariser Platz,,10117.0,,6.0,
03.07.2020,16:00,18:00,"„Heimat und Weltfrieden"" (vom 10.01. bis 26.12.2020 - jeweils Fr.)",Pariser Platz,1,10117.0,"2. Kundgebungsort Unter den Linden 63-65, Mittelinsel gegenüber der russischen Botschaft) -> &#61672; Die Örtlichkeiten werden wöchentlich gewechselt",20.0,30.0
03.07.2020,16:00,18:00,"""Treffen der Solidarität mit der Künstlerin Julia Tsvetkova gegen ihre kriminelle Amtszeit""",Unter den Linden,63,10117.0,,20.0,35.0
03.07.2020,18:00,20:30,"""Gegen die Annexierung palästinensischen Landes durch Israel entgegen des internationalen Rechts.""",Platz der Republik,1,10557.0,,250.0,180.0
03.07.2020,18:00,20:30,"""Solidarität mit Israel""",Platz der Republik,1,10557.0,,20.0,14.0
03.07.2020,18:00,21:00,"""WestBerlinerJunx gegen Faschotreffs in der Schillerstr. Das Kollektiv zeigt Gesicht""",Schillerstr.,48,10627.0,,500.0,9.0
03.07.2020,19:00,20:00,"""Supportdemo zu den Protesten in Ljubljana (Slowenien) mit der Forderung zum Rücktritt der Regierung""",,,,Pariser Platz - Unter den Linden - Friedrichstr. - Mohrenstr. - Hausvogteiplatz 3 (EK Slowenische Botschaft),30.0,16.0
04.07.2020,00:00,24:00,"#KohlegesetzFällen #KeepShitShutDown Für den sofortigen Kohleausstieg, Degrowth und die Einhaltung der Nettonull 2028. Gegen das sogenannte ""Kohleausstiegsgesetz"" der Kohlelobby und ihren staatlichen Gehilfen. (vom 02.07. bis 31.12.2020 - täglich)",Rathausstr.,15,10178.0,,10.0,3.0
04.07.2020,11:00,12:00,"""Mahnwache für Toleranz und ein friedliches Miteinander""",Marktstr.,,13597.0,,20.0,20.0
04.07.2020,11:00,12:15,"""JA zu Europa - NEIN zum Euro""",Platz des 18. März,,10117.0,,60.0,25.0
04.07.2020,11:00,13:00,"""Walk the Talk - Solidarität mit den schwarzen Menschen in den Vereinigten Staaten in ihrem Streben nach sozialer Gerechtigkeit""",,,,"NEU: AP: Dennewitzplatz, vor der American Curch in Berlin - Bülowstraße – Dennewitzstraße – Nelly Sachs Park – Park am Gleisdreieck – Schöneberger Ufer - Köthener Brücker/Köthener Straße – Reichpietschufer – Gabriele-Tergit-Promenade – Potsdamer Platz – Ebertstraße - EP: Platz des 18. März ALT:Dennewitzplatz (Amerikanische Kirche) - Bülowstraße - Alvenslebenstraße - Kulmer Straße - Nelly-Sachs-Park - Kurfürstenstraße - Nelly-Sachs-Park - Kurfürstenstraße - Nelly-Sachs-Park - Schöneberger Ufer - Köthener Straße (über Brücke Landwehrkanal) - Reichpietschufer - Mendelssohn-Bartholdy-Park - Gabriele-Tergit-Promenade - Potsdamer Platz - Potsdamer Straße - Ebertstraße (ZK an der amerikanischen Botschaft)- EK Platz des 18. März Neue Wegstrecke nach Koop: AP: Dennewitzplatz, vor der American Curch in Berlin Bülowstraße – Dennewitzstraße – Nelly Sachs Park – Park am Gleisdreieck – Schöneberger Ufer - Köthener Brücker/Köthener Straße – Reichpietschufer – Gabriele Tergit Promenade – Potsdamer Platz – Ebertstraße EP: Platz des 18. März",50.0,35.0
04.07.2020,11:00,23:59,"""Musikalisch kulturelle Kundgebung gegen die Räumung von bedrohten Projekten.""",Liebigstr.,,10247.0,,100.0,
04.07.2020,12:00,14:00,"„Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden“ (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,5.0,3.0
04.07.2020,12:00,14:00,"""#jetzterstrecht: Solidarität"" (vom 20.06. bis 11.07.2020 - jeweils Sa.)",Hermannplatz,,10967.0,,50.0,35.0
04.07.2020,12:00,19:00,Stoppt die Verfolgung von FALUN DAFA / FALUN-GONGPraktizierenden und anderen unschuldigen Menschen in China.,Treptower Park,,12435.0,,20.0,20.0
04.07.2020,13:00,15:30,"""Gegen Willkür der Jugendämter""",,,,Pariser Platz - Unter den Linden - Friedrichstrasse - Checkpoint Charlie - Mauerstraße - Glinkastrasse - Glinkastrasse/ Bundesministerium für Familien,40.0,30.0
04.07.2020,13:00,16:30,"""Nein zu Rassismus!""",,,,Gem. Anmeldung vom 27.06.2020: Gendarmenmarkt (AP) – Mohrenstr. – Wilhelmstr. – Leipziger Str. – Potsdamer Platz – Ebertstr. – Str. des 17. Juni - Str. des 17. Juni Ecke Großer Stern auf nördl. Fahrbahn ausschliesslich Großer Stern,5000.0,1800.0
04.07.2020,13:00,17:00,"""Corona Politik und Maßnahmen""",,,,NEU (AP) Messe Berlin Eingang Nord – Masurenallee – Theodor-Heuss-Platz – Kaiserdamm – Bismarckstraße – Kaiser-Friedrich-Str. – Lewishamstr. - Kurfürstendamm – Tauentzienstr. – Kleiststr. – Bülowstr. – Potsdamer Str. – Schöneberger Ufer - Tempelhofer Ufer – Waterloo-Ufer – Gitschiner Str. – Skalitzer Str. – Oberbaumstr. – Falckensteinstr. – Oberbaumbrücke – Am Oberbaum – Warschauer Str. – Petersburger Str. – Danziger Str. – Eberswalder Str. – Bernauer Str. – Brunnenstr. – Badstr. – Exerzierstr. – Schulstr. – Luxemburger Str. – Föhrer Str. – An der Putlitzbrücke – Stromstr. – Lessingstr. – Altonaer Str. – Großer Stern – Spreeweg – Paulstr. – Alt-Moabit – Rahel-Hirsch-Str. – Washingtonplatz (EP) ALT Olympischer Platz - Olympische Str. - Reichsstraße - B2/B5 - Kaiser-Friedrich-Strasse - Lewishamstr. - Kurfürstendamm - Tauentzienstraße - Kleiststraße - Bülowstraße - Potsdamer Straße/B1 - Schöneberger Ufer - Tempelhofer Ufer/B96 - Waterloo-Ufer - Gitschiner Str. - Skalitzer Str. - Oberbaumstr. - Falckensteinstr. - Oberbaumbrücke - Am Oberbaum - B96a - Brunnenstraße - Badstraße - Exerzierstraße - Schulstraße - Luxemburger Str.- Föhrer Str. - Föhrer Brücke - An der Putlitzbrücke - Stromstraße - Lessingbrücke - Bachstraße - Str. des 17. Juni/B2/B5 - Ernst-Reuter-Platz - Str. des 17. Juni/B2/B5 - Großer Stern - Str. des 17. Juni/B2/B5 - Ebertstr. - Leipziger Platz - Friedrichstr. - Unter den Linden - Am Lustgarten - Bodestr.,200.0,200.0
04.07.2020,14:00,16:00,"""Demonstration gegen ein generelles Fahrverbot für Motorräder an Sonn,- Feiertagen.""",,,,NEU Platz des 4.Juli (AP) – Goerzallee – Hindenburgdamm – Wolfensteindamm – Carmerplatz – Wolfensteindamm - Schloßstr. - Walther-Schreiber-Platz - Rheinstr. - Schmiljanstr. - Friedrich-Wilhelm-Platz – Bundesallee – Bundesplatztunnel – Bundesallee - Wilmersdorfer Tunnel – Bundesallee - Joachimsthaler Str. -Hardenbergstr. - Ernst-Reuter-Platz - Straße des 17. Juni - Charlottenburger Tor - Straße des 17. Juni - Großer Stern - Spreeweg - John-Foster-Dulles-Allee - Yitzhak-Rabin-Str. - Straße des 17. Juni - (ZK) Straße des 17. Juni vor Großer Stern (exklusive) - Großer Stern - Hofjägerallee - Klingelhöferstr. – Herkulesbrücke – Lützowplatz - Schillstr. - An der Urania - Martin-Luther-Str. - John F. Kennedy Platz - Martin-Luther-Str. - Hauptstr. - Innsbrucker Platz - Hauptstr. - Rheinstr. - Walther-Schreiber-Platz - Schloßstr. – Wolfensteindamm – Carmerplatz – Wolfensteindamm – Hindenburgdamm – Goerzallee - Platz des 4. Juli (EP) ALT Platz des 4.Juli (AP) – Goerzallee – Hindenburgdamm – Wolfensteindamm – Carmerplatz – Wolfensteindamm - Schloßstr. - Walther-Schreiber-Platz - Rheinstr. - Schmiljanstr. - Friedrich-Wilhelm-Platz – Bundesallee – Bundesplatztunnel – Bundesallee - Wilmersdorfer Tunnel – Bundesallee - Joachimsthaler Str. -Hardenbergstr. - Ernst-Reuter-Platz - Straße des 17. Juni - Charlottenburger Tor - Straße des 17. Juni - Großer Stern - Straße des 17. Juni – Wende Höhe Yitzhak-Rabin-Str. - (ZK) Straße des 17. Juni vor Großer Stern (exklusive) - Großer Stern - Hofjägerallee - Klingelhöferstr. – Herkulesbrücke – Lützowplatz - Schillstr. - An der Urania - Martin-Luther-Str. - John F. Kennedy Platz - Martin-Luther-Str. - Hauptstr. - Innsbrucker Platz - Hauptstr. - Rheinstr. - Walther-Schreiber-Platz - Schloßstr. – Wolfensteindamm – Carmerplatz – Wolfensteindamm – Hindenburgdamm – Goerzallee - Platz des 4. Juli (EP),1500.0,1001.0
04.07.2020,14:00,16:00,"""Klimaschutz, gegen die Kaskade in Georgien""",Rauchstr.,11,10787.0,,15.0,15.0
04.07.2020,14:00,16:30,"„Kein US-Krieg gegen Venezuela, Trump Unblock Venezuela, Trump Unblock Kuba …“ (vom 20.06. bis 29.08.2020 - jeweils Sa.)",Ebertstr./Behrenstr.,,10117.0,,50.0,20.0
04.07.2020,14:00,16:30,"""Die Solidaritätsaktion mit der belarussichen Bevölkerung, sowie oppositionellen Kandidaten.""",Breitscheidplatz,,10789.0,,120.0,55.0
04.07.2020,14:00,18:00,"""Für Deutsche Kultur in Deutschland- Gegen Faschismus in der BRD""",Willy-Brandt-Str.,1,10557.0,Am Brandenburger Tor (ost oder west) oder vorm Reichstag oder vorm Kanzleramt,200.0,120.0
04.07.2020,14:00,18:00,"""Black Lives Matter! FREE MUMIA - Free Them ALL!""",,,,"AP: Herrmannplatz (östliche Seite, vor McDonald’s) Kottbusser Damm – Kottbusser Tor – Adalbertstr. – Oranienstr. – Rudi Dutschke Str. – Kochstr. – Friedrichstr. – Unter den Linden EP: Pariser Platz",500.0,150.0
04.07.2020,14:00,18:00,„Demonstration für christliche Werte in unserer Gesellschaft“,Alexanderplatz,,10178.0,,25.0,10.0
04.07.2020,14:00,22:00,"""Frieden, Freiheit und Wahrheit""",Alexanderplatz,1,10178.0,,1000.0,200.0
04.07.2020,14:00,22:00,"""Freedom Parade Nr. 7""",,,,Neptunbrunnen (AP) – Spandauer Str. – Karl-Liebknecht-Str. – Unter den Linden – Friedrichstraße – Leipziger Straße – Potsdamer Straße – Bülowstraße – Kleiststraße – Tauentzienstraße – Kurfürstendamm – Joachimsthaler Straße – Kantstraße – Budapester Straße – Kurfürstenstr. – An der Urania – Kleiststr. – Wittenbergplatz Nordseite (EP),500.0,100.0
04.07.2020,14:30,16:00,"""Für Weltoffenheit und demokratische Werte. Wir wollen keinen Raum bieten für Rassismus, Antisemitismus, Nationalismus und Hetze.""",Am Lustgarten,,10178.0,,20.0,20.0
04.07.2020,15:00,17:00,"""Freiheit für Grup Yorum/Freiheit für die Anwälte"" (vom 04.07. bis 11.07.2020,Sa.)",Oranienplatz,,10999.0,,50.0,
04.07.2020,15:00,18:00,"""Menschenkette der Freiheit. Wir verbinden uns für die Freiheit. Wir leben in einer Zeitenwende. Lasst uns eine Welt kreieren voller Freiheit, Liebe und Frieden! Teile deine Vision der Zukunft mit uns! Wir laden die friedliche Vielfalt ein. Komm am Samstag zu unserer Menschenkette am Neptunbrunnen auf dem Alexanderplatz!""",Karl-Liebknecht-Str.,14,10178.0,Menschenkette bis zum Neptunbrunnen.,100.0,4.0
04.07.2020,15:00,19:00,"""Gerechtigkeit für Hussam Fadl Protest Veranstaltung gegen die nicht beendenden Ermittlungsverfahren""",Platz der Luftbrücke,6,12101.0,,30.0,300.0
04.07.2020,15:00,21:00,"""Rettet die Soundsystemkultur""",Mariannenplatz,,10997.0,,30.0,30.0
04.07.2020,18:00,21:00,"""Gegen türkische Staat Gegen Etdo&#287;an und AKP Regime Gegen D&#304;E Angriffe der Türkische Staat in Kurdistan Für Freiheit und Frieden Gegen D&#304;E Beseyzung in Kurdistan""",,,,Spandauer Str./ Neptunbrunnen (AP) - Spandauer Str. - Karl-Liebknecht-Str. - Unter den Linden - Pariser Platz (EP),150.0,70.0
04.07.2020,18:00,22:00,"""Ist ein Treffen von POC und QUEER Künstlern und Intellektuellen, die sich treffen, um kreative und nachhaltige Wege zu diskutieren, um aus der aktuellen Krise herauszukommen.""",Britzer Hafensteg,,12057.0,,40.0,350.0
04.07.2020,19:00,21:30,"""Für die Anerkennung von Tanz und Musik als Beitrag für eine gesundende Gesellschaft in der herausfordernden Zeit von COVID und Klimawandel.""",Wissmannstr.,,14193.0,,80.0,
05.07.2020,11:00,13:00,"""Gerechtigkeit für Eyad al-Hallaq.""",Auguste-Viktoria-Str.,74,14193.0,,20.0,25.0
05.07.2020,11:00,23:59,"""musikalisch kulturelle Kundgebung gegen die Räumung sozio-politischer projekte""",Liebigstr.,,10247.0,,100.0,
